color,part,quantity,part_id
Black,Bracket 1 x 2 - 1 x 4 [Square Corners],5,2436a
Black,Brick 1 x 4,2,3010
Black,Hinge Brick 1 x 2 Locking with 2 Fingers Vertical End,2,30365
Black,Plate 2 x 6,1,3795
Black,Plate Special 1 x 2 with Clips Horizontal,3,60470
Black,Technic Axle 4,4,3705
Black,Technic Beam 2 x 4 L-Shape Thick,1,32140
Black,Technic Brick 1 x 1 with Hole,8,6541
Black,Technic Brick 1 x 2 [1 Hole],1,3700
Black,"Technic Brick Special 2 x 2 with Pin Hole, with 2 Rotation Joint Sockets",2,48172
Black,Technic Pin with Friction Ridges Lengthwise and Towball,4,6628
Black,Technic Pin with Friction and Slots,5,2780
Black,Technic Rotation Joint Ball Loop with Two Perpendicular Pins with Friction,9,47455
Black,Tile 1 x 2 with Groove,1,3069b
Black,Tile 1 x 4,2,2431
Black,Tile 2 x 2 with Groove,4,3068b
Blue,Technic Axle Pin with Friction Ridges Lengthwise,6,43093
Blue,Technic Pin 1/2,1,4274
Blue,Technic Pin Long with Friction Ridges Lengthwise,2,6558
Dark Bluish Gray,Brick 1 x 1,2,3005
Dark Bluish Gray,Brick 1 x 2,4,3004
Dark Bluish Gray,Brick 1 x 6,1,3009
Dark Bluish Gray,Plate 1 x 4,2,3710
Dark Bluish Gray,Plate 1 x 6,2,3666
Dark Bluish Gray,Plate 2 x 2,4,3022
Dark Bluish Gray,Plate 2 x 4,3,3020
Dark Bluish Gray,Plate 2 x 8,1,3034
Dark Bluish Gray,Plate 4 x 4,2,3031
Dark Bluish Gray,Plate 4 x 6,1,3032
Dark Bluish Gray,Plate Special 1 x 2 with Door Rail,1,32028
Dark Bluish Gray,Plate Special 1 x 2 with End Handle [Closed Ends],4,60478
Dark Bluish Gray,Slope Inverted 45° 4 x 2 Double,2,4871
Dark Bluish Gray,Slope Inverted 45º 2 x 1,2,3665
Dark Bluish Gray,Technic Axle 3 with Stud,2,6587
Dark Bluish Gray,Technic Brick Special 2 x 2 with 10.2mm Ball and Axle Hole,3,57909
Dark Bluish Gray,Technic Brick Special 2 x 2 with Ball Receptacle Wide and Axle Hole,3,92013
Dark Bluish Gray,"Technic Brick Special 2 x 2 with Pin Hole, Rotation Joint Ball Half [Vertical Side]",3,48171
Dark Bluish Gray,"Technic Brick Special 2 x 2 with Pin Hole, Rotation Joint Socket",5,48169
Dark Bluish Gray,Tile Special 1 x 1 with Clip,6,2555
Dark Bluish Gray,Wedge Plate 2 x 4,2,51739
Dark Red,Cloth Sail - Triangular 15 x 22,2,sailbb38
Dark Red,Plate 1 x 1,8,3024
Dark Red,Plate 1 x 2,26,3023
Dark Red,Plate 1 x 4,19,3710
Dark Red,Plate 1 x 6,10,3666
Dark Red,Slope 30º 1 x 1 x 2/3 [aka Cheese Slope],8,50746
Dark Red,Slope Curved 3 x 1 No Studs,10,50950
Dark Red,Tile 1 x 8,9,4162
Dark Red,Wedge 4 x 2 Triple Left,3,43710
Dark Red,Wedge 4 x 2 Triple Right,3,43711
Light Bluish Gray,Hinge Plate 1 x 2 Locking with 2 Fingers On End,4,44302
Light Bluish Gray,Plate 1 x 1 - Horizontal Clip,6,6019
Light Bluish Gray,Technic Bush,6,3713
Light Bluish Gray,"Technic, Pin without Friction Ridges Lengthwise",1,3673
Orange,Plate Round 1 x 1 Straight Side,2,4073
Orange,Plate Special 1 x 2 with 1 Stud [aka Jumper],7,3794
Red,Bracket 1 x 2 - 2 x 2,2,44728
Red,Brick 1 x 1,6,3005
Red,Brick 1 x 10,2,6111
Red,Brick 1 x 2,4,3004
Red,Brick 1 x 3,2,3622
Red,Brick 1 x 6,5,3009
Red,Brick 2 x 3,1,3002
Red,Cone 2 x 2 x 2 [Open Stud],1,3942c
Red,Hinge Plate 1 x 2 Locking with 1 Finger On End,6,44301
Red,Plate 1 x 1 - Horizontal Clip,2,6019
Red,Plate 1 x 12,4,60479
Red,Plate 1 x 2 [Side Handle Closed Ends],5,48336
Red,Plate 1 x 3,10,3623
Red,Plate 1 x 8,5,3460
Red,Plate 2 x 10,1,3832
Red,Plate 2 x 2,9,3022
Red,Plate 2 x 2 Corner,6,2420
Red,Plate 2 x 3,6,3021
Red,Plate 2 x 4,10,3020
Red,Plate 2 x 6,2,3795
Red,Plate Round 1 x 1 Straight Side,4,4073
Red,Slope 30º 1 x 1 x 2/3 [aka Cheese Slope],6,50746
Red,Slope 45° 2 x 1 Double,1,3044
