color,part,quantity,part_id
Black,Antenna 1 x 4,2,3957
Black,Brick 2 x 6,1,2456
Black,Brick Arch 1 x 6 Raised Arch,1,92950
Black,Brick Round 1 x 1 Open Stud,2,3062b
Black,Brick Special 1 x 2 with Vertical Clip,2,30237
Black,Cone 1 x 1 [No Top Groove],1,4589
Black,Plate 1 x 2 [Side Handle Closed Ends],1,48336
Black,Plate 2 x 12,1,2445
Black,Plate 2 x 6,2,3795
Black,Plate Special 1 x 2 with Clips Horizontal,2,60470
Black,Plate Special 1 x 2 with Long Towball,1,2508
Black,"Plate Special 2 x 2 with Towball Socket, Short, Flattened with Holes and Axle Hole in Center",1,63082
Black,Slope Inverted 33º 3 x 2 [Connections between Studs],2,3747b
Black,Spider,1,30238
Black,Technic Beam 1 x 3 Thick,1,32523
Black,Technic Beam 1 x 5 Thick,2,32316
Black,Technic Pin with Friction Ridges Lengthwise and Towball,2,6628
Black,Window 1 x 2 x 2 2/3 Pane Lattice Diamond with Rounded Top,1,30046
Chrome Silver,Minifig Sword [Greatsword Round],1,59
Dark Bluish Gray,Minifig Halberd,2,3848
Dark Bluish Gray,Plate Round 2 x 2 with Axle Hole,3,4032
Dark Bluish Gray,Plate Round 2 x 2 with Rounded Bottom [Boat Stud],2,2654
Dark Bluish Gray,"Spider Web, Hanging",1,90981
Dark Bluish Gray,Technic Axle 5.5 With Stop,1,32209
Dark Bluish Gray,Technic Axle and Pin Connector Angled #1,2,32013
Dark Bluish Gray,Technic Pin Connector Plate 1 x 2 x 1 2/3 [Two Holes On Top],1,32530
Dark Brown,Arch 1 x 5 x 4,6,2339
Dark Brown,Brick Special 1 x 2 Palisade [aka Log],2,30136
Dark Brown,Slope 45º 2 x 1,6,3040b
Dark Green,Leaves 6 x 5,6,2417
Dark Tan,Plate 1 x 2,6,3023
Dark Tan,"Plate, Round Corner 4 x 4",2,30565
Flat Silver,Fish [Anti-Stud Mouth],1,64648
Green,Plate 6 x 8,2,3036
Green,Round 1 x 1 - 3 Bamboo Leaves,1,30176
Light Bluish Gray,Minifig Shield - Triangular with Gold Lion on Red/White Quarters Print,2,91054
Light Bluish Gray,Plate Round 1 x 1 Straight Side,8,4073
Light Bluish Gray,Technic Axle 5,1,32073
Light Bluish Gray,Technic Pin 1/2 with 2L Bar Extension,1,61184
Light Bluish Gray,"Technic, Pin without Friction Ridges Lengthwise",2,3673
Metallic Gold,Horse Battle Helmet Top Stud for Horn [Unicorn],2,89524
Pearl Dark Gray,Minifig Axe Head [Clip-on],1,53705
Pearl Dark Gray,Minifig Spear,1,4497
Pearl Gold,Cone 1 x 1 [No Top Groove],2,4589
Pearl Gold,Flag 4 x 1 Wave,2,4495
Pearl Gold,Minifig Goblet,1,2343
Pearl Gold,Plate 1 x 1 - Horizontal Clip,2,6019
Pearl Gold,Plate Round 1 x 1 Straight Side,2,4073
Pearl Gold,Slope Curved 3 x 1 No Studs,4,50950
Pearl Gold,"Wheel Wagon Giant (56mm D., 7 studs Dia.)",2,33212
Pearl Gold,Wheel Wagon Huge (43mm D.),2,33211
Pearl Light Gray,Horn (Unicorn),2,89522
Red,Brick 1 x 2,2,3004
Red,Brick 1 x 2 x 2 with Inside Axle Holder,2,3245b
Red,Brick 1 x 6,6,3009
