color,part,quantity,part_id
Black,"Bar 8L  [Two Stop Rings / One  Pin, Technic Figure Ski Pole]",6,2714
Black,Palm Tree Top,1,2566
Black,Plate 1 x 2,2,3023
Black,Technic Axle 6,1,3706
Black,Technic Axle Connector [Ridged with x hole x orientation],2,6538b
Black,Technic Axle and Pin Connector Perpendicular,3,6536
Black,"Technic Brick Special 2 x 2 with Pin Hole, with 2 Rotation Joint Sockets",1,48172
Black,Technic Disk 3 x 3,1,2958
Black,Technic Pin Long with Friction Ridges Lengthwise,2,6558
Black,Technic Pin with Friction and Slots,4,2780
Blue,Technic Axle Pin with Friction Ridges Lengthwise,5,43093
Bright Green,Minifig Hair Angular Swept Back,1,53982
Dark Bluish Gray,Antenna Whip 8H,1,2569
Dark Bluish Gray,Plate 2 x 4,2,3020
Dark Bluish Gray,Plate 2 x 6,4,3795
Dark Bluish Gray,"Technic Axle Connector 2 x 3 with Ball Socket, Open Sides",2,32174
Dark Bluish Gray,Technic Axle and Pin Connector Angled #1,4,32013
Dark Bluish Gray,Technic Brick 1 x 2 [1 Hole],2,3700
Dark Bluish Gray,Technic Brick Special 2 x 2 with 10.2mm Balls,2,57908
Dark Bluish Gray,Technic Brick Special 2 x 2 with Ball Receptacle Reinforced and Axle Hole,2,62712
Dark Bluish Gray,"Technic Brick Special 2 x 2 with Pin Hole, Rotation Joint Ball Half [Horizontal Top]",2,48170
Dark Bluish Gray,"Technic Brick Special 2 x 2 with Pin Hole, Rotation Joint Ball Half [Horizontal Top], Rotation Joint Socket",2,47452
Dark Bluish Gray,"Technic Brick Special 2 x 3 with Pin Holes, Rotation Joint Ball Half [Vertical Side], Rotation Joint Socket",2,47432
Dark Bluish Gray,Technic Pin 3/4,2,32002
Dark Red,Brick 2 x 3 with Curved Top,2,6215
Dark Red,Hips and Legs [Complete Assembly],1,970c00
Dark Red,Slope 45º 2 x 4,4,3037
Dark Red,Slope Curved 6 x 2,2,44126
Dark Red,Slope Inverted 75Â° 2 x 1 x 3,2,2449
Dark Red,"Technic Fairing #22 Large Short, Small Hole, Side A",1,44352
Dark Red,"Technic Fairing #23 Large Short, Small Hole, Side B",1,44353
Dark Red,Technic Rotation Joint Ball Loop with Two Perpendicular Pins with Friction,6,47455
Dark Red,Tile 2 x 2 with Groove,2,3068b
Dark Red,Torso Exo-Force Gold Body Armor with Four Stars and Composite Armour Print / Dark Red Arms / Black Hands,1,973pr980c01
Light Bluish Gray,Brick 1 x 2,2,3004
Light Bluish Gray,Brick 2 x 4,1,3001
Light Bluish Gray,Hinge Brick 2 x 2 Locking with 2 Fingers Vertical and Axle Hole,2,40902
Light Bluish Gray,Hinge Plate 1 x 2 Locking with 1 Finger On Top,2,30383
Light Bluish Gray,Plate 1 x 2 [Side Handle Closed Ends],1,48336
Light Bluish Gray,Plate 2 x 2,2,3022
Light Bluish Gray,Technic Axle 3,1,4519
Light Bluish Gray,Technic Beam 1 x 3 Thick,2,32523
Light Bluish Gray,Technic Beam 1 x 5 Thick,2,32316
Light Bluish Gray,Technic Gear 12 Tooth Double Bevel,1,32270
Light Bluish Gray,Technic Pin 1/2,2,4274
Light Bluish Gray,"Technic, Pin without Friction Ridges Lengthwise",6,3673
Milky White,"Bionicle Weapon Staff of Light Blade, Marbled Dark Red Pattern [Co-Injected]",2,58813pat0001
Red,Technic Axle 2 Notched,2,32062
Tan,Bracket 3 x 2 - 2 x 2 [aka Space Seat],1,4598
Tan,Technic Axle Pin without Friction Ridges Lengthwise,1,3749
Trans-Black,Panel 3 x 2 x 6,1,2466
Trans-Red,Plate Round 1 x 1 Straight Side,1,4073
Trans-Yellow,Cone 1 x 1 [No Top Groove],1,4589
White,Brick 1 x 2,1,3004
White,Brick 2 x 3,1,3002
White,Brick Special 1 x 2 with Handle,1,30236
White,Dish 6 x 6 Inverted [Radar / Webbed / anti-studs at  90º],1,4285b
White,Plate 1 x 1 - Horizontal Clip,2,6019
White,Plate 1 x 4,2,3710
White,"Slope Curved 2 x 2 Lip, No Studs",2,30602
White,Slope Curved 6 x 1,4,42022
White,Slope Inverted 45º 2 x 2,2,3660
White,Technic Beam 1 x 7 Thick,1,32524
White,Technic Brick 1 x 4 [3 Holes],1,3701
White,Tile 1 x 6,1,6636
White,Tile 2 x 2 with Groove,5,3068b
White,Wedge 6 x 4 Cutout with Stud Notches,2,6153b
Yellow,Bracket 1 x 2 - 1 x 4 [Square Corners],4,2436a
Yellow,Brick Round 1 x 1 Open Stud,6,3062b
Yellow,Cone 1 x 1 [No Top Groove],4,4589
Yellow,Dish 2 x 2 Inverted [Radar],1,4740
Yellow,Minifig Head Dual Sided - Green Eyes with Frown and Scar / Open Mouth Print [Takeshi],1,3626bpr0446
Yellow,Plate Special 1 x 2 Side Handle [Free Ends],2,2540
Yellow,Technic Beam 1 x 2 Thick,1,43857
Yellow,Technic Wedge Belt Wheel [aka Pulley],3,4185
Yellow,Tile 1 x 2 Engraved Code for 8102-1,1,58816
Yellow,Tile 1 x 2 Grill with Bottom Groove,1,2412b
