color,part,quantity,part_id
Black,Brick 2 x 2 [Red Wheels for Single Tyre],2,3137c01
Black,Brick 2 x 3,1,3002
Black,Minifig Hair Female with Pigtails,1,3625
Black,Tyre Offset Tread Small,4,3641
Blue,Brick 2 x 3,1,3002
Blue,Torso Plain / Blue Arms / Yellow Hands,1,973c07
Green,Baseplate 8 x 16,1,3865
Red,Brick 1 x 1,8,3005
Red,Brick 1 x 2,10,3004
Red,Brick 1 x 4,6,3010
Red,Brick 1 x 6,9,3009
Red,Brick 1 x 8,2,3008
Red,Brick 2 x 4,2,3001
Red,Brick Arch 1 x 4,2,3659
Red,Brick Special 1 x 1 x 2 with Shutter Holder,2,3581
Red,Plate 1 x 4,2,3710
Red,Plate 1 x 8,2,3460
Red,Plate 2 x 3,2,3021
Red,Plate 2 x 4,3,3020
Red,Plate 2 x 8,4,3034
Red,Plate 4 x 4,1,3031
Red,Plate 4 x 8,1,3035
Red,Slope 33º 2 x 4 Double,2,3299
Red,Slope 33º 3 x 2,1,3298
Red,Slope 33º 3 x 4,1,3297
Red,Slope Inverted 33° 3 x 2 No Connections between Studs,2,3747a
Red,Slope Inverted 45º 2 x 2,4,3660
Red,Window 1 x 2 x 3 Pane,12,3854
Trans-Clear,Brick 1 x 2,1,3004
Trans-Clear,Slope 45º 2 x 2,2,3039
Trans-Clear,Windscreen 2 x 4 x 2,1,3823
White,Brick 1 x 2,2,3004
White,Brick 1 x 4,7,3010
White,Brick 1 x 8,2,3008
White,Brick 2 x 3,2,3002
White,Brick 2 x 4,2,3001
White,Hips and Legs [Complete Assembly],1,970c00
Yellow,Door 1 x 4 x 6,2,3644
Yellow,Fence 1 x 4 x 1,3,3633
Yellow,Minifig Head Standard Grin Print - Solid Stud,1,3626ap01
Yellow,Window 1 x 2 x 2 with Fixed Glass,2,7026
Yellow,Window 1 x 4 x 3,6,3853
