color,part,quantity,part_id
Black,Bar 1L with Clip,2,48729
Black,Bionicle Hips / Lower Torso with 2 Ball Joints and 7 Tooth Half Gear,1,47306
Black,Bionicle Toa Inika Upper Torso / Shoulders Section,2,53545
Black,"Cloth Cape, Vezon Large Figure",1,56245
Black,Technic Axle 4,2,3705
Black,Technic Axle 6,3,3706
Black,Technic Axle 8 with Stop,4,55013
Black,Technic Axle Connector 2 x 3 with Ball Socket and Axle Socket with Light Bluish Gray Rubber Insert,4,x1192px1
Black,"Technic Axle Connector 2 x 3 with Ball Socket, Open Sides",8,32174
Black,Technic Axle Connector with Axle Hole,1,32039
Black,Technic Axle and Pin Connector Perpendicular,10,6536
Black,Technic Axle and Pin Connector Perpendicular Double,2,32291
Black,Technic Ball Joint with Through Axle Hole,4,53585
Black,Technic Beam 1 x 2 Thin,8,41677
Black,Technic Beam 1 x 3 Thick,2,32523
Black,Technic Beam 1 x 3 Thin,4,6632
Black,Technic Beam 1 x 4 Thin,4,32449
Black,Technic Beam 1 x 7 Thick,2,32524
Black,Technic Beam 3 x 3 L-Shape with Quarter Ellipse Thin,4,32249
Black,Technic Cam,2,6575
Black,Technic Figure Robot Arm,2,32476
Black,Technic Pin Long with Friction Ridges Lengthwise,12,6558
Black,Technic Pin with Friction and Slots,8,2780
Black,"Technic, Axle and Pin Connector 2 x 7 with Two Ball Joint Sockets",2,50898
Black,"Technic, Pin Long with Friction Ridges Lengthwise and Stop Bush",2,32054
Blue,Technic Axle Pin with Friction Ridges Lengthwise,21,43093
Dark Blue,Bionicle Ball Joint 4 x 4 x 2 90 Degree with 2 Ball Joints and Axle hole,2,41670
Dark Blue,Bionicle Foot Toa Inika Elliptical,2,53549
Dark Blue,Bionicle Mask Ruru (Toa Metru),1,47302
Dark Bluish Gray,Bionicle Head Connector Block (Toa Metru),2,47312
Dark Bluish Gray,Technic Axle 3 with Stud,2,6587
Dark Bluish Gray,Technic Axle 5.5 With Stop,4,32209
Dark Bluish Gray,"Technic Axle Connector 2 x 3 with Ball Socket, Open Sides",5,32174
Dark Bluish Gray,Technic Axle and Pin Connector Angled #4 - 135°,8,32192
Dark Bluish Gray,Technic Axle and Pin Connector Perpendicular,2,6536
Dark Bluish Gray,Technic Beam 1 x 2 with Ball Joint Angled,2,50923
Dark Bluish Gray,Technic Beam 1 x 9 Bent (7 - 3) Thick,7,32271
Dark Bluish Gray,Technic Pin 3/4,2,32002
Dark Bluish Gray,Technic Pole Reverser Handle,2,6553
Dark Bluish Gray,"Technic, Axle and Pin Connector 2 x 7 with Two Ball Joint Sockets",1,50898
Dark Green,"Animal Tail Section Middle with Pin dinosaur,neck",4,40378
Dark Green,Bionicle Foot Barraki Mantax,2,57569
Dark Green,"Bionicle Head, Toa Hordika Matau",2,50933
Dark Green,Bionicle Piraka Leg Lower Section with Two Ball Joints,2,53574
Dark Green,Bionicle Rahkshi Leg Lower Section,2,45749
Dark Green,Technic Axle and Pin Connector 2 x 5 with Two Ball Joint Sockets,2,47296
Dark Red,Bionicle Ball Joint 4 x 4 x 2 90 Degree with 2 Ball Joints and Axle hole,2,41670
Dark Red,Bionicle Foot Toa Inika Clawed,2,53542
Dark Red,Bionicle Mask Huna (Toa Metru),1,47308
Dark Red,Technic Figure Robot Arm,2,32476
Light Bluish Gray,Technic Axle 3,15,4519
Light Bluish Gray,Technic Axle 5,5,32073
Light Bluish Gray,Technic Axle 7,1,44294
Light Bluish Gray,Technic Axle Connector with Axle Hole,4,32039
