color,part,quantity,part_id
Black,Plate Round 2 x 2 with Axle Hole,2,4032
Black,Technic Axle 10,2,3737
Black,Technic Axle 4,10,3705
Black,Technic Axle 6,2,3706
Black,Technic Axle and Pin Connector Angled #1,9,32013
Black,Technic Axle and Pin Connector Angled #2 - 180°,5,32034
Black,Technic Axle and Pin Connector Angled #3 - 157.5°,2,32016
Black,Technic Axle and Pin Connector Perpendicular,1,6536
Black,Technic Axle and Pin Connector Perpendicular,4,6536
Black,Technic Axle and Pin Connector Perpendicular 3L with Centre Pin Hole,3,32184
Black,Technic Axle and Pin Connector Perpendicular Double,2,32291
Black,Technic Axle and Pin Connector Perpendicular Split,12,92907
Black,Technic Beam 1 x 11 Thick,3,32525
Black,Technic Beam 1 x 11.5 Double Bent Thick,2,32009
Black,Technic Beam 1 x 13 Thick,1,41239
Black,Technic Beam 1 x 2 Thick,7,43857
Black,Technic Beam 1 x 3 Thin,4,6632
Black,Technic Beam 1 x 4 Thin,4,32449
Black,Technic Beam 1 x 5 Thick,1,32316
Black,Technic Beam 1 x 7 Bent (4 - 4) Thick,2,32348
Black,Technic Beam 1 x 7 Thick,3,32524
Black,Technic Beam 1 x 9 Bent (7 - 3) Thick,2,32271
Black,Technic Beam 2 x 4 L-Shape Thick,14,32140
Black,Technic Beam 3 x 3 T-Shape Thick,5,60484
Black,Technic Beam Triangle Thin [Type II],4,99773
Black,"Technic Fairing #17 Large Smooth, Side A",1,64392
Black,"Technic Fairing #18 Large Smooth, Side B",1,64682
Black,Technic Gear 12 Tooth Double Bevel,12,32270
Black,Technic Gear Rack 1 x 7 with Axle and Pin Holes,2,87761
Black,Technic Link 1 x 6 with Stoppers,4,2739b
Black,Technic Panel 1 x 5 x 11,2,64782
Black,Technic Panel Fairing #13,3,64394
Black,Technic Panel Fairing #14,3,64680
Black,Technic Pin Connector Round [Slotted],14,62462
Black,Technic Pin with Friction Ridges Lengthwise and Towball,8,6628
Black,Technic Pin with Friction and Slots,193,2780
Black,Technic Steering Wheel Small [3 Studs Diameter],1,2819
Black,"Technic, Gear 36 Tooth Double Bevel",1,32498
Black,"Technic, Pin Long with Friction Ridges Lengthwise and Stop Bush",10,32054
Black,Tyre 94.8 x 44 R Balloon,4,54120
Black,Wheel 56mm D. x 34mm Technic Racing Medium,4,44772
Blue,Technic Axle Pin with Friction Ridges Lengthwise,107,43093
Blue,Technic Beam 1 x 2 Thin,3,41677
Blue,Technic Pin 1/2,4,4274
Blue,Technic Pin Long with Friction Ridges Lengthwise,93,6558
Blue,Tile 1 x 2 Grill with Bottom Groove,1,2412b
Dark Bluish Gray,Technic Axle 4 with Stop,6,87083
Dark Bluish Gray,Technic Axle 5.5 With Stop,2,32209
Dark Bluish Gray,Technic Axle 8 with Stop,4,55013
Dark Bluish Gray,Technic Axle and Pin Connector Hub with 2 Axles,2,10197
