color,part,quantity,part_id
Black,Bracket 1 x 2 - 2 x 2,2,44728
Black,Brick Round 2 x 2,4,3941
Black,"Hose, Pneumatic 4mm D. 33L / 26.4cm",1,5102c33
Black,"Hose, Pneumatic 4mm D. 54L / 43.2cm",1,5102c54
Black,"Hose, Pneumatic 4mm D. 80L / 64cm",1,5102c80
Black,Plate 1 x 10,2,4477
Black,Plate 1 x 12,1,60479
Black,Plate 1 x 2,2,3023
Black,Plate 1 x 6,2,3666
Black,Plate 2 x 12,1,2445
Black,Plate 2 x 16,3,4282
Black,Plate 2 x 3,4,3021
Black,Plate 2 x 4,2,3020
Black,Plate 2 x 6,4,3795
Black,Plate Round 2 x 2 with Axle Hole,6,4032
Black,Plate Special 2 x 2 with 2 Pin Holes,2,2817
Black,Slope 65º 2 x 1 x 2,2,60481
Black,Slope Curved 4 x 1 No Studs,2,61678
Black,String Cord Thin 50cm,1,x77ac50
Black,Technic Axle 10,1,3737
Black,Technic Axle 4,38,3705
Black,Technic Axle 6,4,3706
Black,Technic Axle 8,9,3707
Black,Technic Axle Connector [Smooth X hole + orientation],29,6538c
Black,Technic Axle Connector with Axle Hole,15,32039
Black,Technic Axle and Pin Connector Angled #1,22,32013
Black,Technic Axle and Pin Connector Angled #2 - 180°,13,32034
Black,Technic Axle and Pin Connector Angled #3 - 157.5°,3,32016
Black,Technic Axle and Pin Connector Angled #4 - 135°,5,32192
Black,Technic Axle and Pin Connector Angled #6 - 90°,9,32014
Black,Technic Axle and Pin Connector Perpendicular,40,6536
Black,Technic Axle and Pin Connector Perpendicular 3L with 2 Pin Holes,26,42003
Black,Technic Axle and Pin Connector Perpendicular 3L with Centre Pin Hole,4,32184
Black,Technic Axle and Pin Connector Perpendicular Double,12,32291
Black,Technic Axle and Pin Connector Perpendicular Split,12,92907
Black,Technic Beam 1 x 13 Thick,15,41239
Black,Technic Beam 1 x 15 Thick,16,32278
Black,Technic Beam 1 x 2 Thick,2,43857
Black,Technic Beam 1 x 3 Thick,8,32523
Black,Technic Beam 1 x 3 Thin,24,6632
Black,Technic Beam 1 x 3 with 2 Axle Holes and Pin / Crank,2,33299
Black,Technic Beam 1 x 4 Thin,8,32449
Black,Technic Beam 1 x 5 Thick,12,32316
Black,Technic Beam 1 x 7 Bent (4 - 4) Thick,4,32348
Black,Technic Beam 1 x 7 Thick,24,32524
Black,Technic Beam 1 x 9 Bent (6 - 4) Thick,6,6629
