color,part,quantity,part_id
Black,Arm Mechanical Thin Supports,1,53989
Black,Bar 1 x 8 x 2,1,2486
Black,Brick Special 1 x 1 with Clip Horizontal,1,60476
Black,Brick Special 1 x 4 with Groove,2,2653
Black,Front Grill 1 x 2 x 2 2/3 Sloping,2,50946
Black,Plate 1 x 8,1,3460
Black,Plate 2 x 8,5,3034
Black,Plate 4 x 8,2,3035
Black,Plate Special 1 x 2 with Clips Horizontal,2,60470
Black,Plate Special 4 x 5 with Trap Door Hinge,1,30042
Black,Plate Special 6 x 8 Trap Door Frame Horizontal,1,30041
Black,Support 1 x 1 x 5 1/3 Spiral Staircase Axle,1,40244
Black,Technic Axle 6,1,3706
Black,Technic Axle and Pin Connector Angled #1,1,32013
Black,Technic Brick 1 x 10 [9 Holes],1,2730
Black,Technic Brick 6 x 8 Open Centre,1,40345
Black,Technic Pin Double with Axle Hole,8,32138
Black,Technic Pin with Friction and Slots,5,2780
Black,"Technic, Pin Long with Friction Ridges Lengthwise and Stop Bush",3,32054
Black,Tile 2 x 2 with Groove,1,3068b
Black,Tile Special 1 x 1 with Clip,2,2555
Black,Tile Special 1 x 2 with Handle,1,2432
Black,Tyre 11.2 x 6.4 Slick,2,50951
Black,"Vehicle Steering Wheel Small, 2 x 2",2,30663
Black,Wheel Hard Plastic with Small Cleats,12,64711
Blue,Plate Round 2 x 2 with Axle Hole,3,4032
Blue,Technic Axle Pin with Friction Ridges Lengthwise,4,43093
Blue,Technic Pin 1/2,12,4274
Dark Bluish Gray,Brick 1 x 3,2,3622
Dark Bluish Gray,Brick 2 x 4,1,3001
Dark Bluish Gray,Brick Special 2 x 4 with Pins,4,6249
Dark Bluish Gray,"Container, Box 2 x 2 x 2 - Top Opening",2,61780
Dark Bluish Gray,Hinge Plate 2 x 4 with Articulated Joint - Female,2,3640
Dark Bluish Gray,Hinge Plate 2 x 4 with Articulated Joint - Male,2,3639
Dark Bluish Gray,Minifig Pickaxe,1,3841
Dark Bluish Gray,Minifig Shovel [Round Ended Shaft],1,3837
Dark Bluish Gray,Minifig Spear Gun,1,30088
Dark Bluish Gray,Plate Special 1 x 1 Clip Light [Thick Ring],1,4081b
Dark Bluish Gray,Slope 18º 4 x 2,2,30363
Dark Bluish Gray,Slope 45º 2 x 2,4,3039
Dark Bluish Gray,Technic Axle 3 with Stud,2,6587
Dark Bluish Gray,Technic Axle 5.5 With Stop,2,32209
Dark Bluish Gray,Technic Brick 1 x 4 [3 Holes],1,3701
Light Bluish Gray,Brick Round 4 x 4 with Holes,2,6222
Light Bluish Gray,Plate Special 1 x 2 with 1 Stud [aka Jumper],1,3794
Light Bluish Gray,Plate Special 1 x 8 with Door Rail,2,4510
Light Bluish Gray,Technic Axle 3,1,4519
Light Bluish Gray,Technic Axle Connector with Axle Hole,2,32039
Light Bluish Gray,Technic Beam 1 x 4 Thin,4,32449
Light Bluish Gray,Technic Brick 1 x 8 [7 Holes],4,3702
Light Bluish Gray,Technic Circular Saw Blade 9 x 9 with Pin Hole,2,61403
Light Bluish Gray,Technic Pin Connector Perpendicular 3L with 4 Pins,2,48989
Light Bluish Gray,Tile 1 x 1 with White and Red Gauge Print,1,3070bpr0007
Light Bluish Gray,Tile 2 x 2 Round,4,4150
Light Bluish Gray,Wheel 11 x 8 mm [Centre Groove],2,42610
Lime,Brick 1 x 2,5,3004
Lime,Brick 1 x 6,3,3009
Lime,Brick 2 x 2,1,3003
Lime,Brick 2 x 3,8,3002
Lime,Brick Round 2 x 2,4,3941
Lime,Plate 1 x 2,4,3023
Lime,Plate 1 x 6,2,3666
Lime,Plate 2 x 4,2,3020
Lime,Slope 18º 2 x 1 x 2/3 with 4 Slots,9,61409
Lime,Slope 45º 2 x 1,1,3040b
Lime,Slope Curved 2 x 4 x 2/3 [Bottom Tubes],2,88930
Lime,Slope Curved 3 x 1 No Studs,4,50950
Lime,Slope Inverted 45º 2 x 2,4,3660
Lime,Tile 1 x 4,8,2431
Orange,Flexible Ribbed Hose 8mm ends 19L,2,57539
Orange,Propeller 8 Blade 5 Diameter,1,41530
Orange,Technic Beam 1 x 9 Bent (6 - 4) Thick,2,6629
Red,Minifig Dynamite Sticks,1,64728
Red,Plate Round 2 x 2 with Axle Hole,1,4032
Red,Technic Brick 1 x 2 with Axle Hole [X Opening],2,32064b
Tan,Technic Axle Pin without Friction Ridges Lengthwise,2,3749
Trans-Black,Windscreen 2 x 6 x 2,1,4176
Trans-Clear,Plate 1 x 1,5,3024
Trans-Clear,Plate Round 1 x 1 Straight Side,4,4073
Trans-Neon Orange,Wave / Flame Rounded with Base Pins,1,6126
Trans-Orange,Slope 30º 1 x 1 x 2/3 [aka Cheese Slope],6,50746
Trans-Red,Slope 30º 1 x 1 x 2/3 [aka Cheese Slope],2,50746
White,Brick Round 2 x 2 Dome Top [Bottom Axle Holder X Shape + Orientation],2,553b
White,Brick Special 1 x 1 with Headlight,2,4070
White,Brick Special 2 x 2 with Pin and Axle Hole,1,6232
White,Cockpit 6 x 6 x 1 Cabin Base,1,4597
White,Dish 4 x 4 Inverted [Radar],7,3960
White,Plate 1 x 1 - Horizontal Clip,1,6019
White,Plate 1 x 2 [Side Handle Closed Ends],1,48336
White,Plate 1 x 3,2,3623
White,Plate 2 x 10,1,3832
White,Plate Special 1 x 2 with Clips Horizontal,1,60470
White,Technic Brick 1 x 4 [3 Holes],1,3701
White,Tile 1 x 4,1,2431
White,"Vehicle, Steering Column 1 x 2 with Black Steering Wheel",1,3829c01
