color,part,quantity,part_id
Black,Rubber Band Small [Square Profile],1,x151
Black,Sports Hockey Puck without Axlehole,1,44848
Black,Technic Beam 1 x 2 Thin,1,41677
Black,Technic Pin with Friction Ridges Lengthwise and Towball,2,6628
Black,Technic Pin with Friction and Slots,2,2780
Blue,Bionicle Shoulder Armour,1,43559
Blue,"Hose, Rigid 3mm D. 19L / 15.2cm",1,75c19
Blue,"Hose, Rigid 3mm D. 5L / 4.0cm",1,75c05
Blue,Technic Beam 1 x 5 Thick,3,32316
Blue,Technic Beam 1 x 7 Bent (4 - 4) Thick,2,32348
Blue,Technic Pin Connector 3 x 3 with Axle,1,111
Dark Gray,Band &amp; Belt Holder 2 x 4 x 2 1/3 [Nnenn],1,41752
Dark Gray,Technic Axle 3 with Stud,1,6587
Dark Gray,Technic Pin 3/4,3,32002
Flat Silver,Bionicle 2 x 3 Axle Connector with Tooth,2,42074
Light Gray,Technic Pin 1/2,1,4274
Light Gray,"Technic, Pin without Friction Ridges Lengthwise",2,3673
Pearl Light Gray,Technic Axle Connector with Axle Hole,1,32039
Tan,Technic Axle Pin without Friction Ridges Lengthwise,2,3749
Yellow,Technic Axle Connector with Axle Hole,2,32039
Yellow,Technic Axle and Pin Connector Angled #3 - 157.5°,1,32016
Yellow,Technic Beam 1 x 3 Thick,1,32523
