color,part,quantity,part_id
Black,Technic Axle 2 Notched,19,32062
Black,Technic Axle 4,4,3705
Black,Technic Axle 6,2,3706
Black,Technic Axle Connector [Ridged with x hole x orientation],1,6538b
Black,Technic Axle and Pin Connector Angled #1,4,32013
Black,Technic Axle and Pin Connector Angled #2 - 180°,1,32034
Black,Technic Axle and Pin Connector Angled #4 - 135°,4,32192
Black,Technic Axle and Pin Connector Perpendicular,4,6536
Black,Technic Axle and Pin Connector Perpendicular Double Split,1,41678
Black,Technic Ball Joint,2,32474
Black,Technic Beam 1 x 11 Thick,2,32525
Black,Technic Beam 1 x 2 Thin,6,41677
Black,Technic Beam 1 x 3 Thick,3,32523
Black,Technic Gear 24 Tooth [New Style with Single Axle Hole],2,3648
Black,Technic Pin Double with Axle Hole,1,32138
Black,Technic Pin Long with Friction Ridges Lengthwise,3,6558
Black,Technic Pin with Friction and Slots,24,2780
Black,Technic Wedge Belt Wheel Tyre,2,70162
Black,Technic Wedge Belt Wheel [aka Pulley],2,4185
Black,Tyre 30 x 10.5 Offset Tread,2,2346
Black,Wheel with Split Axle hole,2,3482
Blue,"Technic Axle Connector 2 x 3 with Ball Socket, Open Sides",2,32174
Blue,Technic Axle Pin with Friction Ridges Lengthwise,11,43093
Blue,Technic Connector 3 x 4 1/2 x 2 1/3 with Pin,2,32576
Blue,Technic Pin Connector Perpendicular 2 x 2 Bent,2,44809
Brown,Hose Soft Axle 14,2,32201
Brown,"Hose, Ribbed 7mm D. 13L",2,78c13
Brown,"Hose, Ribbed 7mm D. 18L",2,78c18
Brown,Technic Axle and Pin Connector Perpendicular Double,1,32291
Brown,Technic Beam 1 x 15 Thick,3,32278
Brown,Technic Beam 1 x 3 Thick,2,32523
Brown,Technic Beam 1 x 5 Thick,2,32316
Brown,Technic Pole Reverser Handle,6,6553
Dark Gray,Bionicle Rahkshi Torso Lower Section,2,44135
Dark Gray,Bionicle Toa Leg,2,32482
Dark Gray,Technic Axle 3 with Stud,4,6587
Dark Gray,Technic Axle Connector [Ridged with x hole x orientation],2,6538b
Dark Gray,Technic Axle and Pin Connector Perpendicular 3L with Centre Pin Hole,2,32184
Dark Gray,Technic Axle and Pin Connector Perpendicular Double,6,32291
Dark Gray,Technic Beam 1 x 15 Thick,2,32278
Dark Gray,Technic Figure Robot Arm,2,32476
Dark Orange,"Hose, Ribbed 7mm D. 24L",2,78c24
Dark Orange,"Technic Axle Connector 2 x 3 with Ball Socket, Open Sides",6,32174
Dark Orange,Technic Axle Connector with Axle Hole,2,32039
Dark Orange,Technic Axle and Pin Connector Angled #1,1,32013
Dark Orange,Technic Axle and Pin Connector Angled #5 - 112.5°,6,32015
Dark Orange,Technic Tooth 1 x 3 with Axlehole,6,41669
Flat Silver,Bionicle Matoran Kolhii Ball,1,44812
Flat Silver,Bionicle Matoran Kolhii Stick,1,44811
Flat Silver,Bionicle Rahkshi Back Cover with Groove,1,44140
Flat Silver,Bionicle Weapon 5 x 5 Shield with Wrench Toothed,2,44936
Light Gray,Bionicle Head Connector Block (Tohunga),1,32579
Light Gray,Technic Axle 3,7,4519
Light Gray,Technic Axle 5,2,32073
Light Gray,Technic Axle 7,1,44294
Light Gray,Technic Bush,3,3713
Light Gray,Technic Bush 1/2 Smooth,6,4265c
Light Gray,Technic Gear 12 Tooth Double Bevel,1,32270
Light Gray,Technic Pin 1/2,4,4274
Medium Blue,Bionicle Mask Pakari,1,32566
Pearl Light Gray,Sports Hockey Skate,1,44847
Red,Bionicle Ball Joint 4 x 4 x 2 90 Degree with 2 Ball Joints and Axle hole,2,41670
Red,"Bionicle Matoran Back, Beam 4 x 4 x 2",1,44137
Red,"Bionicle Matoran Torso, Gear 9 Tooth with 3 Axle Holes and 2 Pin Holes",1,44810
Red,"Technic Axle Connector 2 x 3 with Ball Socket, Open Sides",2,32174
Tan,Technic Axle Pin without Friction Ridges Lengthwise,10,3749
