color,part,quantity,part_id
Black,Brick 1 x 4,1,3010
Black,Brick 1 x 6,1,3009
Black,Brick 1 x 8,1,3008
Black,Brick Round Corner 2 x 2 [Macaroni],2,3063
Black,"Hose, Classic 4mm D. 12L",4,x467c12
Black,Plate 1 x 2,2,3023
Black,Plate 1 x 3,18,3623
Black,Plate 1 x 4,8,3710
Black,Plate 1 x 6,6,3666
Black,Plate 1 x 8,7,3460
Black,Plate 2 x 10,2,3832
Black,Plate 2 x 2,2,3022
Black,Plate 2 x 3,1,3021
Black,Plate 2 x 4,5,3020
Black,Plate 2 x 8,5,3034
Black,Plate 4 x 4,2,3031
Black,Plate 6 x 8,4,3036
Black,Rubber Band Medium (Square Cross Section),1,x264
Black,Slope 45º 2 x 1,4,3040b
Black,Technic Axle 10,2,3737
Black,Technic Axle 12,2,3708
Black,Technic Axle 2,4,3704
Black,Technic Axle 4,4,3705
Black,Technic Axle 6,5,3706
Black,Technic Axle 8,6,3707
Black,Technic Brick 1 x 12 with Holes,4,3895
Black,Technic Brick 1 x 16 with Holes,10,3703
Black,Technic Brick 1 x 2 [1 Hole],16,3700
Black,Technic Brick 1 x 4 [3 Holes],2,3701
Black,Technic Brick 1 x 6 [5 Holes],2,3894
Black,Technic Brick 1 x 8 [7 Holes],7,3702
Black,"Turntable 2 x 2 Plate, Complete Assembly with Light Gray Top",6,3680c01
Black,Tyre 24 x 43 Technic,2,3740
Blue,Plate 1 x 2,1,3023
Blue,Plate 1 x 4,2,3710
Blue,Plate 1 x 8,2,3460
Blue,Plate 2 x 10,2,3832
Blue,Plate 2 x 6,1,3795
Blue,Tap 1 x 2 Base with Light Gray Spout,4,69c01
Blue,Technic Brick 1 x 2 [1 Hole],1,3700
Blue,Technic Brick 1 x 6 [5 Holes],2,3894
Light Bluish Gray,Plate 1 x 3,12,3623
Light Bluish Gray,Plate 1 x 8,4,3460
Light Bluish Gray,Plate 2 x 2,2,3022
Light Bluish Gray,Plate 2 x 3,4,3021
Light Bluish Gray,Plate 4 x 10,2,3030
Light Bluish Gray,Technic Axle Pin without Friction Ridges Lengthwise,2,3749
Light Bluish Gray,Technic Axle and Pin Connector,12,3651
Light Bluish Gray,Technic Bush,16,3713
Light Bluish Gray,Technic Engine Piston Square 2 x 2 - Old,4,3652
Light Bluish Gray,Technic Gear 14 Tooth Bevel,4,4143
Light Bluish Gray,Technic Gear 24 Tooth [Old Style - Three axle holes],5,3648a
Light Bluish Gray,Technic Gear 8 Tooth,6,3647
Light Bluish Gray,Technic Gear Rack 1 x 4,5,3743
Light Bluish Gray,Technic Universal Joint 4L [Complete Assembly],3,9244
Light Bluish Gray,Technic Wedge Belt Wheel [aka Pulley],1,4185
Light Bluish Gray,"Technic, Gear Differential (Old Style, 28 Teeth)",1,73071
Light Bluish Gray,"Technic, Pin without Friction Ridges Lengthwise",29,3673
Light Bluish Gray,"Technic, Steering Pulley Large",1,3736
Light Bluish Gray,Tile 1 x 2 with Groove,4,3069b
Light Bluish Gray,Tile 2 x 2 with Groove,4,3068b
Light Bluish Gray,Wheel 24 x 43 Technic,4,3739
Red,Plate 1 x 3,4,3623
Red,Plate 1 x 4,2,3710
Red,Plate 1 x 6,2,3666
Red,Plate 1 x 8,4,3460
Red,Plate 2 x 4,2,3020
Red,Plate 2 x 6,3,3795
Red,Plate 4 x 4,2,3031
Red,Plate 4 x 6,4,3032
Red,Plate 6 x 6,2,3958
Red,Slope Inverted 45º 2 x 2,4,3660
Red,Technic Brick 1 x 4 [3 Holes],4,3701
Red,Technic Brick 1 x 6 [5 Holes],4,3894
Yellow,Brick 2 x 8,2,3007
Yellow,Brick Round 2 x 2,4,3941
Yellow,Plate 1 x 2,4,3023
Yellow,Plate Round 2 x 2 with Axle Hole,1,4032
