color,part,quantity,part_id
Black,Electric Sound Siren 9V 2 x 2 x 1 1/3 with Two Town Police Noises,1,4774c01
Black,Flexible Hose 8.5L [Tabless Ends Tube Coloured],2,73590c01a
Black,Hips and Legs [Complete Assembly],1,970c00
Black,Plate 2 x 10,1,3832
Black,Plate 2 x 2,1,3022
Black,Plate 2 x 6,2,3795
Black,Plate 2 x 8,1,3034
Black,Plate Special 1 x 1 with Clip Vertical [Thick U Clip],2,4085c
Black,Plate Special 1 x 2 with Ladder,1,4175
Black,Plate Special 2 x 2 with Wheel Holders,3,4600
Black,String Reel 2 x 4 x 2 Drum,1,4210
Black,Torso Fire Uniform Five Button Print / Black Arms / Yellow Hands,1,973p21c01
Black,Tyre Offset Tread Medium,6,4084
Blue,"Vehicle, Steering Column 1 x 2 with Black Steering Wheel",1,3829c01
Light Gray,Brick Round 1 x 1 Open Stud,2,3062b
Light Gray,Minifig Simple Hose Nozzle with 35L Black String,1,16542
Light Gray,Tap 1 x 1,1,4599
Red,Brick 1 x 2,2,3004
Red,Brick 1 x 4,3,3010
Red,Brick 2 x 4,2,3001
Red,Brick Special 1 x 1 with Headlight,3,4070
Red,Hinge Vehicle Roof 4 x 4,1,4213
Red,Hinge Vehicle Roof Holder 1 x 4 x 2,1,4214
Red,Mudguard 2 x 4 [Studded],1,3788
Red,Plate 1 x 1,4,3024
Red,Plate 1 x 2,8,3023
Red,Plate 1 x 3,2,3623
Red,Plate 1 x 4,3,3710
Red,Plate 1 x 6,2,3666
Red,Plate 2 x 2,2,3022
Red,Plate 2 x 4,1,3020
Red,Plate Special 1 x 2 with 1 Stud [aka Jumper],1,3794
Red,Slope 33º 3 x 2,1,3298
Red,Slope 45° 2 x 3,2,3038
Red,Slope Inverted 45º 2 x 1,2,3665
Red,String Reel 2 x 4 x 2 Holder,1,4209
Red,"Turntable 2 x 2 Plate, Complete Assembly with Light Gray Top",1,3680c01
Red,Vehicle Base 4 x 5,1,4211
Trans-Dark Blue,Light Bulb Cover,2,4773
Trans-Dark Blue,Plate 1 x 1,2,3024
Trans-Light Blue,Windscreen 2 x 4 x 2,1,3823
Trans-Red,Plate 1 x 1,2,3024
Trans-Yellow,Plate 1 x 1,2,3024
White,Electric 9V Battery Box Small [Complete Assembly],1,4760c01
White,Light Brick 1 x 4 [Two Bulbs],1,4771
White,Minifig Fire Helmet,1,3834
White,Wheel 8mm D. x 6mm,6,4624
Yellow,Minifig Head Standard Grin Print - Solid Stud,1,3626ap01
Yellow,Plate 2 x 4,1,3020
