color,part,quantity,part_id
Black,Plate Round 2 x 2 with Axle Hole,1,4032
Black,Tyre 17 x 43,4,3634
Blue,Bracket 8 x 2 x 1 1/3,2,4732
Blue,Brick 1 x 2,3,3004
Blue,Brick 1 x 4,3,3010
Blue,Brick Round 2 x 2,1,3941
Blue,Brick Special 1 x 1 with Headlight,2,4070
Blue,Cockpit Space Nose with Silver and Black V Print,1,2336p35
Blue,Hinge Tile 1 x 4,1,4625
Blue,Hinge Vehicle Roof 4 x 4,1,4213
Blue,Hinge Vehicle Roof Holder 1 x 4,1,4315
Blue,Plate 1 x 2,3,3023
Blue,Plate 1 x 3,6,3623
Blue,Plate 1 x 4,2,3710
Blue,Plate 2 x 2,1,3022
Blue,Plate 2 x 4,1,3020
Blue,Plate 4 x 8,1,3035
Blue,Slope 33º 3 x 2,1,3298
Blue,Tail 4 x 1 x 3,2,2340
Blue,Technic Brick 1 x 4 [3 Holes],2,3701
Blue,Tile 1 x 2 with Groove,4,3069b
Blue,Tile 1 x 2 with Space Computer Print,1,3069bp25
Light Gray,Minifig Control Panel,1,2342
Light Gray,Plate 2 x 3,1,3021
Light Gray,Plate Special 1 x 1 Clip Light [Thick Ring],2,4081b
Light Gray,Technic Axle Pin without Friction Ridges Lengthwise,4,3749
Light Gray,Technic Brick 1 x 2 [1 Hole],2,3700
Light Gray,Wheel with Split Axle hole,4,3482
Trans-Red,Cone 1 x 1 [No Top Groove],3,4589
Trans-Yellow,Panel 1 x 4 x 3 - Solid Studs,2,4215a
Trans-Yellow,Windscreen 6 x 4 x 2 Canopy,1,4474
White,Bracket 2 x 2 - 2 x 2,1,3956
White,Cone 4 x 4 x 2 [Axle Hole],1,3943b
Yellow,Hips and Legs [Complete Assembly],1,970c00
Yellow,Minifig Airtanks,1,3838
Yellow,Minifig Head Standard Grin Print - Solid Stud,1,3626ap01
Yellow,Minifig Helmet Classic with Thick Chin Guard and Visor Dimples,1,3842b
Yellow,Torso Space Classic Moon Print / Yellow Arms / Yellow Hands,1,973p90c04
