color,part,quantity,part_id
Black,Brick Round 2 x 2,1,3941
Black,Plate 1 x 2,2,3023
Black,Plate 1 x 4,2,3710
Black,Plate 2 x 2,2,3022
Black,Plate 2 x 3,2,3021
Black,Plate 4 x 10,1,3030
Black,Plate Round 2 x 2 with Axle Hole,3,4032
Black,Plate Round 2 x 2 with Rounded Bottom [Boat Stud],3,2654
Black,Plate Special 2 x 2 with Pin Hole,2,2444
Black,String Cord Medium Thickness 200cm,1,x77cc200
Black,Technic Axle 10,4,3737
Black,Technic Axle 12,3,3708
Black,Technic Axle 4,28,3705
Black,Technic Axle 6,9,3706
Black,Technic Axle 8,2,3707
Black,Technic Axle and Pin Connector Angled #1,6,32013
Black,Technic Axle and Pin Connector Angled #2 - 180°,3,32034
Black,Technic Axle and Pin Connector Perpendicular,34,6536
Black,Technic Beam 1 x 11.5 Double Bent Thick,2,32009
Black,Technic Beam 1 x 13 Thick,11,41239
Black,Technic Beam 1 x 15 Thick,5,32278
Black,Technic Beam 1 x 3 Thick,16,32523
Black,Technic Beam 1 x 3 with 2 Axle Holes and Pin / Crank,6,33299
Black,Technic Beam 1 x 4 Thin,10,32449
Black,Technic Beam 1 x 5 Thick,6,32316
Black,Technic Beam 1 x 9 Bent (6 - 4) Thick,8,6629
Black,Technic Beam 3 x 3 L-Shape Thin,6,32056
Black,Technic Beam 3 x 3 T-Shape Thick,6,60484
Black,Technic Beam 3 x 5 L-Shape Thick,8,32526
Black,Technic Brick 1 x 2 with Axle Hole [X Opening],2,32064b
Black,Technic Gear 12 Tooth Double Bevel,12,32270
Black,Technic Gear Rack 1 x 13 with Axle and Pin Holes,1,64781
Black,Technic Pin Connector Round [Slotted],4,62462
Black,Technic Pin Double with Axle Hole,2,32138
Black,Technic Pin with Friction and Slots,285,2780
Black,Technic Steering Wheel Large,1,2741
Black,"Technic, Axle Connector Double Flexible (Rubber)",1,45590
Black,"Technic, Pin Connector Block 1 x 5 x 3",2,32333
Black,"Technic, Pin Long with Friction Ridges Lengthwise and Stop Bush",4,32054
Black,Tile 1 x 2 Grill with Bottom Groove,6,2412b
Black,Tyre 62.4 x 20,8,32019
Blue,Technic Axle Pin with Friction Ridges Lengthwise,99,43093
Blue,Technic Beam 3 x 5 L-Shape Thick,4,32526
Blue,Technic Pin 1/2,2,4274
Blue,Technic Pin Long with Friction Ridges Lengthwise,125,6558
Dark Bluish Gray,Technic Axle 3 with Stud,6,6587
Dark Bluish Gray,Technic Axle 5.5 With Stop,8,32209
Dark Bluish Gray,Technic Axle 8 with Stop,3,55013
Dark Bluish Gray,Technic Axle and Pin Connector Block 4 x 3 x 2 1/2 [Linear Actuator Holder],5,61904
Dark Bluish Gray,Technic Beam 1 x 2 Thick with Pin Hole and Axle Hole,5,60483
Dark Bluish Gray,Technic Engine Crankshaft Center,3,2854
Dark Bluish Gray,Technic Gear 24 Tooth [New Style with Single Axle Hole],1,3648
Dark Bluish Gray,Technic Gear 8 Tooth,2,3647
Dark Bluish Gray,Technic Pin 3/4,4,32002
Dark Bluish Gray,"Technic Turntable Large Type 2, Complete Assembly with Black Outside Gear Section",1,50163
Dark Bluish Gray,"Technic, Gear 16 Tooth with Clutch",10,6542
Dark Bluish Gray,"Technic, Gear Differential with inner Tabs, 28 Bevel Teeth",1,62821
Light Bluish Gray,9V Battery Box [Orange Polarity Switch / Dark Bluish Gray Hatches],1,58119
Light Bluish Gray,9V XL Motor 6 x 6 x 6 [Dark Bluish Gray Bottom / 20cm Wire],1,58121
Light Bluish Gray,Dish 2 x 2 Inverted [Radar],1,4740
Light Bluish Gray,Electric Power Functions Pole Reverser with DkStone Bottom Polarity Switch,1,61929
Light Bluish Gray,Technic Axle 3,41,4519
Light Bluish Gray,Technic Axle 5,15,32073
Light Bluish Gray,Technic Axle 7,4,44294
Light Bluish Gray,Technic Axle 9,2,60485
Light Bluish Gray,Technic Axle Connector [Smooth X hole + orientation],17,6538c
Light Bluish Gray,Technic Axle Connector with Axle Hole,4,32039
Light Bluish Gray,Technic Axle and Pin Connector Perpendicular 3L with Centre Pin Hole,20,32184
Light Bluish Gray,Technic Axle and Pin Connector Perpendicular Triple,4,63869
Light Bluish Gray,Technic Beam 1 x 11 Thick,7,32525
Light Bluish Gray,Technic Beam 1 x 11.5 Double Bent Thick,2,32009
Light Bluish Gray,Technic Beam 1 x 13 Thick,8,41239
Light Bluish Gray,Technic Beam 1 x 15 Thick,17,32278
Light Bluish Gray,Technic Beam 1 x 2 Thick,2,43857
Light Bluish Gray,Technic Beam 1 x 5 Thick,11,32316
Light Bluish Gray,Technic Beam 1 x 6 Thin,2,32063
Light Bluish Gray,Technic Beam 1 x 7 Thick,12,32524
Light Bluish Gray,Technic Beam 1 x 9 Thick,12,40490
Light Bluish Gray,Technic Beam 2 x 4 L-Shape Thick,27,32140
Light Bluish Gray,Technic Beam 3 x 5 L-Shape with Quarter Ellipse Thin,8,32250
Light Bluish Gray,Technic Beam 5 x 11 Open Center Frame Thick,3,64178
Light Bluish Gray,Technic Beam 5 x 7 Open Center Thick,5,64179
Light Bluish Gray,Technic Brick 1 x 2 [2 Holes],4,32000
Light Bluish Gray,Technic Bush,42,3713
Light Bluish Gray,Technic Bush 1/2 Smooth,47,4265c
Light Bluish Gray,Technic Engine Connecting Rod,8,2852
Light Bluish Gray,Technic Engine Cylinder,8,2850
Light Bluish Gray,Technic Gear 16 Tooth with Round Holes [Old Style],13,4019
Light Bluish Gray,Technic Linear Actuator [Dark Bluish Gray Ends],2,61927
Light Bluish Gray,Technic Pin Connector Perpendicular 3L with 4 Pins,19,48989
Light Bluish Gray,Technic Universal Joint 3L [Complete Assembly],2,61903
Light Bluish Gray,"Technic, Gear Worm Screw",1,4716
Light Bluish Gray,"Technic, Pin Long with Friction Ridges Lengthwise and Stop Bush",6,32054
Light Bluish Gray,"Technic, Pin without Friction Ridges Lengthwise",1,3673
Light Bluish Gray,Wheel 62.4 x 20 with Short Axle Hub,8,86652
Pearl Light Gray,Technic Beam Rotor 3 Blade Thin,1,44374
Red,Plate Special 2 x 2 with 2 Pin Holes,4,2817
Red,Technic Axle 2 Notched,23,32062
Red,Technic Axle and Pin Connector Angled #1,4,32013
Red,Technic Axle and Pin Connector Angled #2 - 180°,7,32034
Red,Technic Axle and Pin Connector Perpendicular,4,6536
Red,Technic Axle and Pin Connector Perpendicular 3L with 2 Pin Holes,23,42003
Red,Technic Beam 1 x 11 Thick,3,32525
Red,Technic Beam 1 x 13 Thick,5,41239
Red,Technic Beam 1 x 15 Thick,6,32278
Red,Technic Beam 1 x 2 Thick,2,43857
Red,Technic Beam 1 x 2 Thin,4,41677
Red,Technic Beam 1 x 4 Thin with Stud Connector,12,2825
Red,Technic Beam 1 x 5 Thick,7,32316
Red,Technic Beam 1 x 7 Thick,2,32524
Red,Technic Beam 1 x 9 Thick,3,40490
Red,Technic Beam 2 x 4 L-Shape Thick,2,32140
Red,Technic Beam 3 x 5 L-Shape Thick,11,32526
Red,Technic Bush,4,3713
Red,Technic Changeover Catch,2,6641
Red,Technic Driving Ring,3,6539
Red,"Technic Fairing #17 Large Smooth, Side A",1,64392
Red,"Technic Fairing #18 Large Smooth, Side B",1,64682
Red,Technic Panel 1 x 5 x 11,2,64782
Red,Technic Panel Curved 11 x 3,5,62531
Red,"Technic Panel Fairing # 5 Long Smooth, Side A",1,64681
Red,"Technic Panel Fairing # 6 Long Smooth, Side B",1,64393
Red,Technic Pin Connector Round [Slotted],3,62462
Red,"Technic, Panel Fairing # 3 Small Smooth Long, Side A",1,64683
Red,"Technic, Panel Fairing # 4 Small Smooth Long, Side B",1,64391
Red,"Technic, Pin Long with Friction Ridges Lengthwise and Stop Bush",32,32054
Tan,Technic Axle Connector [Ridged with x hole x orientation],2,6538b
Tan,Technic Axle Pin without Friction Ridges Lengthwise,4,3749
Tan,Technic Gear 12 Tooth Bevel,7,6589
Tan,Technic Gear 20 Tooth Double Bevel,2,32269
Tan,Technic Pin Long without Friction Ridges,1,32556
Trans-Clear,Plate 1 x 2,6,3023
Trans-Clear,Plate Round 2 x 2 with Rounded Bottom [Boat Stud],3,2654
Trans-Clear,Slope 30º 1 x 1 x 2/3 [aka Cheese Slope],2,50746
Trans-Orange,Slope 30º 1 x 1 x 2/3 [aka Cheese Slope],2,50746
Trans-Red,Plate 1 x 2,2,3023
Trans-Yellow,Brick Round 2 x 2,2,3941
Trans-Yellow,Plate Round 1 x 1 Straight Side,1,4073
White,Technic Gear 24 Tooth Clutch,2,60c01
Yellow,Technic Axle and Pin Connector Perpendicular,7,6536
Yellow,Technic Beam 1 x 11.5 Double Bent Thick,6,32009
Yellow,Technic Beam 1 x 13 Thick,2,41239
Yellow,Technic Beam 1 x 15 Thick,2,32278
Yellow,Technic Beam 1 x 3 Thick,3,32523
Yellow,Technic Beam 1 x 4 Thin,2,32449
Yellow,Technic Beam 1 x 5 Thick,4,32316
Yellow,Technic Beam 1 x 7 Thick,2,32524
Yellow,Technic Beam 1 x 9 Thick,2,40490
Yellow,Technic Beam 2 x 4 L-Shape Thick,2,32140
Yellow,Technic Beam 3 x 5 L-Shape Thick,6,32526
Yellow,Technic Engine Crankshaft,2,2853
Yellow,Technic Engine Piston Round,8,2851
Yellow,Technic Knob Wheel,2,32072
Yellow,Technic Panel Curved 11 x 3,4,62531
Yellow,Technic Reel 3 x 2,1,32012
