color,part,quantity,part_id
Black,Bar 6L with Stop Ring,1,63965
Black,Brick 1 x 8,2,3008
Black,Brick 2 x 4,2,3001
Black,Brick Round 1 x 1 Open Stud,4,3062b
Black,Brick Round 2 x 2,1,3941
Black,Brick Special 1 x 1 with Stud on 1 Side,6,87087
Black,Door 1 x 4 x 6 Barred [Stud Handle],1,60621
Black,Door 1 x 8 x 12 Castle Gate [Portcullis],1,89513
Black,Door Frame 1 x 4 x 6 Type 2,1,60596
Black,Hinge Brick 1 x 2 Locking with 1 Finger Vertical End,1,30364
Black,Minifig Halberd,2,3848
Black,Minifig Lance,4,3849
Black,Plate Special 1 x 2 Side Handle [Free Ends],2,2540
Black,Slope 33º 3 x 1,2,4286
Black,Technic Axle 10,1,3737
Black,Technic Axle 4,2,3705
Black,Technic Axle 8,1,3707
Black,Technic Pin Connector Plate 1 x 2 x 1 2/3 [Two Holes On Top],4,32530
Black,Technic Pin with Friction and Slots,18,2780
Black,"Turntable 2 x 2 Plate, Complete Assembly with Light Bluish Gray Top",2,3680c02
Black,"Turntable 4 x 4 Square Base, Locking",1,61485
Blue,Technic Axle Pin with Friction Ridges Lengthwise,2,43093
Chrome Gold,Minifig Sword [Greatsword Round],1,59
Dark Bluish Gray,Bar 1L with Clip [Cut Edges &amp; One Side Hole],2,48729b
Dark Bluish Gray,Brick 1 x 1,14,3005
Dark Bluish Gray,Brick 1 x 1 with Clip Vertical,4,60475
Dark Bluish Gray,Brick 1 x 2,2,3004
Dark Bluish Gray,Brick 1 x 4,1,3010
Dark Bluish Gray,Brick 2 x 2,2,3003
Dark Bluish Gray,Brick Special 1 x 2 with Vertical Clip,2,30237
Dark Bluish Gray,Brick Special 2 x 2 with Grooves and Axle Hole,6,90258
Dark Bluish Gray,"Brick, Modified 1 x 2 x 5 with Groove",6,88393
Dark Bluish Gray,BrickSpecial 1 x 4 with 4 Studs on One Side,1,30414
Dark Bluish Gray,Hinge Cylinder 1 x 2 Locking with 2 Click Fingers and Axle Hole,1,30553
Dark Bluish Gray,Minifig Chain 16L [Complete],2,60169
Dark Bluish Gray,Minifig Pike [4 Side Blades],2,43899
Dark Bluish Gray,Plate 1 x 2,7,3023
Dark Bluish Gray,Plate 1 x 4,6,3710
Dark Bluish Gray,Plate 1 x 8,4,3460
Dark Bluish Gray,Plate 2 x 10,2,3832
Dark Bluish Gray,Plate 2 x 4,2,3020
Dark Bluish Gray,Plate 2 x 6,1,3795
Dark Bluish Gray,Plate 4 x 10,4,3030
Dark Bluish Gray,Plate 4 x 4,2,3031
Dark Bluish Gray,Plate 4 x 6,4,3032
Dark Bluish Gray,Plate 6 x 6,2,3958
Dark Bluish Gray,Plate 8 x 8,4,41539
Dark Bluish Gray,Plate Special 10 x 10 Octagonal with Hole,2,89523
Dark Bluish Gray,Slope 30º 1 x 2 x 2/3,10,85984
Dark Bluish Gray,Slope 45º 2 x 2,2,3039
Dark Bluish Gray,Slope 65° 2 x 2 x 2 with Bottom Tube,9,3678b
Dark Bluish Gray,Slope 75° 2 x 2 x 3,2,3684
Dark Bluish Gray,Slope 75º 2 x 1 x 3 [Undetermined Type],18,4460
Dark Bluish Gray,Technic Axle Connector [Smooth X hole + orientation],4,6538c
Dark Bluish Gray,Technic Brick 1 x 2 [1 Hole],38,3700
Dark Bluish Gray,Tile 1 x 2 with Groove,1,3069b
Dark Bluish Gray,Tile 1 x 3,8,63864
Dark Bluish Gray,Tile 1 x 8,3,4162
Dark Brown,Minifig Telescope,12,64644
Dark Brown,Plate Special 1 x 4 with Hole and Bucket [Catapult],2,88289
Dark Tan,Technic Axle 3 with Stud,2,6587
Flat Silver,Minifig Spiked Flail,1,59232
Green,Plate 2 x 8,1,3034
Green,Plate 4 x 10,4,3030
Green,Plate 4 x 12,2,3029
Green,Plate 8 x 8,2,41539
Green,Plate Special 10 x 10 Octagonal with Hole,2,89523
Light Bluish Gray,Arch 1 x 5 x 4,2,2339
Light Bluish Gray,Brick 1 x 1,64,3005
Light Bluish Gray,Brick 1 x 1 x 5,2,2453
Light Bluish Gray,Brick 1 x 10,5,6111
Light Bluish Gray,Brick 1 x 2,73,3004
Light Bluish Gray,Brick 1 x 2 x 2 with Inside Stud Holder,17,3245c
Light Bluish Gray,Brick 1 x 2 x 5,12,2454
Light Bluish Gray,Brick 1 x 3,18,3622
Light Bluish Gray,Brick 1 x 4,15,3010
Light Bluish Gray,Brick 1 x 6,24,3009
Light Bluish Gray,Brick 1 x 8,7,3008
Light Bluish Gray,Brick 2 x 2,1,3003
Light Bluish Gray,Brick 2 x 2 Corner,36,2357
Light Bluish Gray,Brick 2 x 2 x 3,3,30145
Light Bluish Gray,Brick 2 x 3,2,3002
Light Bluish Gray,Brick 2 x 6,7,2456
Light Bluish Gray,Brick Arch 1 x 12 x 3,1,6108
Light Bluish Gray,Brick Arch 1 x 4,2,3659
Light Bluish Gray,Brick Arch 1 x 6 x 2,6,3307
Light Bluish Gray,Brick Arch 1 x 8 x 2,3,3308
Light Bluish Gray,Brick Special 1 x 2 with Handle,1,30236
Light Bluish Gray,Brick Special 1 x 2 with Vertical Clip,12,30237
Light Bluish Gray,Brick Special 2 x 2 with Pin and Axle Hole,2,6232
Light Bluish Gray,Brick Special 2 x 3 x 3 with Cutout and Lion Head,1,30274
Light Bluish Gray,Facet 3 x 3,12,2462
Light Bluish Gray,Minifig Shield - Ovoid with Gold Lion on Red/White Quarters Print,1,91023
Light Bluish Gray,Minifig Shield - Triangular with Dragon on Medium Dark Flesh / Tan Quarters Print,1,91057
Light Bluish Gray,Minifig Shield - Triangular with Gold Lion on Red/White Quarters Print,6,91054
Light Bluish Gray,Panel 1 x 4 x 5 with Arched Window,16,60808
Light Bluish Gray,Panel 3 x 3 x 6 Corner Wall without Bottom Indentations,6,87421
Light Bluish Gray,Plate 1 x 4,2,3710
Light Bluish Gray,"Plate, Round 4 x 4 with Pin Hole",1,60474
Light Bluish Gray,Rat,1,40234
Light Bluish Gray,Slope 45º 2 x 1,12,3040b
Light Bluish Gray,Slope 45º 2 x 4,4,3037
Light Bluish Gray,Slope Inverted 45Â° 4 x 2 Double with Pins,1,30390
Light Bluish Gray,Technic Brick 1 x 12 with Holes,1,3895
Light Bluish Gray,"Technic, Pin without Friction Ridges Lengthwise",2,3673
Light Bluish Gray,Window 1 x 2 x 2 Castle,6,90195
