color,part,quantity,part_id
Black,Brick Round Corner 4 x 4 Full Brick,4,2577
Black,"Brick, Round Corner 10 x 10 with Slope 33° Edge, Axle Hole, Facet Cutout",2,58846
Black,Hinge Brick 1 x 2 Locking with 2 Fingers Horizontal End,2,30540
Black,Hinge Plate 1 x 2 Locking with 1 Finger On End,4,44301
Black,Minifig Disc 2 x 2 Launcher 2 x 3 x 4 2/3,1,53990
Black,Plate 1 x 4,3,3710
Black,Plate 1 x 6,2,3666
Black,Plate 2 x 2,2,3022
Black,Plate 2 x 6,1,3795
Black,Plate 3 x 6 Cut Corners,1,2419
Black,Plate 4 x 6,1,3032
Black,Plate Special 1 x 2 with 1 Stud [aka Jumper],2,3794
Black,Plate Special 1 x 2 with Handles [Flat Ends / Low Attachment],1,3839b
Black,Slope 30º 1 x 1 x 2/3 [aka Cheese Slope],2,50746
Black,Slope 33º 3 x 1,2,4286
Black,Slope Curved 3 x 1 No Studs,2,50950
Black,Technic Axle 6,2,3706
Black,Technic Axle Connector with Axle Hole,2,32039
Black,Technic Axle and Pin Connector Perpendicular 3L with 2 Pin Holes,1,42003
Black,Technic Beam 1 x 5 Thick,2,32316
Black,Technic Brick 1 x 14 [13 Holes],4,32018
Black,Technic Brick 1 x 2 [2 Holes],2,32000
Black,Technic Brick 6 x 8 Open Centre,1,40345
Black,"Technic Fairing # 5 Small Short, Large Hole, Side A",1,32527
Black,"Technic Fairing # 6 Small Short, Large Hole, Side B",1,32528
Black,Technic Pin Long with Friction Ridges Lengthwise,6,6558
Black,Technic Pin with Friction and Slots,12,2780
Black,Technic Rotation Joint Ball Loop with Two Perpendicular Pins with Friction,2,47455
Black,"Technic, Axle Connector Double Flexible (Rubber)",2,45590
Black,Tile 2 x 2 Round,2,4150
Black,Tile 2 x 2 with Groove,1,3068b
Black,Wedge 3 x 2 Left,1,6565
Black,Wedge 3 x 2 Right,1,6564
Black,Wedge Plate 3 x 2 Left,1,43723
Black,Wedge Plate 3 x 2 Right,1,43722
Blue,Brick 2 x 2,2,3003
Blue,Technic Axle Pin with Friction Ridges Lengthwise,4,43093
Blue,Technic Pin 1/2,10,4274
Blue,Tile 2 x 2 with Groove,2,3068b
Dark Bluish Gray,Bracket 1 x 2 - 2 x 2,2,44728
Dark Bluish Gray,Brick Special 1 x 1 with Studs on 2 Sides,2,47905
Dark Bluish Gray,"Brick, Round 1 x 1 with Fins",3,4588
Dark Bluish Gray,Hinge Brick 1 x 2 Locking with 1 Finger Vertical End,2,30364
Dark Bluish Gray,Plate 1 x 2,3,3023
Dark Bluish Gray,Plate 2 x 12,5,2445
Dark Bluish Gray,Slope Inverted 33º 3 x 2 [Connections between Studs],1,3747b
Dark Bluish Gray,Technic Axle 3 with Stud,4,6587
Dark Bluish Gray,Technic Brick 1 x 2 with Axle Hole [X Opening],1,32064b
Dark Bluish Gray,Technic Brick Special 2 x 2 with 10.2mm Ball and Axle Hole,2,57909
Dark Bluish Gray,Technic Brick Special 2 x 2 with Ball Receptacle and Axle Hole,1,57910
Dark Bluish Gray,"Technic Brick Special 2 x 2 with Pin Hole, Rotation Joint Ball Half [Horizontal Top]",2,48170
