color,part,quantity,part_id
Black,Minifig Halberd,1,3848
Black,Minifig Helmet Castle with Neck Protector,1,3844
Black,Minifig Mallet / Large Hammer,1,4522
Black,Plate 1 x 1,8,3024
Black,Plate 1 x 2,4,3023
Black,Plate 1 x 3,2,3623
Black,Plate 1 x 4,1,3710
Black,Plate 1 x 6,4,3666
Black,Plate 2 x 3,2,3021
Black,Plate 4 x 4,1,3031
Black,Slope 45° 2 x 2 Double Convex,2,3045
Black,Slope 45º 2 x 1 Triple,1,3048
Black,Tile 1 x 1 with Groove,2,3070b
Blue,Flag 4 x 1 Wave,1,4495
Blue,Hips and Legs [Complete Assembly],1,970c00
Dark Gray,Minifig Sword [Shortsword] - Shiny Solid Smooth ABS,1,3847a
Green,Flag 4 x 1 Wave,1,4495
Green,Plate 2 x 6,1,3795
Green,Plate 6 x 6,1,3958
Light Gray,Antenna 1 x 4,2,3957
Light Gray,Brick Round 1 x 1 Open Stud,2,3062b
Light Gray,"Minifig Shield - Triangular with Lion Standing Yellow, and Blue Background Print",1,3846p4h
Red,Brick 1 x 1,2,3005
Red,Brick 1 x 2,4,3004
Red,Panel 1 x 2 x 1 [Square Corners],2,4865a
Red,Panel 3 x 3 x 6 Corner Wall with Black Lines Print,2,2345p01
Red,Plate 1 x 1,2,3024
Red,Plate 1 x 2,3,3023
Red,Plate 1 x 3,2,3623
Red,Slope 45° 2 x 2 Double Convex,2,3045
Red,Slope 45º 2 x 1 Triple,1,3048
Red,Tile 1 x 2 with Groove,1,3069b
Red,Torso Castle Crusaders Crossed Axe Shield Print / Blue Arms / Yellow Hands,1,973p42c01
Yellow,Brick 1 x 1,2,3005
Yellow,Brick 1 x 2,8,3004
Yellow,Brick Round 1 x 1 Open Stud,7,3062b
Yellow,Brick Special 1 x 1 with Headlight,1,4070
Yellow,Minifig Head Standard Grin Print - Solid Stud,1,3626ap01
Yellow,Plate 1 x 1,2,3024
Yellow,Plate 1 x 2,3,3023
Yellow,Plate 1 x 3,2,3623
Yellow,Plate Special 1 x 1 with Clip Vertical [Thick U Clip],2,4085c
Yellow,Plate Special 1 x 2 with Arm Up [Horizontal Arm 6mm],1,4623
