color,part,quantity,part_id
Black,Bionicle Weapon 5 x 5 Shield with Triple Blasters,1,41662
Black,"Electric, Spybotics Serial Cable",1,4232sc
Black,"Hose, Ribbed 7mm D. 10L",1,78c10
Black,Plate Round 1 x 1 Straight Side,2,4073
Black,Rubber Band [Square Cross Section],4,x88
Black,Technic Axle 12,1,3708
Black,Technic Axle 2 Notched,22,32062
Black,Technic Axle 3,5,4519
Black,Technic Axle 4,4,3705
Black,Technic Axle 5,1,32073
Black,Technic Axle 5.5 With Stop,6,32209
Black,Technic Axle 6,2,3706
Black,Technic Axle Connector [Ridged with x hole x orientation],1,6538b
Black,Technic Axle Connector with Axle Hole,3,32039
Black,Technic Axle Pin with Friction Ridges Lengthwise,8,43093
Black,Technic Axle and Pin Connector Angled #1,2,32013
Black,Technic Axle and Pin Connector Angled #3 - 157.5°,1,32016
Black,Technic Axle and Pin Connector Angled #5 - 112.5°,1,32015
Black,Technic Axle and Pin Connector Angled #6 - 90°,1,32014
Black,Technic Axle and Pin Connector Perpendicular,6,6536
Black,Technic Axle and Pin Connector Perpendicular 3L with Centre Pin Hole,1,32184
Black,Technic Beam 1 x 11 Thick,2,32525
Black,Technic Beam 1 x 2 Thin,4,41677
Black,Technic Beam 3 x 5 L-Shape Thick,2,32526
Black,Technic Bush,2,3713
Black,Technic Gear 12 Tooth Bevel,6,6589
Black,Technic Gear 12 Tooth Double Bevel,8,32270
Black,Technic Gear 20 Tooth Double Bevel,1,32269
Black,Technic Pin Connector Round [No Slot],1,75535
Black,Technic Pin Long with Friction Ridges Lengthwise,4,6558
Black,Technic Pin with Friction Ridges Lengthwise and Towball,1,6628
Black,Technic Pin with Friction and Slots,11,2780
Black,"Technic, Gear 24 Tooth Crown with Reinforcements [New Style]",4,3650b
Black,"Technic, Gear 36 Tooth Double Bevel",6,32498
Black,Tyre Smooth Small Wide Slick,18,30028
Blue,Technic Rubber Belt 26mm Diameter,1,85545
Dark Gray,Band &amp; Belt Holder 2 x 4 x 2 1/3 [Nnenn],1,41752
Dark Gray,Band &amp; Belt Holder 2 x 6 x 2 1/3,1,41753
Dark Gray,Technic Pin 3/4,9,32002
Flat Silver,"Hose, Ribbed 7mm D. 2L",1,78c02
Flat Silver,"Hose, Ribbed 7mm D. 7L / 5.6cm",1,78c07
Flat Silver,"Hose, Rigid 3mm D. 18L / 14.4cm",2,75c18
Light Gray,Technic Axle Pin without Friction Ridges Lengthwise,6,3749
Light Gray,Technic Bush 1/2 Smooth,39,4265c
Light Gray,Technic Pin 1/2,3,4274
Pearl Light Gray,Cone 1 x 1 [No Top Groove],2,4589
Pearl Light Gray,Technic Axle and Pin Connector Angled #1,6,32013
Pearl Light Gray,Technic Axle and Pin Connector Perpendicular 3L with Centre Pin Hole,2,32184
Pearl Light Gray,Technic Beam 1 x 3 with 2 Axle Holes and Pin / Crank,2,33299
Pearl Light Gray,Technic Beam 3 x 5 L-Shape Thick,2,32526
Pearl Light Gray,Technic Beam Rotor 3 Blade Thin,12,44374
Pearl Light Gray,Technic Rotation Joint Socket with 3L Thick Beam,1,41681
Pearl Light Gray,Technic Tooth 1 x 3 with Axlehole,1,41669
Royal Blue,Spybotics CD-ROM,1,4177936
Trans-Clear,"Electric, Fiber Optics Cable 5L",2,x165c05
Trans-Clear,"Electric, Fiber Optics Cable Wide 12L (Spybotics)",2,x400c12
Trans-Dark Blue,Spybotics Module,1,4232
Trans-Dark Blue,Spybotics Remote Control,1,4232rc
Trans-Dark Blue,Technic Tooth 1 x 3 with Axlehole,2,41669
