color,part,quantity,part_id
Black,Brick Round 1 x 1 Open Stud,5,3062b
Black,Hinge Plate 2 x 4 with Articulated Joint - Female,1,3640
Black,Hinge Plate 2 x 4 with Articulated Joint - Male,1,3639
Black,Plate 2 x 2,1,3022
Black,Plate Special 1 x 1 Clip Light [Thick Ring],2,4081b
Black,Plate Special 1 x 2 with Handles [Flat Ends / Low Attachment],1,3839b
Black,Technic Axle 6,2,3706
Black,Tyre 30 x 10.5 Offset Tread,4,2346
Black,"Vehicle, Digger Bucket Arm, Small - 2 x 6 x 2",1,3314
Light Gray,Technic Bush 1/2 Toothed Type II [X Opening],4,4265b
Trans-Clear,Windscreen 2 x 4 x 2,1,3823
Trans-Red,Plate Round 1 x 1 Straight Side,2,4073
Trans-Yellow,Plate 1 x 1,2,3024
Unknown,Minifig,1,pln076
Yellow,Brick 1 x 2,1,3004
Yellow,"Brick, Modified 1 x 2 with Digger Bucket Arm Holder",1,3317
Yellow,Hinge Vehicle Roof 4 x 4,1,4213
Yellow,Hinge Vehicle Roof Holder 1 x 4 x 2,1,4214
Yellow,Plate 1 x 2,3,3023
Yellow,Plate 1 x 4,4,3710
Yellow,Plate 2 x 2,2,3022
Yellow,Plate 2 x 3,1,3021
Yellow,Plate Special 1 x 2 with Ladder,1,4175
Yellow,Slope 33º 3 x 2,1,3298
Yellow,Slope 45º 2 x 2,2,3039
Yellow,Slope Inverted 33º 3 x 1,2,4287
Yellow,Slope Inverted 45° 4 x 2 Double,2,4871
Yellow,Slope Inverted 45º 2 x 1,2,3665
Yellow,Technic Brick 1 x 2 [1 Hole],4,3700
Yellow,"Vehicle, Digger Bucket 7 Teeth 3 x 6",1,2347
Yellow,"Vehicle, Steering Column 1 x 2 with Black Steering Wheel",1,3829c01
Yellow,Wheel with Split Axle hole,4,3482
