color,part,quantity,part_id
Black,Plate 1 x 2,2,3023
Black,Technic Axle 10,1,3737
Black,Technic Axle 4,2,3705
Black,Technic Axle 6,4,3706
Black,Technic Axle 8,4,3707
Black,Technic Link Tread,80,3873
Light Bluish Gray,Technic Axle Pin without Friction Ridges Lengthwise,4,3749
Light Bluish Gray,Technic Axle and Pin Connector,10,3651
Light Bluish Gray,Technic Bush,11,3713
Light Bluish Gray,Technic Gear 24 Tooth [Old Style - Three axle holes],1,3648a
Light Bluish Gray,Technic Gear 8 Tooth,3,3647
Light Bluish Gray,Technic Gear Rack 1 x 4,6,3743
Light Bluish Gray,"Technic, Gear 40 Tooth",4,3649
Light Bluish Gray,"Technic, Pin without Friction Ridges Lengthwise",25,3673
Light Bluish Gray,"Technic, Steering Pulley Large",1,3736
Trans-Clear,Plate 1 x 2,2,3023
Trans-Red,Brick Round 1 x 1 Open Stud,1,3062b
Trans-Red,Plate 1 x 1,2,3024
Yellow,Brick 1 x 2,4,3004
Yellow,Brick 1 x 4,2,3010
Yellow,Brick 1 x 6,1,3009
Yellow,Plate 1 x 4,6,3710
Yellow,Plate 1 x 8,4,3460
Yellow,Plate 2 x 2,2,3022
Yellow,Plate 2 x 4,4,3020
Yellow,Plate 2 x 6,4,3795
Yellow,Plate 4 x 10,2,3030
Yellow,Plate 4 x 12,2,3029
Yellow,Plate 4 x 6,2,3032
Yellow,Technic Brick 1 x 12 with Holes,2,3895
Yellow,Technic Brick 1 x 16 with Holes,6,3703
Yellow,Technic Brick 1 x 2 [1 Hole],4,3700
Yellow,Technic Brick 1 x 4 [3 Holes],2,3701
Yellow,Technic Brick 1 x 6 [5 Holes],7,3894
Yellow,Technic Brick 1 x 8 [7 Holes],4,3702
Yellow,Tile 2 x 2 with Groove,1,3068b
Yellow,"Vehicle, Tipper End Flat with Pins",2,3145
