color,part,quantity,part_id
Black,Brick Round 1 x 1 Open Stud,1,3062b
Black,Hinge Plate 1 x 2 with 2 Fingers and Hollow Studs,1,4276b
Black,Hinge Plate 1 x 2 with 3 Fingers and Hollow Studs,3,4275b
Black,Hinge Tile 1 x 2 1/2 with 2 Fingers on Top,1,4531
Black,Lever Small Base with Black Lever,1,298c02
Black,Plate 2 x 3,2,3021
Black,Plate 2 x 8,1,3034
Black,Plate Special 1 x 2 with 1 Stud [aka Jumper],2,3794
Black,Plate Special 2 x 2 with Wheels Red,2,122c01
Black,Tile 1 x 2 with Groove,2,3069b
Black,Tile 2 x 2 with Groove,1,3068b
Black,"Turntable 2 x 2 Plate, Complete Assembly with Light Gray Top",1,3680c01
Black,Tyre Offset Tread Medium,4,4084
Blue,Hips and Legs [Complete Assembly],1,970c00
Light Gray,Plate 1 x 2,1,3023
Light Gray,Plate Special 1 x 2 with 1 Stud [aka Jumper],1,3794
Red,Minifig Construction Helmet,1,3833
Trans-Light Blue,Glass for Hinge Car Roof 4 x 4 Sunroof [No Ridges],1,2348a
Trans-Light Blue,Windscreen 2 x 4 x 2,1,3823
Trans-Red,Plate 1 x 1,2,3024
White,Hinge Vehicle Roof 4 x 4 Sunroof,1,2349
White,Hinge Vehicle Roof Holder 1 x 4 x 2,1,4214
White,Lever Small Base with Black Lever,1,298c02
White,Plate 1 x 4,1,3710
White,Torso Overalls Blue Print (Dungarees) / White Arms / Yellow Hands,1,973pb201c01
Yellow,Brick 1 x 1,2,3005
Yellow,Brick 2 x 4,1,3001
Yellow,Door 1 x 3 x 1 Left,1,3822
Yellow,Door 1 x 3 x 1 Right,1,3821
Yellow,"Hinge Bucket 2 x 3 Curved Bottom, Hollow, with 2 Fingers",1,4626
Yellow,Minifig Head Standard Grin Print - Solid Stud,1,3626ap01
Yellow,Plate 1 x 2,3,3023
Yellow,Plate 1 x 4,5,3710
Yellow,Plate 2 x 4,2,3020
Yellow,Plate 2 x 8,2,3034
Yellow,Slope 45 2 x 2 with Black Grill Print,1,3039p05
Yellow,Slope 45º 2 x 1,2,3040b
Yellow,Tile 2 x 2 with Groove,1,3068b
