color,part,quantity,part_id
Black,Bar 1 x 3 [Clip / Anti-Stud],2,4735
Black,Bracket 5 x 2 x 2 1/3,2,6087
Black,Brick 1 x 6,4,3009
Black,Brick 2 x 4,1,3001
Black,Brick Round 2 x 2,8,3941
Black,Brick Special 1 x 1 with Headlight,2,4070
Black,BrickSpecial 1 x 4 with 4 Studs on One Side,2,30414
Black,Hips and Legs [Complete Assembly],1,970c00
Black,Hips and Legs [Complete Assembly],1,970c00
Black,Minifig Helmet - Standard with White 'X' Print,1,2446pr0005
Black,Minifig Seat 2 x 2,2,4079
Black,Minifig Visor For Standard Helmet,1,2447
Black,Panel 1 x 4 x 1,2,30413
Black,Plate 1 x 1 - Horizontal Clip,2,6019
Black,Plate 1 x 10,2,4477
Black,Plate 1 x 2,5,3023
Black,Plate 1 x 2 [Side Handle Closed Ends],5,48336
Black,Plate 1 x 3,6,3623
Black,Plate 1 x 8,2,3460
Black,Plate 2 x 2 Corner,4,2420
Black,Plate 2 x 4,3,3020
Black,Plate 2 x 6,1,3795
Black,Plate 2 x 8 [7 Holes],2,3738
Black,Plate 6 x 8,5,3036
Black,Plate Round 1 x 1 Straight Side,4,4073
Black,Slope Curved 4 x 1 No Studs,4,61678
Black,Slope Curved 6 x 2,1,44126
Black,Technic Axle 10,4,3737
Black,Technic Axle 4,5,3705
Black,Technic Axle 8,2,3707
Black,Technic Axle Connector [Smooth X hole + orientation],1,6538c
Black,Technic Axle Connector with Axle Hole,2,32039
Black,Technic Brick 1 x 16 with Holes,4,3703
Black,Technic Pin with Friction and Slots,10,2780
Black,Technic Slope Long,2,2744
Black,"Technic, Pin Long with Friction Ridges Lengthwise and Stop Bush",1,32054
Black,Tile 1 x 2 Grill with Bottom Groove,6,2412b
Black,Tile Special 1 x 2 with Handle,2,2432
Black,Torso Speed Racer Tweed Vest with Striped Tie Print / Black Arms / Light Flesh Hands,1,973pr1413c01
Black,Torso Speed Racer White X and Belt Print / Black Arms / Black Hands,1,973pr1391c01
Black,"Turntable 2 x 2 Plate, Base",1,3680
Black,Tyre 24 x 14 Shallow Tread [Tread Small Hub],4,30648
Black,Tyre 37 x 22 ZR,8,55978
Black,"Wheel 30.4 x 14 with Axle Hole, Fake Bolts and Shallow Spokes",4,55982
Black,"Wheel 30.4mm D. x 20mm without Pinholes, with Reinforced Rim",8,56145
Dark Blue,Hips and Legs [Complete Assembly],1,970c00
Dark Blue,Torso Speed Racer Cardigan Ripped with White Undershirt Print / Dark Blue Arms / Light Flesh Hands,1,973pr1414c01
Dark Blue,Torso Speed Racer Dark Bluish Gray Pinstriped Waistcoat and Red Tie Print / Dark Blue Arms / Light Flesh Hands,1,973pr1415c01
Dark Bluish Gray,Brick 1 x 2,3,3004
Dark Bluish Gray,Brick 1 x 2 with Pin,2,2458
Dark Bluish Gray,Plate 2 x 2,6,3022
Dark Bluish Gray,Plate 6 x 6,1,3958
Dark Bluish Gray,Slope 45º 2 x 2,1,3039
Dark Bluish Gray,Technic Axle 5.5 With Stop,1,32209
Dark Bluish Gray,Technic Brick 1 x 12 with Holes,2,3895
Dark Bluish Gray,Technic Brick 1 x 4 [3 Holes],5,3701
Dark Bluish Gray,Technic Competition Cannon Flat Bottom [Complete Assembly],1,57796
Flat Silver,Wheel Cover 7 Spoke - 18mm D. - for Wheel 55982,4,62359
Light Bluish Gray,"Competition Arrow, Beam Shaft with Hollow Black Rubber Tip",1,57028c01
Light Bluish Gray,Plate 1 x 4,2,3710
Light Bluish Gray,Plate 1 x 6,4,3666
Light Bluish Gray,Plate 2 x 6 [5 Holes],1,32001
Light Bluish Gray,Plate Special 2 x 4 with Pins,1,30157
Light Bluish Gray,Slope 45º 2 x 2,2,3039
Light Bluish Gray,Technic Beam 1 x 3 Thin,2,6632
Light Bluish Gray,Technic Bush 1/2 Smooth,6,4265c
Light Bluish Gray,Technic Pin 1/2,4,4274
Light Bluish Gray,Technic Pole Reverser Handle,1,6553
Light Bluish Gray,Tile 1 x 6,3,6636
Light Bluish Gray,"Turntable 2 x 2 Plate, Top",1,3679
Light Flesh,"Minifig Head - Black Eyebrows and Hair, Forehead Lines, Frown Print",1,3626bpr0529
Light Flesh,"Minifig Head - Black and Red Bangs, Black Eyebrows, Mouth Open to Side Print",1,3626bpr0527
Light Flesh,"Minifig Head - Brown Hair, Eyebrows, Red Lips Print",1,3626bpr0531
Light Flesh,"Minifig Head - Eyebrows, White Pupils and Chin Dimple Print",1,3626bpr0472
Pearl Light Gray,Plate Special 1 x 4 with Angled Tubes,3,61072
Red,Bracket 1 x 2 - 2 x 2,4,44728
Red,Brick 1 x 2,9,3004
Red,Brick 1 x 4,1,3010
Red,Brick 1 x 6,1,3009
