color,part,quantity,part_id
Black,Minifig Hair Female,1,4530
Black,Plate 2 x 10,1,3832
Black,Plate 2 x 2,2,3022
Black,Plate 2 x 4,1,3020
Black,Plate 2 x 8,2,3034
Black,"Turntable 2 x 2 Plate, Complete Assembly with Light Gray Top",1,3680c01
Black,Tyre Offset Tread Small,2,3641
Blue,Hips and Legs [Complete Assembly],1,970c00
Blue,Torso Plain / Blue Arms / Yellow Hands,1,973c07
Light Gray,Plate Special 2 x 2 with Wheel Holders,1,4600
Light Gray,Wheel 8mm D. x 6mm,2,4624
Red,Brick 1 x 1,2,3005
Red,Brick 1 x 2,2,3004
Red,Plate 1 x 2,3,3023
Red,Plate 1 x 4,2,3710
Red,Plate 1 x 6,2,3666
Red,Plate 2 x 2,1,3022
Red,Slope 45º 2 x 1,2,3040b
Red,Slope 45º 2 x 2,3,3039
Red,Slope Inverted 45º 2 x 1,4,3665
Red,Slope Inverted 45º 2 x 2,2,3660
Trans-Clear,Windscreen 2 x 4 x 2,1,3823
White,Brick Round 1 x 1 Open Stud,2,3062b
Yellow,Brick Special 1 x 1 with Headlight,2,4070
Yellow,Hinge Plate 1 x 2 with 2 Fingers and Hollow Studs,2,4276b
Yellow,Hinge Plate 1 x 2 with 3 Fingers and Hollow Studs,2,4275b
Yellow,Minifig Head Standard Grin Print - Solid Stud,1,3626ap01
Yellow,Plate 1 x 4,2,3710
Yellow,Plate 2 x 4,2,3020
Yellow,Plate 2 x 6,1,3795
