color,part,quantity,part_id
Black,Brick 1 x 1,2,3005
Black,Brick 1 x 2,1,3004
Black,"Brick, Modified 2 x 4 with Wheels Holder Old, Clear Bottom",1,7049b
Black,Slope 45º 2 x 1,2,3040b
Black,Tyre Offset Tread,4,3483
Blue,Brick 1 x 1,4,3005
Blue,Brick 1 x 4,2,3010
Blue,Brick 2 x 3,2,3002
Blue,Plate 1 x 3,2,3623
Blue,Plate 1 x 4,2,3710
Blue,Plate 1 x 6,2,3666
Blue,Plate 1 x 8,1,3460
Blue,Plate 2 x 8,1,3034
Blue,Plate 4 x 10,1,3030
Red,Brick 1 x 4,1,3010
Red,Brick 2 x 4,2,3001
Red,Fence 1 x 4 x 1,1,3633
Red,Motor Wind-Up 4 x 10 x 3 Key,1,4234
Red,Plate 2 x 2,1,3022
Red,Slope 33º 3 x 2,1,3298
Red,Slope 33º 3 x 4,2,3297
Red,Slope 45º 2 x 2,1,3039
Red,Slope Inverted 33° 3 x 2 No Connections between Studs,1,3747a
Red,Slope Inverted 45º 2 x 2,1,3660
Red,Wheel Old with 4 Studs,2,7039
Red,Windup Motor 1980s,1,384
Trans-Clear,Windscreen 2 x 4 x 2,1,3823
