color,part,quantity,part_id
Black,Technic Axle 10,1,3737
Black,Technic Axle 4,12,3705
Black,Technic Axle 8,2,3707
Black,Technic Axle and Pin Connector Angled #2 - 180°,7,32034
Black,Technic Beam 1 x 15 Thick,4,32278
Black,Technic Beam 1 x 4 Thin,4,32449
Black,Technic Beam 1 x 5 Thick,8,32316
Black,Technic Beam 1 x 6 Thin,4,32063
Black,Technic Beam 1 x 9 Thick,1,40490
Black,Technic Beam 3 x 5 L-Shape Thick,2,32526
Black,Technic Gear 12 Tooth Double Bevel,2,32270
Black,Technic Pin Connector Perpendicular Long,1,32557
Black,Technic Pin Long with Friction Ridges Lengthwise,14,6558
Black,Technic Pin with Friction and Slots,30,2780
Black,Technic Pin with Friction and Slots,1,2780
Black,Technic Pin with Friction and Slots,1,2780
Blue,Technic Axle Pin with Friction Ridges Lengthwise,22,43093
Blue,Technic Beam 1 x 2 Thin,8,41677
Blue,Tile 1 x 2 with Groove,1,3069b
Dark Bluish Gray,Technic Axle 3 with Stud,2,6587
Dark Bluish Gray,Technic Axle 5.5 With Stop,2,32209
Dark Bluish Gray,Technic Axle 8 with Stop,1,55013
Dark Bluish Gray,Technic Link Tread Wide with Two Pin Holes,72,57518
Dark Bluish Gray,Technic Pin 3/4,4,32002
Light Bluish Gray,9V Battery Box [Orange Polarity Switch / Dark Bluish Gray Hatches],1,58119
Light Bluish Gray,9V IR Receiver 4 x 4 x 4 [Dark Bluish Gray Bottom],2,58123
Light Bluish Gray,9V Medium Motor 3 x 6 x 3 [Dark Bluish Gray Bottom / 21cm Wire],1,58120
Light Bluish Gray,9V XL Motor 6 x 6 x 6 [Dark Bluish Gray Bottom / 20cm Wire],2,58121
Light Bluish Gray,Power Functions 9V IR Remote Control [Dark Bluish Gray Bottom Hatch],1,58122
Light Bluish Gray,Technic Axle 3,3,4519
Light Bluish Gray,Technic Axle 5,12,32073
Light Bluish Gray,Technic Axle 7,4,44294
Light Bluish Gray,Technic Axle Connector [Ridged with x hole x orientation],9,6538b
Light Bluish Gray,Technic Axle and Pin Connector Perpendicular,7,6536
Light Bluish Gray,Technic Axle and Pin Connector Perpendicular 3L with Centre Pin Hole,8,32184
Light Bluish Gray,Technic Beam 1 x 7 Thick,1,32524
Light Bluish Gray,Technic Beam 3 x 3 L-Shape Thin,4,32056
Light Bluish Gray,Technic Bush,14,3713
Light Bluish Gray,Technic Bush 1/2 Smooth,12,4265c
Light Bluish Gray,Technic Gear 12 Tooth Bevel,8,6589
Light Bluish Gray,Technic Gear 20 Tooth Double Bevel,2,32269
Light Bluish Gray,Technic Gear 24 Tooth [Old Style - Three axle holes],1,3648a
Light Bluish Gray,Technic Gear 8 Tooth,1,3647
Light Bluish Gray,Technic Pin Connector Perpendicular 3L with 4 Pins,2,48989
Light Bluish Gray,"Technic, Gear Worm Screw",1,4716
Light Bluish Gray,"Technic, Pin Long with Friction Ridges Lengthwise and Stop Bush",6,32054
Light Bluish Gray,"Technic, Pin without Friction Ridges Lengthwise",2,3673
Light Bluish Gray,Wheel 11 x 8 mm [Centre Groove],4,42610
Red,Technic Axle 2 Notched,4,32062
Red,"Technic, Pin Long with Friction Ridges Lengthwise and Stop Bush",4,32054
Red,Tile 1 x 2 with Groove,1,3069b
Tan,Technic Axle Pin without Friction Ridges Lengthwise,6,3749
White,Technic Gear 24 Tooth Clutch,1,60c01
Yellow,Technic Axle and Pin Connector Perpendicular,3,6536
Yellow,Technic Axle and Pin Connector Perpendicular 3L with 2 Pin Holes,6,42003
Yellow,Technic Beam 1 x 15 Thick,6,32278
Yellow,Technic Beam 1 x 3 Thick,4,32523
Yellow,Technic Beam 1 x 5 Thick,2,32316
Yellow,Technic Beam 1 x 5 Thick,2,32316
Yellow,Technic Beam 1 x 7 Thick,2,32524
Yellow,Technic Beam 1 x 9 Bent (6 - 4) Thick,6,6629
Yellow,Technic Beam 1 x 9 Thick,5,40490
Yellow,Technic Beam 2 x 4 L-Shape Thick,2,32140
Yellow,Technic Beam Triangle Thin [Type I],12,2905
Yellow,Technic Tread Sprocket Wheel Large,4,57519
