color,part,quantity,part_id
Black,Technic Axle 12,2,3708
Black,Technic Axle 2 Notched,11,32062
Black,Technic Axle 4,1,3705
Black,Technic Axle 6,4,3706
Black,Technic Axle 8,3,3707
Black,Technic Axle Connector with Axle Hole,5,32039
Black,Technic Axle and Pin Connector Angled #2 - 180°,1,32034
Black,Technic Axle and Pin Connector Angled #5 - 112.5°,6,32015
Black,Technic Axle and Pin Connector Perpendicular,3,6536
Black,Technic Axle and Pin Connector Perpendicular 3L with 2 Pin Holes,2,42003
Black,Technic Beam 1 x 11.5 Double Bent Thick,2,32009
Black,Technic Beam 1 x 15 Thick,4,32278
Black,Technic Beam 1 x 3 Thick,2,32523
Black,Technic Beam 1 x 4 Thin,2,32449
Black,Technic Beam 1 x 5 Thick,4,32316
Black,Technic Beam 1 x 9 Thick,1,40490
Black,Technic Beam 2 x 4 L-Shape Thick,4,32140
Black,Technic Beam 3 x 3 L-Shape Thin,2,32056
Black,Technic Beam Triangle Thin [Type I],2,2905
Black,Technic Pin Double with Axle Hole,2,32138
Black,Technic Pin Long with Friction Ridges Lengthwise,7,6558
Black,Technic Pin with Friction Ridges Lengthwise and Towball,2,6628
Black,Technic Pin with Friction and Slots,27,2780
Black,Technic Pole Reverser Handle,1,6553
Black,Tyre 30.4 x 14 VR,4,6578
Blue,Technic Axle Pin with Friction Ridges Lengthwise,10,43093
Dark Bluish Gray,Band &amp; Belt Holder 2 x 6 x 2 1/3,1,41753
Dark Bluish Gray,Technic Beam 1 x 3 Thick,1,32523
Dark Bluish Gray,Technic Beam 1 x 4 Thin with Stud Connector,2,2825
Dark Bluish Gray,Technic Beam 1 x 5 Thin,8,32017
Dark Bluish Gray,Technic Beam 1 x 7 Bent (4 - 4) Thick,2,32348
Dark Bluish Gray,Technic Beam 3 x 5 L-Shape Thick,1,32526
Dark Bluish Gray,Technic Steering Yoke,1,40001
Flat Silver,Hose Soft Axle 7,2,32580
Flat Silver,"Hose, Ribbed 7mm D. 6L",2,78c06
Flat Silver,"Hose, Ribbed 7mm D. 8L",1,78c08
Glow In Dark Trans,Technic Tooth 1 x 3 with Axlehole,2,41669
Light Bluish Gray,Technic Axle 3,15,4519
Light Bluish Gray,Technic Axle 5,4,32073
Light Bluish Gray,Technic Axle 7,1,44294
Light Bluish Gray,Technic Axle and Pin Connector Angled #5 - 112.5°,6,32015
Light Bluish Gray,Technic Axle and Pin Connector Perpendicular 3L with Centre Pin Hole,2,32184
Light Bluish Gray,Technic Bush,11,3713
Light Bluish Gray,Technic Bush 1/2 Smooth,6,4265c
Light Bluish Gray,Technic Gear 12 Tooth Bevel,4,6589
Light Bluish Gray,Technic Pin Long without Friction Ridges,10,32556
Light Bluish Gray,Wheel 30.4 x 14 VR,4,2994
Pearl Light Gray,Bionicle Weapon 5 x 5 Shield with 3 Top Fins,1,41664
Pearl Light Gray,Bionicle Weapon 5 x 5 Shield with Dual Round Prongs,1,41663
Pearl Light Gray,Technic Tooth 1 x 3 with Axlehole,4,41669
Red,Technic Axle Connector with Axle Hole,2,32039
Red,Technic Axle and Pin Connector Angled #1,4,32013
Red,Technic Axle and Pin Connector Perpendicular 3L with Centre Pin Hole,1,32184
Red,Technic Axle and Pin Connector Perpendicular Double,6,32291
Red,Technic Beam 1 x 11 Thick,3,32525
Red,Technic Beam 1 x 2 Thin,12,41677
Red,Technic Beam 1 x 4 Thin,4,32449
Red,Technic Beam 3 x 3 L-Shape with Quarter Ellipse Thin,2,32249
Red,Technic Beam 3 x 5 L-Shape Thick,2,32526
Red,Technic Beam 3 x 5 L-Shape with Quarter Ellipse Thin,2,32250
Red,"Technic Fairing #24 Small Short, Small Hole, Side B",2,47712
Red,"Technic Fairing #25 Small Short, Small Hole, Side A",2,47713
Red,Technic Rubber Belt 24mm Diameter,2,85544
Red,"Technic, Pin Long with Friction Ridges Lengthwise and Stop Bush",4,32054
