color,part,quantity,part_id
Black,String Cord Thin 100cm,2,x77ac100
Black,Technic Axle 4,4,3705
Black,Technic Axle 6,3,3706
Black,Technic Axle 8,3,3707
Black,Technic Chain Link,104,3711
Black,Tyre Offset Tread,8,3483
Blue,Plate 1 x 2,2,3023
Blue,Plate 1 x 4,2,3710
Blue,Plate 1 x 6,1,3666
Blue,Plate 2 x 4,1,3020
Blue,Technic Brick 1 x 16 with Holes,4,3703
Blue,Technic Brick 1 x 8 [7 Holes],4,3702
Light Gray,Technic Axle Pin without Friction Ridges Lengthwise,2,3749
Light Gray,Technic Bush,11,3713
Light Gray,Technic Gear 24 Tooth [Old Style - Three axle holes],5,3648a
Light Gray,Technic Gear 8 Tooth,4,3647
Light Gray,Technic Gear Rack 1 x 4,17,3743
Light Gray,"Technic, Pin without Friction Ridges Lengthwise",11,3673
Light Gray,Wheel with Split Axle hole,8,3482
Red,Brick 1 x 2,2,3004
Red,Brick 2 x 8,2,3007
Red,Plate 1 x 2,4,3023
Red,Plate 1 x 8,8,3460
Red,Plate 2 x 2,2,3022
Red,Plate 2 x 3,2,3021
Red,Plate 2 x 6,1,3795
Red,Plate 2 x 8,5,3034
Red,Plate 2 x 8 [7 Holes],8,3738
Red,Technic Brick 1 x 16 with Holes,8,3703
Red,Technic Brick 1 x 2 [1 Hole],6,3700
Red,Technic Brick 1 x 4 [3 Holes],4,3701
Yellow,Brick 1 x 2,2,3004
Yellow,Brick 1 x 4,2,3010
Yellow,Brick 1 x 6,2,3009
Yellow,Plate 1 x 2,2,3023
Yellow,Plate 1 x 8,2,3460
Yellow,Plate 4 x 6,3,3032
Yellow,Technic Brick 1 x 4 [3 Holes],5,3701
Yellow,Technic Brick 1 x 8 [7 Holes],2,3702
