color,part,quantity,part_id
Black,Plate Special 2 x 2 with Wheel Holders,2,4600
Black,Tyre Offset Tread Small Wide [Centre Band],4,87697
Dark Bluish Gray,Fence 1 x 4 x 1,2,3633
Dark Bluish Gray,Plate 4 x 8,1,3035
Green,Brick 1 x 4,2,3010
Green,Plate 2 x 3,2,3021
Green,Plate 2 x 4,4,3020
Green,Plate Special 1 x 2 with 1 Stud [aka Jumper],1,3794
Light Bluish Gray,Brick 2 x 6,1,2456
Light Bluish Gray,Slope Inverted 45º 2 x 2,1,3660
Light Bluish Gray,Wheel 11.5mm D. x 12mm [Hole Notched for Wheel Snap Pin],4,6014b
Lime,Plate 2 x 4,1,3020
Reddish Brown,Plate 2 x 3,1,3021
Tan,Brick 1 x 2,4,3004
Tan,Brick Special 1 x 1 with Headlight,4,4070
Tan,Slope 45º 2 x 1,4,3040b
Tan,"Window 1 x 2 x 2 Plane, Single Hole Top and Bottom for Glass",2,60032
Trans-Clear,Windscreen 2 x 4 x 2,1,3823
Trans-Red,Plate Round 1 x 1 Straight Side,2,4073
Trans-Yellow,Plate Round 1 x 1 Straight Side,2,4073
White,Tile 1 x 2 Grill with Bottom Groove,1,2412b
White,"Vehicle, Steering Column 1 x 2 with Black Steering Wheel",1,3829c01
Yellow,Slope 30º 1 x 1 x 2/3 [aka Cheese Slope],1,50746
