color,part,quantity,part_id
Black,Brick 1 x 10,1,6111
Black,Brick 1 x 6,2,3009
Black,Plate 1 x 2,4,3023
Black,Plate 1 x 4,2,3710
Black,Plate 2 x 2,8,3022
Black,Plate 2 x 2 Corner,2,2420
Black,Plate 2 x 4,1,3020
Black,Plate Round 1 x 1 Straight Side,2,4073
Black,Rubber Band Medium (Square Cross Section),4,x264
Black,Slope 33º 3 x 1,2,4286
Black,Technic Axle 2 Notched,8,32062
Black,Technic Axle 4,6,3705
Black,Technic Axle 6,2,3706
Black,Technic Axle 8,1,3707
Black,Technic Axle Connector with Axle Hole,1,32039
Black,Technic Pin Long with Friction Ridges Lengthwise,2,6558
Black,Technic Pin with Friction Ridges Lengthwise and Towball,2,6628
Black,Technic Pin with Friction and Slots,7,2780
Black,Tyre with Centre Groove [Tightrope Guide Wheel],1,44799
Blue,Brick 1 x 2,5,3004
Blue,Brick 1 x 4,1,3010
Blue,Brick 2 x 2,5,3003
Blue,Brick 2 x 3,2,3002
Blue,Brick Special 1 x 1 with Headlight,2,4070
Blue,Hinge Plate 1 x 4 Swivel Upper / Lower [Complete Assembly],2,2429c01
Blue,Plate 1 x 10,2,4477
Blue,Plate 2 x 6,2,3795
Blue,Plate Special 3 x 2 with Hole,1,3176
Blue,Slope 18º 4 x 2,2,30363
Blue,Slope 33º 3 x 2,2,3298
Blue,Slope 45º 2 x 1,2,3040b
Blue,Slope 45º 2 x 2,1,3039
Blue,Slope Inverted 33º 3 x 1,2,4287
Blue,Slope Inverted 33º 3 x 2 [Connections between Studs],2,3747b
Blue,Slope Inverted 45º 2 x 1,2,3665
Blue,Slope Inverted 45º 2 x 2,5,3660
Blue,Technic Axle Pin with Friction Ridges Lengthwise,8,43093
Blue,Technic Axle and Pin Connector Angled #6 - 90°,4,32014
Blue,Technic Brick 1 x 10 [9 Holes],2,2730
Blue,Technic Brick 1 x 2 with Axle Hole [X Opening],7,32064b
Blue,Technic Brick 1 x 4 [3 Holes],4,3701
Blue,Technic Brick 1 x 6 [5 Holes],4,3894
Blue,Tile 1 x 2 Grill with Bottom Groove,2,2412b
Blue,Wedge Plate 8 x 4 Wing Left,1,3933
Blue,Wedge Plate 8 x 4 Wing Right,1,3934
Dark Gray,Band &amp; Belt Holder 2 x 6 x 2 1/3,1,41753
Dark Gray,Technic Axle 3 with Stud,2,6587
Dark Gray,Technic Axle and Pin Connector Perpendicular,2,6536
Light Gray,Technic Axle 3,4,4519
Light Gray,Technic Bush,4,3713
Light Gray,Technic Connector Toggle Joint Smooth,4,32126
Light Gray,Technic Gear 12 Tooth Double Bevel,2,32270
Light Gray,Technic Gear 24 Tooth [Old Style - Three axle holes],1,3648a
Light Gray,Technic Pin Long without Friction Ridges,4,32556
Light Gray,"Technic, Gear 40 Tooth",1,3649
Light Gray,"Technic, Pin without Friction Ridges Lengthwise",3,3673
Medium Blue,Plate 1 x 2,6,3023
Medium Blue,Plate 1 x 6,4,3666
Medium Blue,Plate 2 x 2 Corner,2,2420
Medium Blue,Plate 2 x 4,6,3020
Medium Blue,Plate 2 x 6,2,3795
Medium Blue,Plate 2 x 8,1,3034
Medium Blue,Technic Axle and Pin Connector Angled #3 - 157.5°,4,32016
Medium Blue,Technic Beam 1 x 2 Thin,2,41677
Medium Blue,Technic Brick 1 x 2 [1 Hole],2,3700
Medium Blue,Tile 2 x 2 with Groove,1,3068b
Medium Blue,Wedge 6 x 2 Inverted Left,2,41765
Medium Blue,Wedge 6 x 2 Inverted Right,2,41764
Red,"String, Cord Thick",1,x77b
Tan,Technic Axle Pin without Friction Ridges Lengthwise,2,3749
White,Lever Small Base with Black Lever,3,298c02
White,Plate 1 x 1,4,3024
White,Plate 1 x 3,2,3623
White,Plate 2 x 3,3,3021
White,Plate Round 1 x 1 Straight Side,2,4073
White,Plate Round 2 x 2 with Axle Hole,2,4032
White,Technic Axle and Pin Connector Angled #1,1,32013
White,Technic Axle and Pin Connector Angled #2 - 180°,4,32034
White,Wheel with Split Axle hole,1,3482
Yellow,Bionicle Claw Hook with Axle,1,32551
Yellow,Brick Round 2 x 2,4,3941
Yellow,Cone 2 x 2 x 2 [Open Stud],1,3942c
Yellow,Plate 1 x 4,6,3710
Yellow,Plate 1 x 8,2,3460
Yellow,Plate 2 x 2 Corner,2,2420
Yellow,Slope 33º 3 x 1,2,4286
Yellow,Technic Brick 1 x 2 [1 Hole],2,3700
Yellow,Technic Brick 1 x 2 with Axle Hole [X Opening],2,32064b
Yellow,Technic Slope Long,2,2744
Yellow,Tile 1 x 2 Grill with Bottom Groove,2,2412b
