color,part,quantity,part_id
Black,Arm Mechanical Thin Supports,8,53989
Black,Bionicle Toa Webbed Fin Armour,7,64296
Black,Bracket 5 x 2 x 2 1/3,1,6087
Black,Brick 1 x 1 with Clip Vertical,2,60475
Black,Dinosaur Tail / Neck Base Section with Pin,1,40395
Black,Jet Engine Fan with 10 Blades and Technic Pin,1,46667
Black,Minifig Spear Gun,2,30088
Black,Plate 1 x 1 - Horizontal Clip,2,6019
Black,Plate 1 x 2,7,3023
Black,Plate 1 x 2 [Side Handle Closed Ends],2,48336
Black,Plate 2 x 2,5,3022
Black,Plate 2 x 4,1,3020
Black,Plate 4 x 4,1,3031
Black,Plate 6 x 8,1,3036
Black,Plate Round 2 x 2 with Rounded Bottom [Boat Stud],2,2654
Black,Plate Special 1 x 1 Clip Light [Thick Ring],12,4081b
Black,Plate Special 1 x 2 with Clip Horizontal on End,4,63868
Black,Slope 30º 1 x 1 x 2/3 [aka Cheese Slope],2,50746
Black,Slope 45º 2 x 1 Double / Inverted,2,3049
Black,Slope 45º 2 x 1 Triple,6,3048
Black,Slope Curved 4 x 1 No Studs,4,61678
Black,Slope Inverted 45º 2 x 2,1,3660
Black,Technic Axle and Pin Connector Angled #4 - 135°,4,32192
Black,Technic Brick 1 x 1 with Hole,2,6541
Black,Technic Brick 1 x 2 with Axle Hole [X Opening],3,32064b
Black,Technic Pin with Friction and Slots,3,2780
Black,"Technic, Axle Connector 2 x 3 with Ball Socket, Closed Sides, Squared Ends",3,60176
Black,"Technic, Pin Connector Double with Bar",2,85940
Black,"Technic, Pin Connector Plate with One Hole (Single on Bottom)",2,32529
Black,"Wedge 4 x 3 Open with Cutout, Four Studs [Wheel Arch]",1,47755
Blue,Brick Special 2 x 2 with Pins and Axle Hole,1,30000
Dark Bluish Gray,Bracket 1 x 2 - 2 x 2,2,44728
Dark Bluish Gray,Minifig Helmet - Underwater Atlantis,1,87754
Dark Bluish Gray,Neck Bracket [One Stud],4,42446
Dark Bluish Gray,Plate Special 1 x 2 with End Handle [Closed Ends],4,60478
Dark Bluish Gray,Technic Brick Special 2 x 2 with 10.2mm Ball and Axle Hole,5,57909
Dark Bluish Gray,Technic Brick Special 2 x 2 with Ball Receptacle Reinforced and Axle Hole,2,62712
Dark Bluish Gray,Torso Atlantis Diver Two Hoses Print / Lime Arms / Black Hands,1,973pb615c01
Light Bluish Gray,Brick 1 x 2 with Pin,4,2458
Light Bluish Gray,Hips and Dark Bluish Gray Legs with Atlantis Diver Print,1,970c85pb02
Light Bluish Gray,Plate Special 1 x 2 with 1 Stud [aka Jumper],1,3794
Light Bluish Gray,Plate Special 2 x 2 with Pin Hole,1,2444
Light Bluish Gray,Technic Axle 3,2,4519
Light Bluish Gray,Technic Axle Connector [Smooth X hole + orientation],1,6538c
Light Bluish Gray,Technic Pin 1/2,4,4274
Light Bluish Gray,Technic Pin 1/2 with 2L Bar Extension,2,61184
Light Bluish Gray,Tile 2 x 4,1,87079
Lime,"Animal Tail Section Middle with Pin dinosaur,neck",1,40378
Lime,Barb - Small,4,53451
Lime,Brick Round 1 x 1 Open Stud,2,3062b
Lime,Brick Special 1 x 1 with Stud on 1 Side,10,87087
Lime,Cockpit 8 x 6 x 2 Curved,1,42021
Lime,Dinosaur Tail End Section,7,40379
Lime,Plate 1 x 2,8,3023
Red,BrickSpecial 1 x 4 with 4 Studs on One Side,2,30414
Red,Lever Small Base with Black Lever,1,298c02
Red,Plate 2 x 3,1,3021
Red,Plate 2 x 4,4,3020
Red,Plate 2 x 6,1,3795
Red,Plate Round 1 x 1 Straight Side,4,4073
Red,Plate Special 1 x 1 with Clip Vertical [Thick U Clip],8,4085c
Red,Plate Special 1 x 2 Side Handle [Free Ends],7,2540
Red,Slope 18º 2 x 1 x 2/3 with 4 Slots,4,61409
Red,Slope 30º 1 x 1 x 2/3 [aka Cheese Slope],2,50746
Red,"Slope Curved 2 x 2 Lip, No Studs",2,30602
Red,Slope Curved 4 x 1 No Studs,2,61678
Red,Slope Curved 8 x 1 x 1 2/3 with Arch,2,50967
Red,Technic Axle 2 Notched,4,32062
Red,Technic Axle and Pin Connector Angled #5 - 112.5°,2,32015
Red,Technic Brick 1 x 2 [1 Hole],3,3700
Red,Technic Cylinder 4 x 4 with Pin Holes and Center Bar,1,41531
Red,Wedge 6 x 2 Left,1,41748
Red,Wedge 6 x 2 Right,1,41747
Trans-Bright Green,Light Cover with Internal Bar / Bionicle Barraki Eye,2,58176
Trans-Bright Green,Minifig Visor [Large with Trapezoid Top],1,89159
Trans-Clear,Plate Round 1 x 1 Straight Side,2,4073
Trans-Red,Light Cover with Internal Bar / Bionicle Barraki Eye,2,58176
Trans-Yellow,Ring with Centre Triangle with Gold Bands and Turtle Print [Atlantis Key],1,89162
White,Barb - Large,12,87747
White,Barb - Small,6,53451
Yellow,"Minifig, Head Dual Sided Stubble Smile / Crinkled Mouth and Inverted Eyebrows Print",1,3626bpb398
Yellow,Plate Special 4 x 4 with 2 x 2 Cutout,1,64799
