color,part,quantity,part_id
Black,Brick 1 x 2,2,3004
Black,Hips and Legs [Complete Assembly],1,970c00
Black,Plate Round 1 x 1 Straight Side,2,4073
Black,Plate Special 2 x 2 with Wheels White,3,122c02
Black,Tyre Offset Tread Medium,6,4084
Blue,Brick 1 x 4,1,3010
Blue,Brick Special 1 x 1 with Headlight,4,4070
Blue,Door 1 x 3 x 1 Left,1,3822
Blue,Door 1 x 3 x 1 Right,1,3821
Blue,Hinge Plate 1 x 2 with 3 Fingers and Hollow Studs,2,4275b
Blue,Hinge Tile 1 x 2 1/2 with 2 Fingers on Top,2,4531
Blue,Hinge Vehicle Roof Holder 1 x 4 x 2,1,4214
Blue,Mudguard 2 x 4 [Studded],2,3788
Blue,Plate 1 x 1,2,3024
Blue,Plate 1 x 2,4,3023
Blue,Plate 1 x 3,2,3623
Blue,Plate 1 x 4,6,3710
Blue,Plate 1 x 6,4,3666
Blue,Plate 2 x 4,2,3020
Blue,Plate Special 1 x 1 Clip Light [Thick Ring],2,4081b
Blue,Vehicle Base 4 x 5,1,4211
Blue,"Vehicle, Steering Column 1 x 2 with Black Steering Wheel",1,3829c01
Light Gray,Bar 1 x 4 x 2 with Studs,1,4083
Light Gray,Plate 2 x 10,1,3832
Red,Minifig Cap Long Peak,1,4485
Red,Plate Special 1 x 1 Clip Light [Thick Ring],2,4081b
Red,Plate Special 1 x 2 with 1 Stud [aka Jumper],3,3794
Red,Slope Brick 45 2 x 3 x 1 & 1/3 Double with Light Gray Hook crane,1,3135c02
Trans-Clear,Glass for Hinge Car Roof 4 x 4 Sunroof [No Ridges],1,2348a
Trans-Clear,Plate Round 1 x 1 Straight Side,2,4073
Trans-Clear,Windscreen 2 x 4 x 2,1,3823
Trans-Red,Plate 1 x 1,2,3024
Trans-Red,Plate Round 1 x 1 Straight Side,2,4073
Trans-Yellow,Plate 1 x 1,4,3024
Trans-Yellow,Plate Round 1 x 1 Straight Side,2,4073
White,Hinge Vehicle Roof 4 x 4 Sunroof,1,2349
White,Lever Small Base with Black Lever,1,298c02
White,Plate 1 x 2,1,3023
White,Plate 2 x 2,1,3022
White,Plate 2 x 3,2,3021
White,Plate Special 1 x 2 with 1 Stud [aka Jumper],1,3794
White,Tile 1 x 2 with Groove,1,3069b
White,Torso Overalls Black Print / White Arms / Yellow Hands,1,973pb202c01
Yellow,Minifig Head Standard Grin Print - Solid Stud,1,3626ap01
