color,part,quantity,part_id
(No Color),Ninjago Masters of Spinjitzu Deck #1 Game Card 11 - Wyplash - International Version,1,4631396
(No Color),Ninjago Masters of Spinjitzu Deck #1 Game Card 25 - Head Spin - International Version,1,4631416
(No Color),Ninjago Masters of Spinjitzu Deck #1 Game Card 42 - Twister - International Version,1,4631414
(No Color),Ninjago Masters of Spinjitzu Deck #1 Game Card 46 - Weapon Swap - International Version,1,4631411
(No Color),Ninjago Masters of Spinjitzu Deck #1 Game Card 62 - Ice Shield - International Version,1,4631398
Black,Minifig Armour - Breastplate with White Shoulder Spikes Up and Ninjago Cracked Dark Red Skull Print,1,96533pr0002
Black,Plate Round 2 x 2 with Rounded Bottom [Boat Stud],1,2654
Medium Blue,Brick 1 x 2,2,3004
Medium Blue,Plate 2 x 2,1,3022
Pearl Gold,Bar 1L with Top Stud and Two Side Studs,1,92690
Pearl Gold,Chain 5 links,2,92338
Reddish Brown,Minifig Whip - Bent,1,88704
Tan,Minifig Conical Asian Style Hat,1,93059
Trans-Light Blue,Turntable 6 x 6 Round Dark Purple Base with Trans-Light Blue Top and Glow in the Dark Opaque Skulls on Light Blue Print (Ninjago Spinner),1,92547pr0019
White,Arm Skeleton [Bent / 2 Clips],2,93609
White,"Dog Bone, Long",1,92691
White,Leg Skeleton with Black Square Foot,2,93062
White,"Minifig Head Modified - Skull with Red Eyes, Cracks and Worm Print",1,96521pr0001
White,Torso Skeleton - Angular Rib Cage with Black Holes and Cracks and White Loincloth Print,1,93764pr0004
