color,part,quantity,part_id
Black,"Arm Piece with Pin, 2 Fingers",2,6048
Black,"Arm Piece with Pin, 3 Fingers",2,6217
Black,Dish 4 x 4 Inverted [Radar],1,3960
Black,Gearbox 4 x 4 x 1 2/3,1,6585
Black,Plate 1 x 6,1,3666
Black,Plate 2 x 6,2,3795
Black,Plate Round 2 x 2 with Rounded Bottom [Boat Stud],16,2654
Black,Rubber Band Small [Square Profile],2,x151
Black,Technic Axle 10,2,3737
Black,Technic Axle 12,2,3708
Black,Technic Axle 2 Notched,16,32062
Black,Technic Axle 3,11,4519
Black,Technic Axle 4,9,3705
Black,Technic Axle 5,2,32073
Black,Technic Axle 6,3,3706
Black,Technic Axle 8,7,3707
Black,Technic Axle Connector with Axle Hole,6,32039
Black,Technic Axle and Pin Connector Angled #1,4,32013
Black,Technic Axle and Pin Connector Angled #2 - 180°,2,32034
Black,Technic Axle and Pin Connector Angled #3 - 157.5°,4,32016
Black,Technic Axle and Pin Connector Angled #5 - 112.5°,4,32015
Black,Technic Axle and Pin Connector Perpendicular,6,6536
Black,Technic Axle and Pin Connector Perpendicular Double,2,32291
Black,Technic Beam 1 x 15 Thick,2,32278
Black,Technic Beam 1 x 3 Thin,14,6632
Black,Technic Beam 1 x 4 Thin with Stud Connector,2,2825
Black,Technic Beam 1 x 9 Bent (7 - 3) Thick,2,32271
Black,Technic Beam 2 x 4 L-Shape Thick,8,32140
Black,Technic Beam 3 x 5 L-Shape with Quarter Ellipse Thin,8,32250
Black,Technic Beam 3 x 7 x 2 Fork 3 Fingers,1,32308
Black,Technic Brick 1 x 2 with Axle Hole [X Opening],2,32064b
Black,Technic Pin Connector Round [No Slot],7,75535
Black,Technic Pin Long with Friction Ridges Lengthwise,24,6558
Black,Technic Pin with Friction and Slots,44,2780
Black,"Technic, Pin Connector Block 1 x 5 x 3",8,32333
Black,"Technic, Pin Long with Friction Ridges Lengthwise and Stop Bush",8,32054
Black,"Technic, Steering Arm with Pins",1,32069
Black,Tyre 30.4 x 14 VR,4,6578
