color,part,quantity,part_id
Black,Technic Axle 4,2,3705
Black,Technic Axle Connector [Smooth X hole + orientation],5,6538c
Black,Technic Axle and Pin Connector Angled #2 - 180°,1,32034
Black,Technic Axle and Pin Connector Angled #5 - 112.5°,2,32015
Black,Technic Axle and Pin Connector Perpendicular,2,6536
Black,Technic Axle and Pin Connector Perpendicular 3L with 2 Pin Holes,3,42003
Black,Technic Beam 1 x 11.5 Double Bent Thick,2,32009
Black,Technic Beam 1 x 4 Thin with Stud Connector,2,2825
Black,Technic Beam 1 x 5 Thick,1,32316
Black,Technic Beam 1 x 7 Thick,3,32524
Black,Technic Beam 1 x 9 Thick,3,40490
Black,Technic Beam 2 x 4 L-Shape Thick,2,32140
Black,Technic Gear 12 Tooth Double Bevel,2,32270
Black,Technic Link Tread,56,3873
Black,Technic Pin with Friction and Slots,22,2780
Black,"Technic, Pin Long with Friction Ridges Lengthwise and Stop Bush",4,32054
Blue,Technic Axle Pin with Friction Ridges Lengthwise,3,43093
Blue,Technic Beam 3 x 5 L-Shape Thick,2,32526
Blue,Technic Pin Long with Friction Ridges Lengthwise,8,6558
Dark Bluish Gray,Technic Axle 4 with Stop,2,87083
Dark Bluish Gray,Technic Axle 5.5 With Stop,1,32209
Dark Bluish Gray,Technic Axle 8 with Stop,1,55013
Dark Bluish Gray,Technic Axle and Pin Connector Angled #1,4,32013
Dark Bluish Gray,Technic Beam 1 x 3 Thick,1,32523
Dark Bluish Gray,Technic Beam 3 x 5 L-Shape Thick,2,32526
Dark Bluish Gray,Technic Gear 8 Tooth,1,3647
Dark Bluish Gray,"Technic Turntable Large Type 2, Complete Assembly with Black Outside Gear Section",1,50163
Dark Tan,Technic Axle 3 with Stud,2,6587
Light Bluish Gray,Technic Axle 3,15,4519
Light Bluish Gray,Technic Axle 5,2,32073
Light Bluish Gray,Technic Axle 7,2,44294
Light Bluish Gray,Technic Axle 9,1,60485
Light Bluish Gray,Technic Axle and Pin Connector Perpendicular 3L with Centre Pin Hole,5,32184
Light Bluish Gray,Technic Axle and Pin Connector Perpendicular Triple,2,63869
Light Bluish Gray,Technic Beam 1 x 2 Thick with Pin Hole and Axle Hole,1,60483
Light Bluish Gray,Technic Beam 1 x 3 with 2 Axle Holes and Pin / Crank,1,33299
Light Bluish Gray,Technic Beam 1 x 5 Thick,1,32316
Light Bluish Gray,Technic Bush,8,3713
Light Bluish Gray,Technic Bush 1/2 Smooth,2,4265c
Light Bluish Gray,Technic Gear 16 Tooth with Round Holes [Old Style],7,4019
Light Bluish Gray,Technic Gear 24 Tooth Crown (Undetermined Type),1,3650
Light Bluish Gray,Technic Pin Connector Perpendicular 2 x 2 Bent,1,44809
Light Bluish Gray,Technic Pin Long with Friction Ridges Lengthwise and Centre Pin Hole,3,87082
Light Bluish Gray,"Technic, Gear Worm Screw",2,4716
Red,Technic Axle 2 Notched,5,32062
Tan,Technic Axle Pin without Friction Ridges Lengthwise,4,3749
Tan,Technic Pin Long without Friction Ridges,1,32556
Trans-Clear,Plate Round 1 x 1 Straight Side,2,4073
Trans-Orange,Plate Round 1 x 1 Straight Side,2,4073
Yellow,Technic Axle and Pin Connector Perpendicular,3,6536
Yellow,Technic Beam 1 x 11 Thick,4,32525
Yellow,Technic Beam 1 x 3 Thin,4,6632
Yellow,Technic Beam 1 x 9 Bent (6 - 4) Thick,1,6629
Yellow,Technic Beam 1 x 9 Thick,3,40490
Yellow,Technic Beam 3 x 3 L-Shape Thin,2,32056
Yellow,Technic Beam 3 x 5 L-Shape with Quarter Ellipse Thin,2,32250
Yellow,"Technic Fairing # 1 Small Smooth Short, Side A",1,87080
Yellow,"Technic Fairing # 2 Small Smooth Short, Side B",1,87086
