color,part,quantity,part_id
Black,Brick 1 x 4,1,3010
Black,Brick 2 x 2,4,3003
Black,Homemaker Figure Headgear Hair Long,1,x196
Black,Homemaker Figure Headgear Hair Short,1,x197
Black,Plate 2 x 2,1,3022
Black,Plate 2 x 3,3,3021
Black,Plate 2 x 4,1,3020
Black,Slope 45º 2 x 1,2,3040b
Blue,Arm Holder Brick 2 x 2 with Hole and 2 Arms,1,792c03
Blue,Arm Piece Straight with 2 and 3 Fingers,2,3612
Blue,"Arm Piece with Towball Socket, 3 Fingers",2,3613
Blue,Baseplate 24 x 32 with Studs on Edges,1,785
Blue,Brick 1 x 2,1,3004
Blue,Brick 2 x 2,2,3003
Blue,Plate 1 x 3,1,3623
Blue,Plate 2 x 2,1,3022
Blue,Plate 2 x 3,1,3021
Blue,Plate Special 1 x 2 with 1 Stud [aka Jumper],1,3794
Blue,Tile 1 x 1 with Groove,2,3070b
Blue,Tile 2 x 2 with Groove,1,3068b
Brown,Homemaker Figure Headgear Hair Short,1,x197
Brown,Minifig Hairbrush - Long Handle [14mm],1,3852a
Green,Flower Stem,2,3741
Red,Arm Holder Brick 2 x 2 with Hole and 2 Arms,1,792c03
Red,"Arm Piece with Towball Socket, 3 Fingers",2,3613
Red,Brick 1 x 2,4,3004
Red,Brick 1 x 4,4,3010
Red,Homemaker Cupboard Door 4 x 4,3,838
Red,Homemaker Drawer 4 x 4 x 2,2,3
Red,"Plant Flower Small, Sprue of Four",1,3742c01
Red,Plate 2 x 2,3,3022
Red,Plate 4 x 4,1,3031
Red,Plate 6 x 10,1,3033
Red,Slope 33º 3 x 4,1,3297
Red,Slope 45º 2 x 1,2,3040b
Red,Slope Inverted 45º 2 x 1,4,3665
Red,Tile 1 x 1 with Groove,2,3070b
Red,Tile 2 x 2 with Groove,28,3068b
Trans-Clear,Brick 1 x 1,2,3005
Trans-Clear,Brick 1 x 2,1,3004
Trans-Clear,Brick Round 1 x 1 Open Stud,1,3062b
Trans-Clear,Minifig Cup,1,3899
White,Arm Holder Brick 2 x 2 with Hole and 2 Arms,1,792c03
White,Arm Piece Straight with 2 and 3 Fingers,2,3612
White,"Arm Piece with Towball Socket, 3 Fingers",2,3613
White,Brick 1 x 2,2,3004
White,Brick 1 x 4 with Black Grill Print - 20 Bars,1,3010p40
White,Brick 1 x 4 with Homemaker Stove Switch Print,1,3010p41
White,Brick 2 x 10,1,3006
White,Brick 2 x 2,12,3003
White,Brick 2 x 3 without Cross Supports,4,3002old
White,Homemaker Bookcase 2 x 4 x 4,2,1
White,Homemaker Cupboard 4 x 4 x 4,1,2
White,Homemaker Cupboard 4 x 4 x 4 with Door Holder Holes,4,837
White,Homemaker Cupboard Door 4 x 4,2,838
White,Homemaker Stove / Oven 4 x 4 x 3,1,841
White,Homemaker Stove / Oven Door,1,843
White,Homemaker Stove / Oven Shelf 4 x 4,1,842
White,Homemaker Washbasin Base 4 x 4 x 4,1,839
White,Homemaker Washbasin Sink with Chrome Silver Tap (Complete Assembly),1,840c01
White,Plate 2 x 2,1,3022
White,Plate 2 x 4,3,3020
White,Plate 4 x 10,1,3030
White,Plate 4 x 12,1,3029
White,Plate 4 x 4,4,3031
White,Plate Special 1 x 2 with 1 Stud [aka Jumper],1,3794
White,"Plate Special 1 x 2 with Handles [Round Ends, Mid Attachment]",1,3839a
White,Tile 1 x 2 with Groove,5,3069b
White,Tile 2 x 2 with Black Small Circle Print,4,3068bp17
White,Tile 2 x 2 with Groove,22,3068b
Yellow,Brick 1 x 1,2,3005
Yellow,Brick 2 x 2,3,3003
Yellow,"Homemaker Figure Head with Eyes, Eyebrows and Smile Print",1,685px4
Yellow,"Homemaker Figure Head with Eyes, Freckles and Smile Print",1,685px3
Yellow,Maxifig Head with Face Print,1,685p01
Yellow,Minifig Cup,4,3899
Yellow,"Plant Flower Small, Sprue of Four",1,3742c01
Yellow,Plate Round 1 x 1 with Towball and Hexagonal Hole [Maxifig Hand],6,3614b
