color,part,quantity,part_id
Black,Hips and Legs [Complete Assembly],1,970c00
Black,Minifig Police Style Cap,1,3624
Black,Plate Special 3 x 2 with Hole,1,3176
Black,Technic Axle 6,2,3706
Black,Torso Plain / Black Arms / Yellow Hands,1,973c18
Black,Tyre Offset Tread,4,3483
Blue,Brick 1 x 1,2,3005
Blue,Brick 2 x 2,1,3003
Blue,Plate 1 x 6,2,3666
Blue,Plate 2 x 4,2,3020
Blue,Plate 2 x 6,2,3795
Blue,Plate 4 x 8,1,3035
Blue,Plate 6 x 6,1,3958
Blue,Slope Inverted 45º 2 x 1,2,3665
Blue,Slope Inverted 45º 2 x 2,4,3660
Blue,Technic Brick 1 x 4 [3 Holes],4,3701
Light Gray,Bar 1 x 4 x 2 with Studs,1,4083
Light Gray,Brick Round 1 x 1 Open Stud,2,3062b
Light Gray,Hinge Brick 1 x 2 Top Plate Thin,1,3938
Light Gray,Hinge Plate 1 x 2 with 3 Fingers and Hollow Studs,2,4275b
Light Gray,Hinge Tile 1 x 2 1/2 with 2 Fingers on Top,2,4531
Light Gray,Minifig Seat 2 x 2,1,4079
Light Gray,Wheel with Split Axle hole,4,3482
Red,Brick 1 x 2,2,3004
Red,Brick 1 x 3,2,3622
Red,Brick Special 1 x 1 with Headlight,4,4070
Red,Hinge Brick 1 x 2 Base,1,3937
Red,Plate 1 x 1,2,3024
Red,Plate 1 x 2,2,3023
Red,Plate 1 x 3,2,3623
Red,Plate 2 x 2,1,3022
Red,Plate 2 x 4,2,3020
Red,Plate 2 x 6,1,3795
Red,Plate Special 1 x 8 with Door Rail,2,4510
Trans-Clear,Windscreen 2 x 6 x 2,1,4176
Trans-Red,Plate 1 x 1,2,3024
Trans-Yellow,Plate Round 1 x 1 Straight Side,2,4073
White,Brick Special 1 x 1 with Headlight,2,4070
White,Plate 1 x 4,1,3710
Yellow,Brick Round 2 x 2,2,3941
Yellow,Minifig Head Standard Grin Print - Solid Stud,1,3626ap01
