color,part,quantity,part_id
Black,Brick 1 x 2,6,3004
Black,Brick 2 x 2,5,3003
Black,Brick Round 1 x 1 Open Stud,12,3062b
Black,Brick Special 1 x 1 with Headlight,4,4070
Black,Hips and Red Legs,1,970c05
Black,Minifig Helmet Castle with Chin Guard,1,3896
Black,Minifig Helmet Castle with Neck Protector,2,3844
Black,Plate 1 x 2,1,3023
Black,Plate 1 x 6,4,3666
Black,Plate 1 x 8,2,3460
Black,Plate 2 x 10,1,3832
Black,Plate 2 x 2,1,3022
Black,Plate 2 x 3,2,3021
Black,Plate 2 x 4,4,3020
Black,Plate 2 x 4 [3 Holes],1,3709b
Black,Plate 2 x 8,1,3034
Black,Plate 2 x 8 [7 Holes],1,3738
Black,Slope 75° 2 x 2 x 3,2,3684
Black,Slope Inverted 33º 3 x 1,4,4287
Black,Slope Inverted 45º 2 x 2,10,3660
Black,Technic Axle 10,1,3737
Black,Technic Brick 1 x 2 [1 Hole],2,3700
Blue,Hips and Legs [Complete Assembly],1,970c00
Blue,Plate 2 x 2,3,3022
Blue,Plate 2 x 6,2,3795
Blue,Torso Castle Black Falcon Print Old Style Torso with Rounder Bottomed Shield and Black Neck Marking / Black Arms / Yellow Hands,1,973p43c01
Blue,Torso Castle Breastplate Print / Black Arms / Yellow Hands,1,973p40c01
Brown,Minifig Spear,1,4497
Green,Baseplate 16 x 22,1,210
Light Gray,Brick 1 x 1,1,3005
Light Gray,Brick 1 x 2,1,3004
Light Gray,Brick 1 x 3,10,3622
Light Gray,Brick 1 x 4,3,3010
Light Gray,Brick 1 x 6,3,3009
Light Gray,Brick 1 x 8,2,3008
Light Gray,Plate 1 x 10,1,4477
Light Gray,Plate 2 x 4,2,3020
Light Gray,Plate 4 x 4,2,3031
Light Gray,Plate Round 2 x 2 with Axle Hole,1,4032
Light Gray,Slope 45º 2 x 1,1,3040b
Light Gray,Slope 75º 2 x 1 x 3 [Undetermined Type],1,4460
Light Gray,Slope Inverted 45º 2 x 1,12,3665
Light Gray,Technic Brick 1 x 2 [1 Hole],3,3700
Light Gray,Technic Bush,1,3713
Light Gray,Technic Wedge Belt Wheel [aka Pulley],2,4185
Light Gray,"Technic, Pin without Friction Ridges Lengthwise",2,3673
Light Gray,Tile 1 x 8,3,4162
Red,Hips and Black Legs,1,970c11
Red,Torso Castle Crusaders Crossed Axe Shield Print / Blue Arms / Yellow Hands,1,973p42c01
Yellow,Minifig Head Standard Grin Print - Solid Stud,3,3626ap01
