color,part,quantity,part_id
Black,Technic Axle 2 Notched,2,32062
Black,Technic Axle 4,2,3705
Black,Technic Axle and Pin Connector Perpendicular,1,6536
Black,Technic Axle and Pin Connector Perpendicular Double Split,1,41678
Black,Technic Pin with Friction and Slots,1,2780
Dark Bluish Gray,Bionicle Ball Joint 3 x 3 x 2 90 Degree with 2 Ball Joints and Axle hole,4,47300
Dark Bluish Gray,Bionicle Head Connector Block (Toa Metru),1,47312
Dark Green,Bionicle Foot with Ball Joint Socket 2 x 3 x 5,3,41668
Dark Green,Bionicle Mask Mahiki (Toa Metru),1,47307
Dark Green,"Technic Axle Connector 2 x 3 with Ball Socket, Open Sides",4,32174
Dark Green,Technic Axle and Pin Connector 2 x 5 with Two Ball Joint Sockets,1,47296
Trans-Neon Green,Technic Tooth 1 x 3 with Axlehole,4,41669
White,Bionicle Claw with Axle,2,32506
