color,part,quantity,part_id
Black,"Engine, Strakes, 2 x 2 Thin Top Plate",4,4229
Black,Plate Round 2 x 2 with Axle Hole,8,4032
Blue,Hinge Brick 1 x 2 Base,4,3937
Blue,Hinge Brick 1 x 2 Top Plate Thin,4,3938
Light Gray,Bar 1 x 3 [Clip / Anti-Stud],4,4735
Light Gray,Brick 1 x 2,3,3004
Light Gray,Brick 1 x 4,2,3010
Light Gray,Brick Special 1 x 2 x 2/3 with Studs on Sides,4,4595
Light Gray,Cockpit 6 x 6 x 1 Cabin Base,1,4597
Light Gray,Hinge Brick 1 x 2 Base,4,3937
Light Gray,Hinge Brick 1 x 2 Top Plate Thin,4,3938
Light Gray,Hinge Tile 1 x 4,2,4625
Light Gray,Plate 1 x 2,4,3023
Light Gray,Plate 1 x 4,6,3710
Light Gray,Plate 4 x 8,2,3035
Light Gray,Plate Special 1 x 2 with 1 Stud [aka Jumper],8,3794
Light Gray,Tile 1 x 2 with Arrow Long Yellow with Black Border Print,8,3069bp06
Light Gray,Tile 1 x 2 with Groove,4,3069b
Light Gray,Tile 1 x 2 with Space Computer Print,1,3069bp25
Light Gray,"Wedge, Plate 8 x 8 with 4 x 4 Cutout",4,4475
Red,Hips and Legs [Complete Assembly],1,970c00
Red,Minifig Airtanks,1,3838
Red,Minifig Helmet Classic with Thick Chin Guard and Visor Dimples,1,3842b
Red,Torso Space Classic Moon Print / Red Arms / Red Hands,1,973p90c02
Trans-Green,Plate Round 1 x 1 Straight Side,4,4073
Trans-Green,Windscreen 6 x 4 x 2 Canopy,2,4474
Trans-Red,Antenna 1 x 4,4,3957
Trans-Red,Cone 1 x 1 [No Top Groove],4,4589
Trans-Red,Dish 2 x 2 Inverted [Radar],4,4740
Yellow,Minifig Head Standard Grin Print - Solid Stud,1,3626ap01
