color,part,quantity,part_id
Black,Hips and Legs [Complete Assembly],1,970c00
Black,Plate Special 1 x 2 with Ladder,1,4175
Black,Technic Axle 6,2,3706
Black,Torso Plain / Black Arms / Yellow Hands,1,973c18
Black,"Turntable 2 x 2 Plate, Base",1,3680
Black,Tyre Offset Tread,4,3483
Blue,Plate 2 x 4,3,3020
Blue,Plate 2 x 6,1,3795
Blue,Plate 4 x 8,1,3035
Blue,Technic Brick 1 x 4 [3 Holes],4,3701
Brown,Minifig Hair Male,1,3901
Light Gray,Hinge Brick 1 x 2 Top Plate Thin,1,3938
Light Gray,Hinge Plate 1 x 2 with 3 Fingers and Hollow Studs,2,4275b
Light Gray,Hinge Tile 1 x 2 1/2 with 2 Fingers on Top,2,4531
Light Gray,"Turntable 2 x 2 Plate, Top",1,3679
Light Gray,Wheel with Split Axle hole,4,3482
Red,Brick 1 x 1,4,3005
Red,Brick 1 x 6,2,3009
Red,Brick 2 x 4,1,3001
Red,Brick Special 1 x 1 with Headlight,2,4070
Red,Door 1 x 3 x 1 Left,1,3822
Red,Door 1 x 3 x 1 Right,1,3821
Red,Hinge Brick 1 x 2 Base,1,3937
Red,Plate 1 x 2,2,3023
Red,Plate 1 x 6,1,3666
Red,Plate 2 x 2,1,3022
Red,Plate 2 x 4,2,3020
Red,Plate 2 x 6,1,3795
Red,Plate 4 x 6,1,3032
Trans-Clear,Windscreen 2 x 6 x 2,1,4176
Trans-Red,Plate 1 x 1,2,3024
Trans-Yellow,Plate Round 1 x 1 Straight Side,2,4073
White,Brick 1 x 2,2,3004
White,Brick 2 x 3,2,3002
White,Brick Special 1 x 1 with Headlight,2,4070
White,Plate 1 x 6,1,3666
White,Slope 45º 2 x 1,2,3040b
White,Slope Inverted 45º 2 x 2,2,3660
Yellow,Minifig Head Standard Grin Print - Solid Stud,1,3626ap01
