color,part,quantity,part_id
Black,Technic Axle 6,1,3706
Dark Bluish Gray,Bionicle Ball Joint 3 x 3 x 2 90 Degree with 2 Ball Joints and Axle hole,2,47300
Dark Bluish Gray,Bionicle Head Connector Block (Toa Metru),1,47312
Dark Bluish Gray,Technic Axle and Pin Connector 2 x 5 with Two Ball Joint Sockets,2,47296
Dark Bluish Gray,Technic Beam 1 x 2 with Ball Joint Angled,4,50923
Dark Flesh,Bionicle Foot with Ball Joint Socket 2 x 3 x 5,3,41668
Dark Flesh,Bionicle Mask Komau (Toa Metru),1,47309
Dark Flesh,"Technic Axle Connector 2 x 3 with Ball Socket, Open Sides",2,32174
Light Bluish Gray,Technic Axle 3,1,4519
Pearl Light Gray,Bionicle Weapon Earthshock Drill claw,2,47315
Trans-Neon Orange,Technic Tooth 1 x 3 with Axlehole,2,41669
