color,part,quantity,part_id
Black,"String, Cord Thin",2,x77a
Black,Technic Axle 10,1,3737
Black,Technic Axle 2,2,3704
Black,Technic Axle 4,5,3705
Black,Technic Axle 6,8,3706
Black,Tyre Offset Tread,4,3483
Blue,Plate 1 x 4,6,3710
Blue,Plate 1 x 8,4,3460
Blue,Plate 2 x 2,3,3022
Blue,Plate 2 x 4,1,3020
Blue,Plate 2 x 8,1,3034
Blue,Technic Brick 1 x 12 with Holes,2,3895
Blue,Technic Brick 1 x 16 with Holes,8,3703
Blue,Technic Brick 1 x 2 [1 Hole],4,3700
Blue,Technic Brick 1 x 4 [3 Holes],4,3701
Blue,Technic Brick 1 x 8 [7 Holes],2,3702
Light Gray,Plate 1 x 3,2,3623
Light Gray,Technic Axle and Pin Connector,9,3651
Light Gray,Technic Bush,14,3713
Light Gray,Technic Gear 24 Tooth [Old Style - Three axle holes],2,3648a
Light Gray,"Technic, Pin without Friction Ridges Lengthwise",14,3673
Light Gray,"Technic, Steering Pulley Large",3,3736
Light Gray,Wheel with Split Axle hole,6,3482
