color,part,quantity,part_id
Black,Brick 1 x 4,1,3010
Black,"Brick, Modified 2 x 4 with Wheels Holder Old, Clear Bottom",1,7049b
Black,Hips and Legs [Complete Assembly],1,970c00
Black,"String, Cord Thin",1,x77a
Black,Tyre Offset Tread,4,3483
Blue,Plate 1 x 6,2,3666
Blue,Plate 2 x 16,2,4282
Blue,Plate 2 x 3,2,3021
Blue,Plate 2 x 4,1,3020
Blue,Plate 4 x 10,1,3030
Blue,Plate 4 x 6,1,3032
Brown,Minifig Hair Male,1,3901
Red,Brick 1 x 2,6,3004
Red,Brick 1 x 4,3,3010
Red,Brick 1 x 6,3,3009
Red,Brick 2 x 4,4,3001
Red,Hinge Plate 2 x 5 [Complete Assembly],1,3149c01
Red,"Hook, Plate, Modified 1 x 2 with Crane Hook Left",1,3127
Red,Motor Wind-Up 4 x 10 x 3 Key,1,4234
Red,Plate 2 x 8,1,3034
Red,Plate Special 3 x 2 with Hole,1,3176
Red,Slope 33º 2 x 4 Double,1,3299
Red,Slope 45º 2 x 1,2,3040b
Red,Slope 45º 2 x 2,4,3039
Red,Slope Inverted 45º 2 x 2,1,3660
Red,String Reel Winch 2 x 4 x 2 (Light Gray Drum),1,73037
Red,Technic Brick 1 x 2 [1 Hole],1,3700
Red,"Turntable 4 x 4 Square Base with Top, Complete Assembly",1,3403c01
Red,Wheel Old with 4 Studs,2,7039
Red,Windup Motor 1980s,1,384
Trans-Clear,Brick 1 x 2,2,3004
Trans-Clear,Slope 65° 2 x 2 x 2 Smooth without Bottom Tube,3,3678a
White,Torso Plain / White Arms / Yellow Hands,1,973c01
Yellow,Brick 1 x 1,2,3005
Yellow,Brick Round 1 x 1 Open Stud,2,3062b
Yellow,Minifig Head Standard Grin Print - Solid Stud,1,3626ap01
