color,part,quantity,part_id
Black,Plate 1 x 2,1,3023
Black,Plate 2 x 6,1,3795
Black,Plate Round 2 x 2 with Axle Hole,1,4032
Black,Plate Special 1 x 1 with Clip Light [Thin Ring],2,4081a
Black,Plate Special 1 x 1 with Clip Vertical [Thick U Clip],2,4085c
Black,Plate Special 2 x 2 with Wheels Red,3,122c01
Black,Tyre Offset Tread Medium,2,4084
Black,Tyre Offset Tread Small,4,3641
Blue,Brick 1 x 2,1,3004
Blue,Mudguard 2 x 4 [Studded],1,3788
Blue,Plate 1 x 2,7,3023
Blue,Plate 1 x 4,5,3710
Blue,Plate 2 x 3,1,3021
Blue,Plate 2 x 4,3,3020
Blue,Plate Special 1 x 2 with 1 Stud [aka Jumper],1,3794
Blue,Plate Special 1 x 4 with Towball,1,3184
Blue,"Plate Special 2 x 2 with Towball Socket, Short, 4 Slots",1,3730
Blue,"Vehicle, Steering Column 1 x 2 with Black Steering Wheel",1,3829c01
Dark Gray,Minifig Pickaxe,1,3841
Dark Gray,Minifig Shovel [Round Ended Shaft],1,3837
Green,Pine Tree - Large 4 x 4 x 6 2/3,1,3471
Light Gray,Brick Round 1 x 1 Open Stud,1,3062b
Light Gray,Plate 1 x 1,1,3024
Light Gray,Tile 1 x 1 with Groove,1,3070b
Red,Bar 1 x 4 x 2 with Studs,1,4083
Trans-Yellow,Plate 1 x 1,2,3024
Unknown,Minifig,1,pln079
White,Road Sign Triangle with Roadworks Print,1,649pb09
Yellow,Minifig Seat 2 x 2,1,4079
