color,part,quantity,part_id
Black,Technic Axle 10,1,3737
Black,Technic Axle 12,2,3708
Black,Technic Axle 4,2,3705
Black,Technic Link Tread,106,3873
Light Bluish Gray,Plate 1 x 4,4,3710
Light Bluish Gray,Technic Bush,9,3713
Light Bluish Gray,Technic Gear 24 Tooth [Old Style - Three axle holes],2,3648a
Light Bluish Gray,Technic Gear 8 Tooth,1,3647
Light Bluish Gray,"Technic, Gear 40 Tooth",1,3649
Light Bluish Gray,"Technic, Steering Pulley Large",1,3736
Yellow,Brick 1 x 2,2,3004
Yellow,Brick 1 x 4,4,3010
Yellow,Brick 1 x 6,4,3009
Yellow,Brick 1 x 8,2,3008
Yellow,Plate 1 x 4,8,3710
Yellow,Plate 1 x 8,4,3460
Yellow,Plate 2 x 4,4,3020
Yellow,Plate 2 x 6,4,3795
Yellow,Plate 2 x 8,1,3034
Yellow,Plate 4 x 10,2,3030
Yellow,Plate 4 x 12,2,3029
Yellow,Plate 4 x 6,2,3032
Yellow,Plate 6 x 10,2,3033
Yellow,Technic Brick 1 x 12 with Holes,2,3895
Yellow,Technic Brick 1 x 16 with Holes,6,3703
Yellow,Technic Brick 1 x 2 [1 Hole],10,3700
Yellow,Technic Brick 1 x 4 [3 Holes],4,3701
Yellow,Technic Brick 1 x 6 [5 Holes],4,3894
Yellow,Technic Brick 1 x 8 [7 Holes],8,3702
Yellow,Tile 2 x 2 with Groove,4,3068b
Yellow,"Vehicle, Tipper End Flat with Pins",2,3145
