color,part,quantity,part_id
Black,Brick Round 1 x 1 Open Stud,2,3062b
Black,Hinge Brick 1 x 2 Base,1,3937
Black,Hinge Brick 1 x 2 Top Plate Thin,1,3938
Black,Hips and Legs [Complete Assembly],1,970c00
Black,Lever Small Base with Black Lever,2,298c02
Black,Panel 1 x 2 x 2 [Solid Studs],2,4864a
Black,Plate 1 x 2,2,3023
Black,Plate 2 x 10,1,3832
Black,Plate 2 x 2,1,3022
Black,Plate 2 x 3,3,3021
Black,Plate Special 2 x 2 with Wheels White,2,122c02
Black,"Torso Police Leather Jacket, White Badge, Curved Zipper Print / Black Arms / Yellow Hands",1,973pb79c01
Black,Tyre Offset Tread Medium,4,4084
Black,"Vehicle, Steering Column 1 x 2 with Black Steering Wheel",1,3829c01
Black,Wedge Plate 3 x 4 without Stud Notches,1,4859
Trans-Dark Blue,Plate 1 x 1,2,3024
Trans-Light Blue,Glass for Hinge Car Roof 4 x 4 Sunroof [No Ridges],1,2348a
Trans-Light Blue,Windscreen 2 x 4 x 2,1,3823
Trans-Red,Plate 1 x 1,2,3024
Trans-Yellow,Plate Round 1 x 1 Straight Side,2,4073
White,Brick 1 x 4,1,3010
White,Door 1 x 3 x 1 Left with 'POLICE' Print,1,3822pb01
White,Door 1 x 3 x 1 Right with 'POLICE' Print,1,3821pb01
White,Hinge Vehicle Roof 4 x 4 Sunroof,1,2349
White,Hinge Vehicle Roof Holder 1 x 4 x 2,1,4214
White,Minifig Helmet Classic with Thick Chin Guard and Visor Dimples,1,3842b
White,Mudguard 2 x 4 [Studded],2,3788
White,Plate 1 x 2,1,3023
White,Plate 1 x 3,2,3623
White,Plate 1 x 4,4,3710
White,Plate 2 x 4,1,3020
White,Plate Special 1 x 1 Clip Light [Thick Ring],2,4081b
White,Slope Inverted 45° 4 x 2 Double,1,4871
White,Tile 1 x 2 with Groove,3,3069b
White,Tile 1 x 2 with Thin Black POLICE Print,2,3069bp18
Yellow,Minifig Head Standard Grin Print - Solid Stud,1,3626ap01
