color,part,quantity,part_id
Black,Brick Round 1 x 1 Open Stud,4,3062b
Black,Cone 1 x 1 [No Top Groove],1,4589
Black,Hips and Legs [Complete Assembly],1,970c00
Black,Plate 1 x 2,1,3023
Black,Plate 2 x 2,2,3022
Black,Plate 2 x 3,1,3021
Black,Plate 2 x 4,1,3020
Black,Plate Special 1 x 1 Clip Light [Thick Ring],2,4081b
Black,Plate Special 2 x 2 with Wheel Holders,1,4600
Black,Technic Axle 6,1,3706
Black,Tile 1 x 1 with Groove,2,3070b
Black,Tyre 30 x 10.5 Offset Tread,2,2346
Black,Tyre Offset Tread Medium,2,4084
Black,"Vehicle, Digger Bucket Arm, Small - 2 x 6 x 2",1,3314
Light Gray,Technic Bush 1/2 Toothed Type I [+ Opening],2,4265a
Red,Minifig Construction Helmet,1,3833
Trans-Clear,Glass for Hinge Car Roof 4 x 4 Sunroof [No Ridges],1,2348a
Trans-Clear,Plate 1 x 1,2,3024
Trans-Clear,Windscreen 2 x 4 x 2,1,3823
Trans-Clear,Windscreen 2 x 4 x 2 Vertical,1,4594
Trans-Red,Plate 1 x 1,2,3024
Trans-Red,Plate Round 1 x 1 Straight Side,2,4073
Trans-Yellow,Plate 1 x 1,2,3024
White,Hinge Vehicle Roof 4 x 4 Sunroof,1,2349
White,Hinge Vehicle Roof Holder 1 x 4,1,4315
White,Torso Overalls Black Print / White Arms / Yellow Hands,1,973pb202c01
Yellow,Brick 1 x 2,2,3004
Yellow,"Brick, Modified 1 x 2 with Digger Bucket Arm Holder",1,3317
Yellow,Minifig Head Standard Grin Print - Solid Stud,1,3626ap01
Yellow,Plate 1 x 10,2,4477
Yellow,Plate 1 x 2,4,3023
Yellow,Plate 1 x 4,3,3710
Yellow,Plate 2 x 4,2,3020
Yellow,Slope Inverted 33° 3 x 2 No Connections between Studs,1,3747a
Yellow,Slope Inverted 33º 3 x 1,2,4287
Yellow,Slope Inverted 45º 2 x 2,3,3660
Yellow,Technic Brick 1 x 2 [1 Hole],2,3700
Yellow,"Vehicle, Digger Bucket 7 Teeth 3 x 6",1,2347
Yellow,"Vehicle, Steering Column 1 x 2 with Black Steering Wheel",1,3829c01
Yellow,Wheel 8mm D. x 6mm,2,4624
Yellow,Wheel with Split Axle hole,2,3482
