color,part,quantity,part_id
Black,Bar 1 x 4 x 2 with Studs,2,4083
Black,Bracket 1 x 2 - 1 x 4 [Square Corners],1,2436a
Black,Brick 1 x 2,1,3004
Black,Brick Special 1 x 2 x 2/3 with Studs on Sides,1,4595
Black,Cone 1 x 1 [No Top Groove],1,4589
Black,Flexible Hose 8.5L [Tabless Ends Tube Coloured],2,73590c01a
Black,Hinge Plate 1 x 2 with 3 Fingers and Hollow Studs,1,4275b
Black,Hinge Tile 1 x 2 1/2 with 2 Fingers on Top,1,4531
Black,Lever Small Base with Light Bluish Gray Lever,1,298c05
Black,Minifig Mallet / Large Hammer,2,4522
Black,Minifig Radio [Compact Handle],2,3962a
Black,Minifig Spanner / Screwdriver,2,4006
Black,Panel 1 x 2 x 1 [Square Corners],2,4865a
Black,Panel 3 x 2 x 5 2/3,1,2448
Black,Plate 2 x 12,1,2445
Black,Plate 2 x 2,2,3022
Black,Plate 2 x 2 Corner,1,2420
Black,Plate 2 x 3,1,3021
Black,Plate 2 x 4,1,3020
Black,Plate 2 x 8,1,3034
Black,Plate 4 x 6,1,3032
Black,Plate Round 1 x 1 Straight Side,8,4073
Black,Plate Special 1 x 2 with 1 Stud [aka Jumper],2,3794
Black,Plate Special 1 x 2 with Handles [Flat Ends / Low Attachment],4,3839b
Black,"Plate Special 2 x 2 with Towball Socket, Short, 4 Slots",1,3730
Black,Plate Special 2 x 2 with Wheel Holders,4,4600
Black,"Slope 33° 3 x 2 with Yellow ""4"" and Stripes Print",1,3298p57
Black,Slope 33º 3 x 1,2,4286
Black,String Reel 2 x 4 x 2 Drum,1,4210
Black,"String, Cord Thin",1,x77a
Black,Tap 1 x 1,2,4599
Black,Tile 1 x 4,2,2431
Black,Tile 1 x 8,2,4162
Black,Tile 2 x 2 with Groove,2,3068b
Black,Tile Special 1 x 2 with Handle,2,2432
Black,Tyre Offset Tread Small,25,3641
Black,Vehicle Base 4 x 7 x 2/3,1,2441
Black,"Vehicle, Steering Column 1 x 2 with Black Steering Wheel",1,3829c01
Blue,Brick 1 x 4,1,3010
Blue,Brick 2 x 2 Corner,2,2357
Blue,Hips and Legs [Complete Assembly],1,970c00
Blue,Minifig Cap Long Peak,1,4485
Blue,Minifig Jack - Complete Assembly,2,4629c01
Blue,Panel 1 x 2 x 1 [Square Corners],5,4865a
