color,part,quantity,part_id
Black,Cone 1 x 1 [No Top Groove],1,4589
Black,Hips and Legs [Complete Assembly],2,970c00
Black,Minifig Loudhailer [aka SW Blaster / Space Gun],1,4349
Black,Plate 1 x 4,2,3710
Black,Plate 2 x 3,2,3021
Black,Plate Special 2 x 2 with Wheels Holder Wide,2,6157
Black,"Torso Police Leather Jacket, Yellow Star Badge Print / Black Arms / Black Hands",2,973px9c01
Black,Tyre Offset Tread Small,4,3641
Brown,Minifig Hair Male,1,3901
Light Gray,Dish 2 x 2 Inverted [Radar],1,4740
Light Gray,Tile 1 x 2 Grill with Bottom Groove,1,2412b
Red,Lever Small Base with Black Lever,1,298c02
Red,Panel 1 x 2 x 1 [Square Corners],1,4865a
Red,"Vehicle, Steering Column 1 x 2 with Black Steering Wheel",1,3829c01
Trans-Dark Blue,Plate Round 1 x 1 Straight Side,1,4073
Trans-Dark Blue,Tile 1 x 1 with Groove,1,3070b
Trans-Light Blue,Minifig Visor For Standard Helmet,1,2447
Trans-Light Blue,Windscreen 2 x 4 x 2,1,3823
Trans-Light Blue,Windscreen 6 x 4 x 2 Canopy,1,4474
Trans-Red,Plate 1 x 1,4,3024
Trans-Red,Tile 1 x 1 with Groove,2,3070b
Trans-Yellow,Plate 1 x 1,2,3024
Trans-Yellow,Plate Round 1 x 1 Straight Side,1,4073
White,Hinge Vehicle Roof Holder 1 x 4,1,4315
White,Minifig Standard Helmet,1,2446
White,"Motorcycle Old [Trans-Clear Wheels, 2 x 3641 Tyres]",1,x81c02
White,Mudguard 2 x 4 [Studded],1,3788
White,Mudguard 3 x 4 Slope,1,2513
White,Panel 1 x 2 x 1 [Square Corners],4,4865a
White,Plate 1 x 1,3,3024
White,Plate 1 x 2,2,3023
White,Plate 1 x 4,1,3710
White,Plate Special 1 x 1 with Clip Vertical [Thick U Clip],1,4085c
White,"Tile 1 x 2 with Black ""POLICE"" and Red Line Print",2,3069bpr0016
White,"Vehicle, Base 4 x 10 x 2/3 with 2 x 2 Recessed Center with Smooth Underside, No Center Hole",1,4212b
White,Wheel 8mm D. x 6mm,4,4624
Yellow,Minifig Head Glasses with Black Sunglasses and Standard Grin Print,2,3626bp04
