color,part,quantity,part_id
Black,Brick 2 x 3,1,3002
Black,Hinge Plate 1 x 2 with 2 Fingers and Solid Studs,2,4276a
Black,Hinge Plate 1 x 2 with 3 Fingers and Solid Studs,1,4275a
Black,Hinge Vehicle Roof 4 x 4,1,4213
Black,Hinge Vehicle Roof Holder 1 x 4 x 2,1,4214
Black,Minifig Camera with Side Sight [aka Space Gun],1,4360
Black,Minifig Hair Male,1,3901
Black,Plate 1 x 4,1,3710
Black,Plate 2 x 3,1,3021
Black,Plate 2 x 4,3,3020
Black,Plate 2 x 8,1,3034
Black,Plate Special 1 x 2 with 1 Stud [aka Jumper],2,3794
Black,Plate Special 2 x 2 with Wheels Red,2,122c01
Black,"Turntable 2 x 2 Plate with Hinge, Base",1,251
Black,"Turntable 2 x 2 Plate, Base",1,3680
Black,Tyre Offset Tread Medium,4,4084
Blue,Hips and Legs [Complete Assembly],1,970c00
Light Gray,"Turntable 2 x 2 Plate, Top",2,3679
Red,Hips and Legs [Complete Assembly],1,970c00
Red,Minifig Cap Long Peak,1,4485
Red,Torso Plain / Red Arms / Yellow Hands,1,973c02
Trans-Clear,Windscreen 2 x 4 x 2,1,3823
Trans-Red,Plate 1 x 1,2,3024
Trans-Yellow,Plate 1 x 1,2,3024
Trans-Yellow,Plate Round 1 x 1 Straight Side,2,4073
White,Door 1 x 3 x 1 Left,1,3822
White,Door 1 x 3 x 1 Right,1,3821
White,Minifig Seat 2 x 2,1,4079
White,Mudguard 2 x 4 [Studded],2,3788
White,Plate 1 x 1,2,3024
White,Plate 1 x 2,4,3023
White,Plate 1 x 3,2,3623
White,Plate 1 x 4,5,3710
White,Plate Special 1 x 1 with Clip Light [Thin Ring],2,4081a
White,Tile 1 x 2 with Groove,3,3069b
White,Tile 2 x 2 with Groove,1,3068b
White,Tile Round 2 x 2 with Tape Reel Print,1,4150px25
White,Torso Plain / White Arms / Yellow Hands,1,973c01
White,"Vehicle, Steering Column 1 x 2 with Black Steering Wheel",1,3829c01
Yellow,Minifig Head Standard Grin Print - Solid Stud,2,3626ap01
