color,part,quantity,part_id
Black,"Bionicle Chest Armor, Toa Inika - Type 1",1,53546
Black,Bionicle Foot Toa Inika Elliptical,2,53549
Black,Bionicle Hips / Lower Torso with 2 Ball Joints and 7 Tooth Half Gear,1,47306
Black,Bionicle Mask Kadin (Rubber),1,54262
Black,Bionicle Toa Inika Leg Lower Section,2,53548
Black,Bionicle Toa Inika Thigh Cover,2,53543
Black,Bionicle Toa Inika Upper Arm Cover,2,53544
Black,Bionicle Toa Inika Upper Torso / Shoulders Section,1,53545
Black,Bionicle Vahki Leg Lower Section,2,47328
Black,Bionicle Zamor Sphere Holder,1,53550
Black,Technic Axle 2 Notched,3,32062
Black,Technic Axle 4,1,3705
Black,Technic Ball Joint with Through Axle Hole,1,53585
Black,Technic Pin Long with Friction Ridges Lengthwise,1,6558
Black,Technic Pin with Friction and Slots,3,2780
Blue,Technic Axle Pin with Friction Ridges Lengthwise,3,43093
Dark Bluish Gray,Bionicle Weapon Inika Light-up Laser Drill (8729),1,bion010c01
Dark Bluish Gray,Hose Soft Axle 11,1,32199
Dark Bluish Gray,Technic Axle 5.5 With Stop,1,32209
Dark Bluish Gray,Technic Beam 1 x 2 with Ball Joint Angled,1,50923
Dark Bluish Gray,Technic Pin 3/4,2,32002
Light Bluish Gray,Technic Axle 3,2,4519
Light Bluish Gray,"Technic Axle Connector 2 x 3 with Ball Socket, Open Sides",6,32174
Light Bluish Gray,Technic Axle and Pin Connector Angled #1,1,32013
Light Bluish Gray,"Technic, Axle and Pin Connector 2 x 7 with Two Ball Joint Sockets",4,50898
Lime,Bionicle Head Connector Block (Toa Inika) with White Bottom,1,bion009pb01
Pearl Light Gray,Bionicle Claw with 2 Pin Holes,2,x1951
Pearl Light Gray,Bionicle Zamor Sphere Launcher,1,54271
Trans-Orange,Bionicle Zamor Sphere,4,54821
Trans-Red,Bar 4L Lightsaber Blade,1,30374
