color,part,quantity,part_id
Black,Plate Round 2 x 2 with Axle Hole,1,4032
Black,Plate Round 2 x 2 with Rounded Bottom [Boat Stud],1,2654
Black,Technic Axle 2 Notched,2,32062
Black,Technic Axle 4,2,3705
Black,Technic Axle 6,2,3706
Black,Technic Axle Connector [Ridged with x hole x orientation],1,6538b
Black,Technic Axle and Pin Connector Perpendicular,3,6536
Black,Technic Axle and Pin Connector Perpendicular 3L with 2 Pin Holes,7,42003
Black,Technic Axle and Pin Connector Perpendicular Double,1,32291
Black,Technic Beam 1 x 2 Thin,8,41677
Black,Technic Beam 1 x 3 Thick,1,32523
Black,Technic Beam 1 x 3 Thin,2,6632
Black,Technic Beam 1 x 4 Thin,8,32449
Black,Technic Beam 1 x 5 Thin,2,32017
Black,Technic Beam 2 x 4 L-Shape Thick,2,32140
Black,Technic Beam 3 x 5 L-Shape with Quarter Ellipse Thin,2,32250
Black,Technic Beam Triangle Thin [Type I],4,2905
Black,Technic Pin Long with Friction Ridges Lengthwise,11,6558
Black,Technic Pin with Friction and Slots,19,2780
Black,"Technic, Gear Worm Screw",1,4716
Black,Tyre 43.2 x 28 Balloon Small,4,6579
Blue,Technic Axle Pin with Friction Ridges Lengthwise,4,43093
Dark Bluish Gray,Technic Axle 3 with Stud,2,6587
Dark Bluish Gray,Technic Pin 3/4,4,32002
Light Bluish Gray,Technic Axle 3,8,4519
Light Bluish Gray,Technic Axle 5,11,32073
Light Bluish Gray,Technic Axle and Pin Connector Perpendicular,1,6536
Light Bluish Gray,Technic Bush 1/2 Smooth,4,4265c
Light Bluish Gray,Technic Gear 12 Tooth Double Bevel,3,32270
Light Bluish Gray,Technic Pin Connector Perpendicular Long,1,32557
Light Bluish Gray,Technic Pin Long without Friction Ridges,2,32556
Light Gray,Technic Gear 24 Tooth [Old Style - Three axle holes],1,3648a
Light Gray,Technic Gear 8 Tooth,2,3647
Light Gray,"Technic, Gear 24 Tooth Crown with Reinforcements [New Style]",1,3650b
Light Gray,"Technic, Pin without Friction Ridges Lengthwise",4,3673
Tan,Technic Axle Pin without Friction Ridges Lengthwise,4,3749
Trans-Red,Plate Round 1 x 1 Straight Side,4,4073
Trans-Yellow,Brick Round 2 x 2,1,3941
Yellow,Technic Axle and Pin Connector Perpendicular Double Split,1,41678
Yellow,Technic Beam 1 x 11.5 Double Bent Thick,2,32009
Yellow,Technic Beam 1 x 2 Thick,2,43857
Yellow,Technic Beam 1 x 3 Thick,4,32523
Yellow,Technic Beam 1 x 3 Thin,2,6632
Yellow,Technic Beam 1 x 5 Thick,2,32316
Yellow,Technic Beam 1 x 7 Bent (4 - 4) Thick,2,32348
Yellow,Technic Beam 1 x 7 Thick,2,32524
Yellow,Technic Beam 1 x 9 Thick,2,40490
Yellow,Technic Beam 2 x 4 L-Shape Thick,2,32140
Yellow,Technic Beam 3 x 3 L-Shape Thin,2,32056
Yellow,Technic Beam 3 x 5 L-Shape Thick,4,32526
Yellow,Technic Digger Bucket 8 x 10,1,2951
Yellow,Wheel 43.2 x 28 Balloon Small,4,6580
