color,part,quantity,part_id
(No Color),"Knights Kingdom II Card, Citadel - 73",1,kkc73
(No Color),"Knights Kingdom II Card, Citadel - 77",1,kkc77
(No Color),"Knights Kingdom II Card, Guardian - 51",1,kkc51
Black,Antenna 1 x 4,1,3957
Black,"Brick, Modified 12 x 12 Base",2,30645
Black,Minifig Halberd,4,3848
Black,Minifig Helmet Castle with Cheek Protection Angled,1,48493
Black,Minifig Spear,1,4497
Black,Plate 1 x 2,10,3023
Black,Plate 1 x 3,2,3623
Black,Plate 1 x 8,3,3460
Black,Plate 2 x 2,3,3022
Black,Plate 2 x 3,2,3021
Black,Plate 6 x 10,1,3033
Black,Plate 6 x 12,1,3028
Black,Plate Round 2 x 2 with Axle Hole,2,4032
Black,Plate Special 1 x 1 with Clip Vertical [Thick U Clip],2,4085c
Black,Technic Axle 10,2,3737
Black,Technic Axle 2 Notched,2,32062
Black,Technic Axle 4,2,3705
Black,Technic Axle 6,1,3706
Black,Technic Brick 1 x 2 with Axle Hole [X Opening],2,32064b
Black,Technic Brick 1 x 8 [7 Holes],2,3702
Black,Technic Pin Connector Plate 1 x 2 x 1 2/3 [Two Holes On Top],1,32530
Black,Technic Pin Long with Friction Ridges Lengthwise,2,6558
Black,Technic Pin with Friction Ridges Lengthwise and Towball,4,6628
Black,Technic Pin with Friction and Slots,6,2780
Black,Tile 1 x 4,4,2431
Black,Tile 1 x 8,4,4162
Black,Tile 2 x 2 with Groove,4,3068b
Black,Torso Castle Knights Kingdom II with Scorpion Print / Dark Red Arms / Black Hands,1,973pb347c01
Black,Window 1 x 2 x 2 & 2/3 Pane Twisted Bar with Rounded Top,2,30045
Blue-Violet,Brick Round 1 x 1 Open Stud,11,3062b
Blue-Violet,Flag 4 x 1 Wave,1,4495
Blue-Violet,Slope 45º 2 x 1 Triple,5,3048
Dark Bluish Gray,Brick 1 x 10,2,6111
Dark Bluish Gray,Brick 1 x 2,10,3004
Dark Bluish Gray,Brick 2 x 2,41,3003
Dark Bluish Gray,Brick 2 x 2 Corner,8,2357
Dark Bluish Gray,Brick 2 x 3,1,3002
Dark Bluish Gray,Brick 2 x 4,1,3001
Dark Bluish Gray,"Brick, Modified 12 x 12 Base",1,30645
Dark Bluish Gray,Hips and Green Legs,1,970c06
Dark Bluish Gray,Hips and Red Legs,1,970c05
Dark Bluish Gray,Hips and Reddish Brown Legs,1,970c88
Dark Bluish Gray,"Hose, Rigid 3mm D. 7L / 5.6cm",1,75c07
Dark Bluish Gray,Minifig Chain 17L [Complete],2,30104a
Dark Bluish Gray,Plate 1 x 3,2,3623
Dark Bluish Gray,Plate 2 x 16,1,4282
Dark Bluish Gray,Plate 2 x 4,1,3020
Dark Bluish Gray,Plate 4 x 8,1,3035
Dark Bluish Gray,Plate Special 1 x 8 with Door Rail,1,4510
Dark Bluish Gray,Slope 33 6 x 6 Double (Train Roof),1,4509
Dark Bluish Gray,Slope 75° 2 x 2 x 3,2,3684
Dark Bluish Gray,Slope Inverted 45º 2 x 1,2,3665
Dark Bluish Gray,Slope Inverted 45º 2 x 2,2,3660
Dark Bluish Gray,Slope Inverted 75Â° 2 x 1 x 3,2,2449
Dark Bluish Gray,Technic Pin 3/4,2,32002
Dark Red,Hips and Black Legs,1,970c11
Green,Bionicle 2 x 3 Axle Connector with Tooth,6,42074
Green,Frog,1,33320
Green,Minifig Standard Helmet,1,2446
Green,"Minifig, Visor Fanciful for Rascus Minifig",1,48488
Green,Plate 1 x 8,2,3460
Green,Plate 2 x 4,1,3020
Green,Round 1 x 1 - 3 Bamboo Leaves,12,30176
Green,Slope 33º 3 x 1,2,4286
Green,Slope 45º 2 x 1 Triple,2,3048
Green,Technic Axle Connector [Ridged with x hole x orientation],6,6538b
Green,Technic Pole Reverser Handle,6,6553
Green,"Technic, Pin Connector Toggle Joint Smooth Double with 2 Pins",3,48496
Green,Torso Castle Knights Kingdom II with Rascus Print / Green Arms / Dark Bluish Gray Hands,1,973pb352c01
Light Bluish Gray,Arch 1 x 5 x 4,4,2339
Light Bluish Gray,Brick 1 x 1,7,3005
Light Bluish Gray,Brick 1 x 2,9,3004
Light Bluish Gray,Brick 1 x 2 with Pin,2,2458
Light Bluish Gray,Brick 1 x 2 x 2 with Inside Axle Holder,3,3245b
Light Bluish Gray,Brick 1 x 2 x 5,3,2454
Light Bluish Gray,Brick 1 x 4,4,3010
Light Bluish Gray,Brick 2 x 2,6,3003
Light Bluish Gray,Brick 2 x 2 Corner,2,2357
Light Bluish Gray,Brick 2 x 2 x 3,18,30145
Light Bluish Gray,Brick 2 x 8,1,3007
Light Bluish Gray,Brick Arch 1 x 6 x 2,1,3307
Light Bluish Gray,Brick Arch 1 x 8 x 2,1,3308
Light Bluish Gray,Brick Special 2 x 2 with Pins and Axle Hole,1,30000
Light Bluish Gray,Brick Special 2 x 4 with Pins,1,6249
Light Bluish Gray,Castle Turret Top 4 x 8 x 2 1/3,1,6066
Light Bluish Gray,Cone 1 x 1 [No Top Groove],4,4589
Light Bluish Gray,Facet 3 x 3,3,2462
Light Bluish Gray,Panel 3 x 8 x 6 with Arched Window,2,48490
Light Bluish Gray,Plate 1 x 2,4,3023
Light Bluish Gray,Plate 1 x 4,2,3710
Light Bluish Gray,Plate 1 x 8,1,3460
Light Bluish Gray,Plate 2 x 16,2,4282
Light Bluish Gray,Plate 2 x 2,2,3022
Light Bluish Gray,Plate 2 x 8,1,3034
Light Bluish Gray,Plate 6 x 10,1,3033
Light Bluish Gray,Plate Special 1 x 2 with 1 Stud [aka Jumper],2,3794
Light Bluish Gray,Plate Special 1 x 2 with Door Rail,2,32028
Light Bluish Gray,Plate Special 2 x 2 with Pin Hole,2,2444
Light Bluish Gray,Plate Special 2 x 2 with Wheel Holder,2,4488
Light Bluish Gray,Slope 33º 3 x 2,2,3298
Light Bluish Gray,Slope 45º 2 x 1,2,3040b
Light Bluish Gray,Slope 65° 2 x 2 x 2 with Bottom Tube,4,3678b
Light Bluish Gray,Slope 75º 2 x 1 x 3 [Undetermined Type],2,4460
Light Bluish Gray,Slope Inverted 45º 2 x 2,8,3660
Light Bluish Gray,Technic Axle 7,2,44294
Light Bluish Gray,Technic Axle Connector [Ridged with x hole x orientation],1,6538b
Light Bluish Gray,Technic Axle and Pin Connector Angled #1,1,32013
Light Bluish Gray,Technic Beam 1 x 4 Thin,1,32449
Light Bluish Gray,Technic Brick 1 x 12 with Holes,1,3895
Light Bluish Gray,Technic Brick 1 x 2 [1 Hole],3,3700
Light Bluish Gray,Technic Brick 1 x 2 [2 Holes],1,32000
Light Bluish Gray,Technic Brick 1 x 4 [3 Holes],1,3701
Light Bluish Gray,Technic Brick 1 x 8 [7 Holes],1,3702
Light Bluish Gray,Technic Bush,5,3713
Light Bluish Gray,Technic Bush 1/2 Smooth,3,4265c
Light Bluish Gray,Technic Gear 20 Tooth Double Bevel,3,32269
Light Bluish Gray,Technic Slope Short (Wing Front),2,2743
Light Bluish Gray,"Technic, Brick 4 x 6 Open Center with 2 Fixed Rotatable Friction Pins on End",1,40344c01
Light Bluish Gray,Tile 1 x 2 with Groove,2,3069b
Medium Blue,Plate 6 x 12,1,3028
Metal Blue,Minifig Sword [Greatsword Angular],1,48495
Red,Brick 2 x 2,2,3003
Red,Minifig Standard Helmet,1,2446
Red,"Minifig, Armor Breastplate with Leg Protection, Santis Geometric Print",1,2587pb04
Red,"Minifig, Visor Fanciful for Santis Minifig",1,48487
Red,Plate Round 2 x 2 with Axle Hole,4,4032
Red,Slope Curved 6 x 1 Inverted,2,42023
Red,Technic Brick 1 x 2 [1 Hole],2,3700
Red,Tile 1 x 8,2,4162
Red,Torso Plain / Red Arms / Dark Bluish Gray Hands,1,973c34
Reddish Brown,Brick Round 4 x 4 with Holes,2,6222
Reddish Brown,"Brick, Modified 12 x 12 Base",2,30645
Reddish Brown,Minifig Cloth Cape - Standard,1,50231
Reddish Brown,Minifig Halberd,1,3848
Reddish Brown,Plate 1 x 10,2,4477
Reddish Brown,Plate 1 x 2,1,3023
Reddish Brown,Plate 6 x 8,1,3036
Reddish Brown,"Rock Boulder, Bottom",2,30294
Reddish Brown,"Rock Boulder, Top",2,30293
Reddish Brown,Rock Panel Triangular [LURP],2,6083
Reddish Brown,Stairs 7 x 4 x 6 Straight Open,1,30134
Reddish Brown,Torso Castle Knights Kingdom II with Amulet and Vest Print / Dark Bluish Gray Arms / Reddish Brown Hands,1,973pb353c01
Reddish Brown,Treasure Chest Bottom [Rear Slots],1,4738a
Reddish Brown,Treasure Chest Lid [Thick Hinge],1,4739a
Reddish Brown,"Wheel Wagon Large (33mm D.), hole notched for wheels holder pin",2,4489b
Tan,Technic Axle Pin without Friction Ridges Lengthwise,1,3749
Trans-Clear,Brick Round 1 x 1 Open Stud,1,3062b
Trans-Clear,Brick Round 2 x 2,2,3941
Trans-Dark Blue,Rock 1 x 1 Jewel 24 Facet,1,30153
Trans-Green,Rock 1 x 1 Jewel 24 Facet,1,30153
Trans-Light Blue,Rock 1 x 1 Jewel 24 Facet,1,30153
Trans-Neon Green,Minifig Spear,1,4497
Trans-Neon Green,Rock 1 x 1 Jewel 24 Facet,1,30153
Trans-Neon Orange,Dish 2 x 2 Inverted [Radar],1,4740
Trans-Neon Orange,Wave / Flame Rounded with Base Pins,3,6126
Trans-Red,Brick 1 x 1,2,3005
Trans-Red,Rock 1 x 1 Jewel 24 Facet,1,30153
Trans-Red,Technic Tooth 1 x 3 with Axlehole,2,41669
Trans-Yellow,Brick 1 x 1,2,3005
Very Light Bluish Gray,"Minifig, Shield Rectangular with Stud, Knights Kingdom Rascus Monkey Print (Non-Sticker)",1,48494pb02
Very Light Bluish Gray,"Minifig, Shield Rectangular with Stud, Knights Kingdom Santis Bear Print (Non-Sticker)",1,48494pb04
White,Brick Arch 1 x 8 x 2,1,3308
White,Cone 1 x 1 [No Top Groove],2,4589
White,Minifig Head with Evil Skeleton Skull Print,1,3626bpr0190
White,"Minifig, Beard",1,6132
White,Plate 2 x 4,1,3020
White,Slope 75º 2 x 1 x 3 [Undetermined Type],2,4460
White,Technic Tooth 1 x 3 with Axlehole,2,41669
Yellow,"Minifig Head Male - Messy Black Hair, Goatee Print",1,3626bpr0348
Yellow,Minifig Sword [Greatsword Angular],1,48495
Yellow,"Minifig, Head Beard Black with Trimmed Chin, Full Cheeks, Striped Sideburns, Scowl Eyebrows, White Pupils Print (Shadow Knight)",1,3626bpb217
Yellow,"Minifig, Head Beard Full, Long Mouth, Thick Eyebrows, White Pupils Print (Santis)",1,3626bpb220
Yellow,"Minifig, Head Beard and Messy Gray Hair, Wide Frown, White Pupils Print (The Guardian)",1,3626bpb223
Yellow,Plate 2 x 2,2,3022
Yellow,"Technic, Pin Long with Friction Ridges Lengthwise and Stop Bush",1,32054
