color,part,quantity,part_id
Black,Arm Mechanical Thin Supports,3,53989
Black,Bar 6L with Stop Ring,2,63965
Black,Bracket 1 x 2 - 1 x 4 [Square Corners],1,2436a
Black,Bracket 1 x 2 - 2 x 2,2,44728
Black,Brick 1 x 2,2,3004
Black,Brick 1 x 3,2,3622
Black,Brick 1 x 6,2,3009
Black,Brick 2 x 4,2,3001
Black,Brick Round 2 x 2,8,3941
Black,Brick Round 2 x 2 Dome Top [Bottom Axle Holder X Shape + Orientation],2,553b
Black,Brick Special 1 x 2 with Handle,2,30236
Black,BrickSpecial 1 x 4 with 4 Studs on One Side,10,30414
Black,Hinge 1 x 2 Locking with 2 Fingers and Towball Socket,1,30396
Black,Hinge Brick 1 x 2 Locking with 1 Finger Horizontal End,2,30541
Black,Hinge Brick 1 x 2 Locking with 2 Fingers Horizontal End,2,30540
Black,Hinge Brick 1 x 2 Top Plate Thin,2,3938
Black,Hinge Cylinder 1 x 2 Locking with 1 Finger and Axle Hole On Ends,5,30552
Black,Hinge Cylinder 1 x 2 Locking with 2 Click Fingers and Axle Hole,1,30553
Black,Hinge Cylinder 1 x 3 Locking with 1 Finger and Technic Friction Pin,2,41532
Black,Minifig Seat 2 x 2,1,4079
Black,Minifig Tool Wheel [Set of 6 On Sprue],1,6246
Black,Plate 1 x 1,2,3024
Black,Plate 1 x 2 [Side Handle Closed Ends],3,48336
Black,Plate 1 x 4,3,3710
Black,Plate 1 x 6,2,3666
Black,Plate 2 x 2 Corner,6,2420
Black,Plate 2 x 3,4,3021
Black,Plate 2 x 4,15,3020
Black,Plate 2 x 6,11,3795
Black,Plate Special 1 x 1 Clip Light [Thick Ring],2,4081b
Black,Plate Special 1 x 1 with Clip Vertical [Thick U Clip],6,4085c
Black,Plate Special 1 x 2 with Arm Up [Horizontal Arm 6mm],2,4623
Black,Plate Special 1 x 2 with Door Rail,2,32028
Black,Plate Special 1 x 6 with Train Wagon End Fence,1,6583
Black,Slope 30º 1 x 1 x 2/3 [aka Cheese Slope],6,50746
Black,Slope 33º 3 x 1,4,4286
Black,Slope 75° 2 x 2 x 3,1,3684
Black,Slope Curved 4 x 1 No Studs,4,61678
Black,Slope Inverted 45º 2 x 2,1,3660
Black,Tap 1 x 1 No Hole in End,3,4599b
Black,Technic Axle 10,7,3737
Black,Technic Axle 4,10,3705
Black,Technic Axle 6,4,3706
Black,Technic Axle 8,2,3707
Black,Technic Axle Connector [Smooth X hole + orientation],2,6538c
Black,Technic Axle and Pin Connector Angled #1,2,32013
Black,Technic Axle and Pin Connector Angled #3 - 157.5°,2,32016
Black,Technic Axle and Pin Connector Angled #5 - 112.5°,2,32015
Black,Technic Axle and Pin Connector Perpendicular Double,2,32291
Black,Technic Ball Joint,4,32474
Black,Technic Beam 1 x 2 Thick with Pin Hole and Axle Hole,4,60483
Black,Technic Beam 1 x 2 Thin,1,41677
Black,Technic Beam 2 x 4 L-Shape Thick,4,32140
Black,Technic Brick 1 x 1 with Hole,4,6541
Black,Technic Brick 1 x 12 with Holes,2,3895
Black,Technic Brick 1 x 16 with Holes,2,3703
Black,Technic Brick 1 x 2 [1 Hole],4,3700
Black,Technic Brick 1 x 2 with Axle Hole [X Opening],1,32064b
Black,Technic Brick 1 x 4 [3 Holes],2,3701
Black,Technic Brick 1 x 8 [7 Holes],4,3702
Black,Technic Gear 12 Tooth Double Bevel,1,32270
Black,Technic Pin Connector Round [Slotted],2,62462
Black,Technic Pin Double with Axle Hole,10,32138
Black,Technic Pin with Friction Ridges Lengthwise and Towball,2,6628
Black,Technic Pin with Friction and Slots,56,2780
Black,Technic Pole Reverser Handle,1,6553
Black,"Technic, Axle Connector Double Flexible (Rubber)",2,45590
Black,Tile 1 x 1 with Groove,2,3070b
Black,Tile 1 x 3,2,63864
Black,Tile 1 x 4,1,2431
Black,Tile 2 x 2 Round,1,4150
Black,Tile 2 x 2 with Groove,1,3068b
Black,Tile Special 4 x 6 with Studs on Edges,2,6180
Black,Tire 30.4 x 14 VR Solid,2,58090
Black,"Turntable 4 x 4 Square Base, Locking",2,61485
Black,Tyre 30 x 10.5 Offset Tread,4,2346
Black,Tyre 30.4 x 14 Offset Tread,2,30391
Black,Tyre 37 x 18R,12,56891
Black,"Vehicle, Steering Column 1 x 2 with Black Steering Wheel",2,3829c01
Black,Wedge 3 x 3 Cut Corner,2,30505
Black,"Wheel 30.4 x 14 with Axle Hole, Fake Bolts and Shallow Spokes",14,55982
Black,Windscreen 4 x 4 Roll Cage,1,47758
Blue,Technic Axle Pin with Friction Ridges Lengthwise,14,43093
Blue,Technic Pin 1/2,10,4274
Blue,Technic Pin Long with Friction Ridges Lengthwise,2,6558
Dark Bluish Gray,Brick 1 x 4,1,3010
Dark Bluish Gray,Brick 2 x 2,4,3003
Dark Bluish Gray,Brick Arch 1 x 6,2,3455
Dark Bluish Gray,"Brick Curved 2 x 2 x 2/3 Two Studs, Curved Slope End",1,47457
Dark Bluish Gray,Brick Round 4 x 4 [Centre Hole],2,87081
Dark Bluish Gray,Brick Special 1 x 1 with Headlight,2,4070
Dark Bluish Gray,Brick Special 1 x 2 Palisade [aka Log],10,30136
Dark Bluish Gray,Brick Special 1 x 2 with Vertical Clip,1,30237
Dark Bluish Gray,Brick Special 1 x 4 Palisade [aka Log],2,30137
Dark Bluish Gray,Cone 1 x 1 [Top Groove],10,4589b
Dark Bluish Gray,Hinge Brick 1 x 2 Base,2,3937
Dark Bluish Gray,Hook with Towball,1,30395
Dark Bluish Gray,Minifig Chain 16L [Complete],1,60169
