color,part,quantity,part_id
Black,Bracket 5 x 2 x 2 1/3,1,6087
Black,Brick 1 x 2,3,3004
Black,Hinge 1 x 2 Locking with 2 Fingers and Towball Socket,1,30396
Black,Hinge Brick 1 x 2 Locking with 1 Finger Vertical End,2,30364
Black,Hinge Brick 2 x 2 Locking with 2 Fingers Vertical and Axle Hole,4,40902
Black,Hinge Tile 1 x 4 Locking Dual 1 Fingers on Top,1,44822
Black,Minifig Goblet,3,2343
Black,Plate 1 x 1 - Horizontal Clip,2,6019
Black,Plate 1 x 2,1,3023
Black,Plate 1 x 4,2,3710
Black,Plate 2 x 16,4,4282
Black,Plate 4 x 6,1,3032
Black,Plate 6 x 6,1,3958
Black,Plate 8 x 8,1,41539
Black,Plate Round 1 x 1 Straight Side,2,4073
Black,"String, Cord Thin",1,x77a
Black,Technic Axle 10,4,3737
Black,Technic Axle and Pin Connector Angled #1,2,32013
Black,Technic Brick 1 x 16 with Holes,1,3703
Black,Technic Brick 1 x 4 with Bumper Holder,4,2989
Black,Technic Pin with Friction and Slots,1,2780
Black,Technic Rubber Bumper 2 x 18 with Angled Ends,2,bb138
Black,"Technic, Link 1 x 5",2,30397
Black,Tile 2 x 2 with Groove,4,3068b
Black,"Tread Large, Technic [34 Links]",1,680c01
Black,Tyre 30.4 x 14 Offset Tread,6,30391
Blue,"Vehicle, Steering Column 1 x 2 with Black Steering Wheel",2,3829c01
Dark Bluish Gray,Brick Round 1 x 1 Open Stud,15,3062b
Dark Bluish Gray,Brick Special 1 x 2 with Grill,2,2877
Dark Bluish Gray,Brick Special 2 x 2 with Pins and Axle Hole,1,30000
Dark Bluish Gray,Hinge Plate 2 x 4 with Articulated Joint - Female,1,3640
Dark Bluish Gray,Hinge Plate 2 x 4 with Articulated Joint - Male,1,3639
Dark Bluish Gray,Hook with Towball,1,30395
Dark Bluish Gray,Minifig Shovel [Round Ended Shaft],1,3837
Dark Bluish Gray,Neck Bracket [One Stud],2,42446
Dark Bluish Gray,Plate 1 x 3,2,3623
Dark Bluish Gray,Plate 2 x 12,2,2445
Dark Bluish Gray,Plate 2 x 2,1,3022
Dark Bluish Gray,Plate 4 x 8,1,3035
Dark Bluish Gray,Plate Special 1 x 2 Side Handle [Free Ends],2,2540
Dark Bluish Gray,"Support 2 x 2 x 10 Girder Triangular Vertical - Type 1 - Solid Top, 3 Posts",4,30517
Dark Bluish Gray,Technic Brick 1 x 2 with Axle Hole [X Opening],2,32064b
Dark Bluish Gray,Technic Brick 1 x 6 [5 Holes],4,3894
Dark Bluish Gray,Technic Pin Connector Plate 1 x 2 x 1 2/3 [Two Holes On Top],2,32530
Dark Bluish Gray,Technic Pin Connector Round [No Slot],2,75535
Dark Bluish Gray,Tile 1 x 2 Grill with Bottom Groove,13,2412b
Dark Bluish Gray,Tile 1 x 4,5,2431
Dark Gray,Band &amp; Belt Holder 2 x 4 x 2 1/3 [Nnenn],1,41752
Light Bluish Gray,Bar 1 x 8 x 2,2,2486
Light Bluish Gray,Hinge Brick 1 x 2 Locking with 2 Fingers Vertical End,1,30365
Light Bluish Gray,Hinge Cylinder 1 x 2 Locking with 1 Finger and Axle Hole On Ends,2,30552
Light Bluish Gray,Plate 1 x 1 - Horizontal Clip,2,6019
Light Bluish Gray,Plate 2 x 8,3,3034
Light Bluish Gray,Plate Special 1 x 2 with 1 Stud [aka Jumper],2,3794
Light Bluish Gray,Plate Special 2 x 4 with Pins,3,30157
Light Bluish Gray,Propeller 8 Blade 5 Diameter,5,41530
Light Bluish Gray,Slope Inverted 45Â° 4 x 2 Double with Pins,1,30390
Light Bluish Gray,String Reel 2 x 2 Drum,1,2585
Light Bluish Gray,Technic Axle 3,1,4519
Light Bluish Gray,Technic Beam 1 x 3 with 2 Axle Holes and Pin / Crank,2,33299
Light Bluish Gray,Technic Bush,12,3713
Light Bluish Gray,Technic Gear 12 Tooth Bevel,2,6589
Light Bluish Gray,Technic Gear 16 Tooth with Round Holes [Old Style],4,4019
Light Bluish Gray,Technic Link 1 x 16,1,2637
Light Bluish Gray,Technic Pneumatic T-Piece,1,4697b
Light Bluish Gray,"Technic, Pin without Friction Ridges Lengthwise",1,3673
Light Bluish Gray,"Technic, Steering Pulley Large",2,3736
Light Bluish Gray,"Tile 1 x 2 with Red 82, Yellow and White Gauges Print",1,3069bpr0101
Light Bluish Gray,Tile Special 1 x 2 with Handle,8,2432
Light Bluish Gray,"Turntable 4 x 4 Square Base with Top, Complete Assembly",1,3403c01
Light Bluish Gray,"Vehicle Steering Wheel Small, 2 x 2",1,30663
Light Bluish Gray,Vehicle Tipper Bed 4 x 6,1,4080
Red,Technic Axle 2 Notched,2,32062
Reddish Brown,Minifig Broom,1,3836
Trans-Black,Windscreen 2 x 4 x 2,1,3823
Trans-Black,Windscreen 3 x 4 x 4 Inverted,1,4872
Trans-Orange,Slope 30º 1 x 1 x 2/3 [aka Cheese Slope],10,50746
Trans-Orange,Slope 45º 2 x 1,8,3040b
Trans-Red,Tile 1 x 2 with Groove,1,3069b
Trans-Yellow,Plate 1 x 2,2,3023
Trans-Yellow,Tile 1 x 1 with Groove,4,3070b
Unknown,Minifig - City,1,cty010
Unknown,Minifig - City,1,cty014
Unknown,Minifig - City,1,cty015
Yellow,Brick 1 x 16,2,2465
Yellow,Brick 1 x 2 with Pin,2,2458
Yellow,Brick 1 x 3,4,3622
Yellow,Brick 1 x 4,3,3010
Yellow,Brick 1 x 8,2,3008
Yellow,Brick 2 x 2 Curved Top with Two Top Studs,4,30165
Yellow,Brick 2 x 4,7,3001
Yellow,Brick 2 x 6,1,2456
Yellow,"Crane Bucket - Complete Assembly (Top, Jaws, Spring)",1,3492c01
Yellow,Hinge 1 x 3 Locking with 2 Fingers and Claw End,1,41529
Yellow,Hinge Plate 3 x 4 Locking Dual 2 Finger,1,44570
Yellow,Plate 1 x 2,2,3023
Yellow,Plate 1 x 4,5,3710
Yellow,Plate 1 x 8,3,3460
Yellow,Plate 2 x 10,1,3832
Yellow,Plate 2 x 4,4,3020
Yellow,Plate Special 1 x 2 with Handles [Flat Ends / Low Attachment],1,3839b
Yellow,Plate Special 1 x 2 with Ladder,2,4175
Yellow,Road Sign Clip-on 2 x 2 Square,2,30258
Yellow,Roadsign Clip-on 2 x 2 Round,1,30261
Yellow,Slope 45º 2 x 4,1,3037
Yellow,String Reel 2 x 2 Holder,1,2584
Yellow,Support Crane Stand Double,2,2635
Yellow,Technic Rubber Belt 33mm Diameter,2,85546
Yellow,Technic Tread Hub,2,32007
Yellow,Tile 1 x 6,2,6636
Yellow,Tile 2 x 2 with Groove,2,3068b
Yellow,"Vehicle, Tipper Bed 12 x 8 x 3 1/3",1,30300
Yellow,Wedge 4 x 2 Left,1,41768
Yellow,Wedge 4 x 2 Right,1,41767
Yellow,Wedge 4 x 4 Triple Inverted,1,4855
Yellow,Wedge 4 x 4 x 2/3 Triple Curved,1,45677
Yellow,Wheel 30.4 x 14 [Tread Small Hub],6,30285
Yellow,Window 1 x 4 x 3 Train with All Studs Hollow,1,4033
Yellow,Windscreen 5 x 2 x 1 2/3,2,6070
