color,part,quantity,part_id
Black,Bracket 1 x 2 - 2 x 2,1,44728
Black,Brick 1 x 2 x 1 1/3 with Curved Top,2,6091
Black,Brick Round 1 x 1 Open Stud,4,3062b
Black,Brick Special 1 x 1 with Headlight,4,4070
Black,Plate 1 x 2,2,3023
Black,Plate 2 x 2,2,3022
Black,Slope Curved 3 x 1 No Studs,2,50950
Black,Slope Inverted 45 4 x 4 Double,1,4854
Black,Slope Inverted 45º 2 x 1,4,3665
Black,Technic Axle 10,2,3737
Black,Technic Brick 1 x 6 [5 Holes],2,3894
Black,Technic Pin with Friction and Slots,2,2780
Black,Tyre 43.2 x 28 Balloon Small,4,6579
Blue,Technic Axle Pin with Friction Ridges Lengthwise,2,43093
Dark Bluish Gray,Brick 1 x 2 x 2 with Inside Axle Holder,1,3245b
Dark Bluish Gray,Mudguard 4 x 2 1/2 x 2 with Arch Round,4,50745
Dark Bluish Gray,Plate 1 x 1 - Horizontal Clip,2,6019
Dark Bluish Gray,Plate 2 x 4 [3 Holes],1,3709b
Dark Bluish Gray,Plate 4 x 4,1,3031
Dark Bluish Gray,Pullback Motor 9 x 4 x 2 2/3,1,47715
Dark Bluish Gray,Slope 30º 1 x 1 x 2/3 [aka Cheese Slope],2,50746
Dark Bluish Gray,Tile 1 x 1 with Groove,2,3070b
Dark Bluish Gray,Tile 1 x 2 Grill with Bottom Groove,4,2412b
Light Bluish Gray,Bar 4L Lightsaber Blade,2,30374
Light Bluish Gray,Technic Bush,4,3713
Light Bluish Gray,Technic Bush 1/2 Smooth,4,4265c
Light Bluish Gray,Tile Special 1 x 1 with Clip,2,2555
Light Bluish Gray,Wheel 43.2 x 28 Balloon Small,4,6580
Metallic Silver,Tile 1 x 2 Grill with Bottom Groove,4,2412b
Trans-Neon Green,Plate 1 x 2,2,3023
Trans-Red,Plate Round 1 x 1 Straight Side,12,4073
Yellow,BrickSpecial 1 x 4 with 4 Studs on One Side,1,30414
Yellow,Panel 1 x 1 x 1 Corner,2,6231
Yellow,Panel 1 x 4 x 1,2,30413
Yellow,Plate 1 x 2,3,3023
Yellow,Plate 1 x 3,2,3623
Yellow,Plate 1 x 4,2,3710
Yellow,Plate 2 x 4 [3 Holes],2,3709b
Yellow,Tile 1 x 4,1,2431
Yellow,Wedge 4 x 4 x 2/3 Triple Curved,1,45677
Yellow,Wedge Plate 4 x 2 Left,1,41770
Yellow,Wedge Plate 4 x 2 Right,1,41769
