color,part,quantity,part_id
Black,Brick Special 1 x 1 with Headlight,2,4070
Black,Lever Small Base with Black Lever,1,298c02
Black,Minifig Hair Male,1,3901
Black,Minifig Mallet / Large Hammer,1,4522
Black,Minifig Spanner / Screwdriver,1,4006
Black,Plate 1 x 4,1,3710
Black,Plate 2 x 2,1,3022
Black,Plate 2 x 4,1,3020
Black,Plate 2 x 6,1,3795
Black,Plate Special 2 x 2 with Towball,1,3731
Black,"Plate Special 2 x 2 with Towball Socket, Short, 4 Slots",1,3730
Black,Plate Special 2 x 2 with Wheel Holders,2,4600
Black,Plate Special 2 x 2 with Wheels Red,2,122c01
Black,Tyre Offset Tread Medium,4,4084
Black,Tyre Offset Tread Small,4,3641
Black,"Vehicle, Base 4 x 10 x 2/3 with 2 x 2 Recessed Center with Smooth Underside, No Center Hole",1,4212b
Blue,Torso Plain / Blue Arms / Yellow Hands,1,973c07
Red,Brick 1 x 2,4,3004
Red,Brick 1 x 2 with Black Grill Print,1,3004p06
Red,Brick 1 x 4,2,3010
Red,Brick Special 1 x 1 with Headlight,2,4070
Red,Door 1 x 3 x 1 Left,1,3822
Red,Door 1 x 3 x 1 Right,1,3821
Red,Door 1 x 3 x 2 Left,1,3189
Red,Door 1 x 3 x 2 Right,1,3188
Red,Hinge Vehicle Roof Holder 1 x 4 x 2,1,4214
Red,Mudguard 2 x 4 [Studded],1,3788
Red,Plate 1 x 1,2,3024
Red,Plate 1 x 2,2,3023
Red,Plate 1 x 4,2,3710
Red,Plate 2 x 2,3,3022
Red,Plate 2 x 4,1,3020
Red,Vehicle Base 4 x 5,1,4211
Trans-Clear,Glass for Hinge Car Roof 4 x 4 Sunroof [No Ridges],1,2348a
Trans-Clear,Plate 1 x 1,2,3024
Trans-Clear,Windscreen 2 x 4 x 2,1,3823
Trans-Red,Plate 1 x 1,2,3024
Trans-Red,Plate 1 x 1,2,3024
White,Fence 1 x 4 x 2,2,3185
White,Hinge Vehicle Roof 4 x 4 Sunroof,1,2349
White,Hips and Legs [Complete Assembly],1,970c00
White,Mudguard 2 x 4 [Studded],2,3788
White,Panel 1 x 2 x 2 [Solid Studs],1,4864a
White,Plate 1 x 1,2,3024
White,Plate 1 x 4,3,3710
White,Plate 2 x 2,1,3022
White,Slope 45° 3 x 4 Double / 33,2,4861
White,Tile 2 x 2 with Groove,2,3068b
White,"Vehicle, Steering Column 1 x 2 with Black Steering Wheel",1,3829c01
White,Wheel 8mm D. x 6mm,4,4624
Yellow,Minifig Head Standard Grin Print - Solid Stud,1,3626ap01
