color,part,quantity,part_id
Black,Bar 1 x 3 [Clip / Anti-Stud],2,4735
Black,Brick Special 1 x 1 with Headlight,2,4070
Black,Minifig Control Panel,1,2342
Black,Plate 1 x 4,2,3710
Black,Plate 1 x 6,2,3666
Black,Plate 4 x 8,1,3035
Black,Tile 1 x 2 with Groove,3,3069b
Black,Tile 1 x 2 with Groove,1,3069b
Black,Tile 2 x 2 with Groove,1,3068b
Blue,Brick 1 x 1,2,3005
Blue,Brick 1 x 2,2,3004
Blue,Brick 1 x 4,3,3010
Blue,Brick 1 x 6,4,3009
Blue,Brick 2 x 4,1,3001
Blue,Hinge Vehicle Roof Holder 1 x 4,1,4315
Blue,Plate 1 x 1,2,3024
Blue,Plate 1 x 2,6,3023
Blue,Plate 1 x 4,2,3710
Blue,Plate 1 x 6,2,3666
Blue,Plate 2 x 2,2,3022
Blue,Plate 2 x 3,2,3021
Blue,Slope 33º 3 x 1,2,4286
Blue,Slope 45º 2 x 4,1,3037
Blue,Slope Inverted 33° 3 x 2 No Connections between Studs,2,3747a
Blue,Slope Inverted 33º 3 x 1,2,4287
Blue,Slope Inverted 45º 2 x 2,2,3660
Blue,Tile 1 x 2 with Arrow Long Yellow with Black Border Print,2,3069bp06
Blue,Tile 1 x 2 with Space Computer Print,2,3069bp25
Trans-Red,Antenna 1 x 4,2,3957
Trans-Yellow,Windscreen 6 x 4 x 2 Canopy,1,4474
White,Tile 1 x 2 with Groove,3,3069b
Yellow,Hips and Legs [Complete Assembly],1,970c00
Yellow,Minifig Airtanks,1,3838
Yellow,Minifig Head Standard Grin Print - Solid Stud,1,3626ap01
Yellow,Minifig Helmet Classic with Thick Chin Guard and Visor Dimples,1,3842b
Yellow,Torso Space Classic Moon Print / Yellow Arms / Yellow Hands,1,973p90c04
